run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
324980,W-2_RB1in_S01,-2,1,1,1.93368,97233,0.0356376,1.00429,1.94198,2325,Col,54.327861786
324980,W-2_RB1out_S01,-2,1,1,1.86272,84929,0.0387332,1.00361,1.86945,2325,Col,59.5619888305
324980,W-2_RB2in_S01,-2,1,2,2.00501,99990,0.00770002,1.00391,2.01284,2325,Col,81.233539581
324980,W-2_RB2out_S01,-2,1,2,1.87266,86279,0.00978881,1.0029,1.87808,2325,Col,84.15160369866668
324980,W-2_RB3+_S01,-2,1,3,1.87919,40878,0.00395348,1.00115,1.88135,2325,Col,92.248565674
324980,W-2_RB3-_S01,-2,1,3,1.91417,41484,0.00276855,1.00083,1.91577,2325,Col,91.9187660215
324980,W-2_RB4+_S01,-2,1,4,1.92127,40508,0.00502751,1.00157,1.92428,2325,Col,52.309782028
324980,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB1in_S02,-2,2,1,1.97228,109503,0.00457485,1.00421,1.98059,2325,Col,55.907995224000004
324980,W-2_RB1out_S02,-2,2,1,2.16008,109756,0.00572711,1.00361,2.16789,2325,Col,61.061580658
324980,W-2_RB2in_S02,-2,2,2,1.79747,97103,0.00433157,1.00379,1.80428,2325,Col,81.697811127
324980,W-2_RB2out_S02,-2,2,2,2.29828,112873,0.0107713,1.00263,2.30433,2325,Col,84.70266215
324980,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB3-_S02,-2,2,3,1.65943,38142,0.00369806,1.00091,1.66095,2325,Col,92.031993866
324980,W-2_RB4+_S02,-2,2,4,1.82733,41422,0.00538204,1.00115,1.82943,2325,Col,67.768815994
324980,W-2_RB4-_S02,-2,2,4,1.7283,33949,0.00656722,1.00133,1.73059,2325,Col,50.0
324980,W-2_RB1in_S03,-2,3,1,2.06327,108730,0.00569282,1.00419,2.07192,2325,Col,54.954635620000005
324980,W-2_RB1out_S03,-2,3,1,2.08109,99830,0.0085887,1.00366,2.08871,2325,Col,59.35609436
324980,W-2_RB2in_S03,-2,3,2,2.13757,109422,0.0071303,1.00367,2.1454,2325,Col,78.54884338400001
324980,W-2_RB2out_S03,-2,3,2,2.00819,96823,0.00842079,1.003,2.01421,2325,Col,83.999771118
324980,W-2_RB3+_S03,-2,3,3,1.64374,32569,0.00529928,1.00142,1.64606,2325,Col,82.41582489000001
324980,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB4+_S03,-2,3,4,1.72237,37081,0.006828,1.0014,1.72478,2325,Col,60.871776581000006
324980,W-2_RB4-_S03,-2,3,4,1.87382,40259,0.0119618,1.00121,1.87609,2325,Col,51.023391724
324980,W-2_RB1in_S04,-2,4,1,2.02607,103812,0.00938756,1.00358,2.03334,2325,Col,54.3439369205
324980,W-2_RB1out_S04,-2,4,1,2.30987,106820,0.00862796,1.00317,2.31719,2325,Col,59.797609329500006
324980,W-2_RB2in_S04,-2,4,2,2.01534,99947,0.0185107,1.00389,2.02318,2325,Col,80.6964530945
324980,W-2_RB2out_S04,-2,4,2,1.92388,82879,0.00680146,1.00277,1.92921,2325,Col,79.54250590000001
324980,W-2_RB3+_S04,-2,4,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB3-_S04,-2,4,3,1.8126,39076,0.00463865,1.00084,1.81411,2325,Col,90.7433433535
324980,W-2_RB4++_S04,-2,4,4,1.73186,23155,0.00336574,1.0006,1.7329,2325,Col,79.31570816050001
324980,W-2_RB4+_S04,-2,4,4,1.58543,26315,0.00331365,1.0009,1.58687,2325,Col,94.64446258550001
324980,W-2_RB4--_S04,-2,4,4,1.56908,21250,0.0039873,1.00059,1.57,2325,Col,73.6527786255
324980,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB1in_S05,-2,5,1,2.18192,109648,0.00730305,1.00376,2.19011,2325,Col,54.2570495605
324980,W-2_RB1out_S05,-2,5,1,1.95393,89115,0.00598579,1.00303,1.95986,2325,Col,59.098161697
324980,W-2_RB2in_S05,-2,5,2,1.93201,93343,0.280457,1.00334,1.93847,2325,Col,78.4560279845
324980,W-2_RB2out_S05,-2,5,2,2.04652,92873,0.0108415,1.0025,2.05163,2325,Col,83.40574137366667
324980,W-2_RB3+_S05,-2,5,3,1.92982,41165,0.00581314,1.00094,1.93163,2325,Col,90.71996307399999
324980,W-2_RB3-_S05,-2,5,3,1.79776,40054,0.00448833,1.0009,1.79937,2325,Col,91.9197235105
324980,W-2_RB4+_S05,-2,5,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB1in_S06,-2,6,1,2.04785,107084,0.00632996,1.00353,2.05508,2325,Col,55.5551433565
324980,W-2_RB1out_S06,-2,6,1,2.29856,110239,0.00519183,1.00326,2.30606,2325,Col,60.896080016999996
324980,W-2_RB2in_S06,-2,6,2,2.21771,115292,0.0106373,1.00347,2.22541,2325,Col,82.048027039
324980,W-2_RB2out_S06,-2,6,2,1.98332,93204,0.00640507,1.00273,1.98873,2325,Col,84.094561259
324980,W-2_RB3+_S06,-2,6,3,1.71387,38144,0.0053918,1.00081,1.71526,2325,Col,91.959602356
324980,W-2_RB3-_S06,-2,6,3,1.70288,38543,0.0028276,1.00088,1.70439,2325,Col,92.3339691165
324980,W-2_RB4+_S06,-2,6,4,1.8936,38976,0.00796774,1.00165,1.89673,2325,Col,55.6818180085
324980,W-2_RB4-_S06,-2,6,4,1.72602,36262,0.00428388,1.00124,1.72816,2325,Col,46.1935482025
324980,W-2_RB1in_S07,-2,7,1,2.08986,104330,0.00588919,1.00428,2.09882,2325,Col,53.9684123995
324980,W-2_RB1out_S07,-2,7,1,1.90759,86696,0.0062269,1.00356,1.91437,2325,Col,59.307836532500005
324980,W-2_RB2in_S07,-2,7,2,1.99182,90801,0.00445302,1.00312,1.99804,2325,Col,75.20293045
324980,W-2_RB2out_S07,-2,7,2,1.82284,82662,0.00888683,1.00316,1.8286,2325,Col,83.12006632466667
324980,W-2_RB3+_S07,-2,7,3,2.26195,47372,0.00974072,1.00143,2.26519,2325,Col,90.99006271350001
324980,W-2_RB3-_S07,-2,7,3,1.99561,43183,0.00596146,1.00106,1.99773,2325,Col,92.390331268
324980,W-2_RB4+_S07,-2,7,4,1.88044,36868,0.00443742,1.00092,1.88217,2325,Col,48.863636017
324980,W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB1in_S08,-2,8,1,1.93214,97347,0.00603378,1.00393,1.93972,2325,Col,50.3937702175
324980,W-2_RB1out_S08,-2,8,1,1.49302,59685,0.00792976,1.00286,1.49729,2325,Col,49.0717544555
324980,W-2_RB2in_S08,-2,8,2,2.12678,106956,0.0138,1.00305,2.13327,2325,Col,80.4052467345
324980,W-2_RB2out_S08,-2,8,2,1.95646,89735,0.00686783,1.00249,1.96134,2325,Col,83.17525990833333
324980,W-2_RB3+_S08,-2,8,3,1.72522,38557,0.00416126,1.00108,1.72708,2325,Col,92.66038513149999
324980,W-2_RB3-_S08,-2,8,3,2.09832,46438,0.00384077,1.0009,2.10022,2325,Col,93.2520370485
324980,W-2_RB4+_S08,-2,8,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB4-_S08,-2,8,4,1.4071,27506,0.00260896,1.00138,1.40905,2325,Col,53.7684726715
324980,W-2_RB1in_S09,-2,9,1,1.92914,96598,0.00467318,1.00373,1.93634,2325,Col,54.441953659
324980,W-2_RB1out_S09,-2,9,1,1.93103,87833,0.00505661,1.00335,1.93751,2325,Col,59.269945144999994
324980,W-2_RB2in_S09,-2,9,2,2.1314,106374,0.00528973,1.004,2.13993,2325,Col,80.81076431299999
324980,W-2_RB2out_S09,-2,9,2,1.69311,76393,0.00542996,1.00298,1.69815,2325,Col,82.06700388600001
324980,W-2_RB3+_S09,-2,9,3,1.82768,37451,0.00634425,1.00078,1.82911,2325,Col,88.2781524655
324980,W-2_RB3-_S09,-2,9,3,1.90097,42500,0.00407031,1.00116,1.90318,2325,Col,92.540740967
324980,W-2_RB4_S09,-2,9,4,1.73735,37916,0.00361987,1.00133,1.73967,2325,Col,56.2490615845
324980,W-2_RB1in_S10,-2,10,1,2.40675,122458,0.00412728,1.00395,2.41625,2325,Col,54.4649600985
324980,W-2_RB1out_S10,-2,10,1,1.9038,89473,0.00489393,1.00348,1.91043,2325,Col,58.725364685
324980,W-2_RB2in_S10,-2,10,2,2.01082,104490,0.0019629,1.00398,2.01882,2325,Col,81.9919395445
324980,W-2_RB2out_S10,-2,10,2,2.07587,97300,0.00497098,1.0031,2.08231,2325,Col,83.97877248133334
324980,W-2_RB3+_S10,-2,10,3,1.64455,37282,0.003176,1.00102,1.64622,2325,Col,91.537273407
324980,W-2_RB3-_S10,-2,10,3,1.72988,36011,0.00379498,1.00087,1.73138,2325,Col,84.6614341735
324980,W-2_RB4+_S10,-2,10,4,1.80251,49697,0.00315549,1.00171,1.80559,2325,Col,94.5426330565
324980,W-2_RB4-_S10,-2,10,4,1.86212,50227,0.00737775,1.00253,1.86683,2325,Col,94.50867080699999
324980,W-2_RB1in_S11,-2,11,1,2.17203,101121,0.010439,1.00423,2.18121,2325,Col,49.69547081
324980,W-2_RB1out_S11,-2,11,1,2.08992,97288,0.00588602,1.00388,2.09804,2325,Col,57.849088669
324980,W-2_RB2in_S11,-2,11,2,2.14756,112994,0.00625297,1.00311,2.15424,2325,Col,80.749671936
324980,W-2_RB2out_S11,-2,11,2,1.96242,94879,0.00618433,1.00257,1.96746,2325,Col,83.55237579333333
324980,W-2_RB3+_S11,-2,11,3,1.93453,43732,0.00619305,1.00111,1.93667,2325,Col,92.231918335
324980,W-2_RB3-_S11,-2,11,3,1.95029,44369,0.043033,1.00084,1.95192,2325,Col,91.6276054385
324980,W-2_RB4_S11,-2,11,4,1.77568,41407,0.00853381,1.00163,1.77857,2325,Col,60.778043747
324980,W-2_RB1in_S12,-2,12,1,2.11994,104668,0.00587366,1.00417,2.12878,2325,Col,54.8154277805
324980,W-2_RB1out_S12,-2,12,1,1.98533,89455,0.0066137,1.00376,1.9928,2325,Col,59.083211899000005
324980,W-2_RB2in_S12,-2,12,2,2.14773,104096,0.0104192,1.0041,2.15654,2325,Col,79.769405365
324980,W-2_RB2out_S12,-2,12,2,1.8898,85640,0.00911358,1.00317,1.89578,2325,Col,83.15909830700001
324980,W-2_RB3+_S12,-2,12,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-2_RB3-_S12,-2,12,3,2.76308,62813,0.00699424,1.00137,2.76685,2325,Col,94.4035491945
324980,W-2_RB4+_S12,-2,12,4,1.79375,38284,0.00543504,1.00136,1.79619,2325,Col,54.471982956000005
324980,W-2_RB4-_S12,-2,12,4,1.67204,26873,0.003111,1.00075,1.67329,2325,Col,46.394229889
324980,W-1_RB1in_S01,-1,1,1,2.0741,161122,0.00607598,1.00555,2.08561,2325,Col,86.0982933045
324980,W-1_RB1out_S01,-1,1,1,2.07039,144772,0.00818019,1.00528,2.08131,2325,Col,86.5737113955
324980,W-1_RB2in_S01,-1,1,2,1.91123,131445,0.0268702,1.00422,1.9193,2325,Col,90.58652496333332
324980,W-1_RB2out_S01,-1,1,2,2.00396,122404,0.0303368,1.00446,2.01289,2325,Col,90.2503852845
324980,W-1_RB3+_S01,-1,1,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB3-_S01,-1,1,3,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB4+_S01,-1,1,4,2.14482,60767,0.00900042,1.00163,2.14831,2325,Col,86.97244262699999
324980,W-1_RB4-_S01,-1,1,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB1in_S02,-1,2,1,2.16727,177018,0.00559514,1.00553,2.17925,2325,Col,84.3580589295
324980,W-1_RB1out_S02,-1,2,1,2.37843,172491,0.00559822,1.00513,2.39063,2325,Col,84.0810279845
324980,W-1_RB2in_S02,-1,2,2,2.19999,162038,0.00898797,1.00399,2.20878,2325,Col,91.31353251133334
324980,W-1_RB2out_S02,-1,2,2,1.79592,114580,0.00495298,1.00393,1.80299,2325,Col,89.69815444950001
324980,W-1_RB3+_S02,-1,2,3,1.70795,53691,0.00187683,1.00118,1.70996,2325,Col,94.396568298
324980,W-1_RB3-_S02,-1,2,3,1.82363,53746,0.00437704,1.00146,1.82629,2325,Col,93.00243759150001
324980,W-1_RB4+_S02,-1,2,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB4-_S02,-1,2,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB1in_S03,-1,3,1,2.22519,141326,0.00598312,1.00568,2.23784,2325,Col,83.2045440675
324980,W-1_RB1out_S03,-1,3,1,2.28232,130510,0.00723991,1.00499,2.29371,2325,Col,85.11643219
324980,W-1_RB2in_S03,-1,3,2,1.78101,100757,0.0319764,1.00357,1.78736,2325,Col,87.76295979833333
324980,W-1_RB2out_S03,-1,3,2,1.76351,90664,0.0369765,1.00369,1.77002,2325,Col,88.4073600765
324980,W-1_RB3+_S03,-1,3,3,1.73695,39943,0.070534,1.00065,1.73809,2325,Col,92.8050727845
324980,W-1_RB3-_S03,-1,3,3,1.74635,43292,0.00439693,1.00085,1.74783,2325,Col,93.3635063175
324980,W-1_RB4+_S03,-1,3,4,1.66166,33072,0.0799377,1.00151,1.66417,2325,Col,90.014225006
324980,W-1_RB4-_S03,-1,3,4,1.53552,32312,0.00522739,1.00167,1.53808,2325,Col,75.59139633199999
324980,W-1_RB1in_S04,-1,4,1,2.36705,182646,0.00833312,1.00621,2.38174,2325,Col,84.6782188415
324980,W-1_RB1out_S04,-1,4,1,1.80439,57764,0.00790304,1.00464,1.81277,2325,Col,40.4085502625
324980,W-1_RB2in_S04,-1,4,2,1.72644,108878,0.0235471,1.00368,1.73279,2325,Col,82.12515513133334
324980,W-1_RB2out_S04,-1,4,2,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB3+_S04,-1,4,3,1.91364,54003,0.0217931,1.00106,1.91568,2325,Col,92.854412079
324980,W-1_RB3-_S04,-1,4,3,1.68536,46612,0.00350725,1.00105,1.68713,2325,Col,92.94604873649999
324980,W-1_RB4++_S04,-1,4,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB4+_S04,-1,4,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB4--_S04,-1,4,4,1.68354,24317,0.00436167,1.00055,1.68447,2325,Col,94.4144668575
324980,W-1_RB4-_S04,-1,4,4,1.55462,30612,0.00213295,1.00061,1.55557,2325,Col,95.823989868
324980,W-1_RB1in_S05,-1,5,1,2.00289,150427,0.00711005,1.00597,2.01485,2325,Col,83.70239639249999
324980,W-1_RB1out_S05,-1,5,1,2.21205,151700,0.00800537,1.00528,2.22372,2325,Col,85.685707092
324980,W-1_RB2in_S05,-1,5,2,1.85806,127307,0.00612996,1.00468,1.86675,2325,Col,89.614613851
324980,W-1_RB2out_S05,-1,5,2,1.91689,118090,0.00590861,1.00437,1.92527,2325,Col,91.56070327750001
324980,W-1_RB3+_S05,-1,5,3,2.19545,59398,0.00861209,1.00141,2.19854,2325,Col,93.62210083
324980,W-1_RB3-_S05,-1,5,3,1.78056,51047,0.0185915,1.00108,1.78249,2325,Col,93.581516266
324980,W-1_RB4+_S05,-1,5,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
324980,W-1_RB4-_S05,-1,5,4,0.0,0,0.0,0.0,0.0,2325,Col,0.0
