chamber,contains_zero_roll,rolls_count,fid_eff_ch_level
W-2_RB1in_S01,0,2,96.20269393920898
W-2_RB1out_S01,0,2,97.82397842407227
W-2_RB2in_S01,0,2,97.92193222045898
W-2_RB2out_S01,0,3,98.51537831624348
W-2_RB3-_S01,0,2,97.76651000976562
W-2_RB3+_S01,0,2,98.28470230102539
W-2_RB4-_S01,1,2,0.0
W-2_RB4+_S01,0,2,91.66666412353516
W-2_RB4--_S01,1,2,0.0
W-2_RB4++_S01,1,2,0.0
W-2_RB1in_S02,0,2,96.14204406738281
W-2_RB1out_S02,0,2,96.94621276855469
W-2_RB2in_S02,0,2,98.14421844482422
W-2_RB2out_S02,0,3,98.37513732910156
W-2_RB3-_S02,0,2,97.28652954101562
W-2_RB3+_S02,1,2,0.0
W-2_RB4-_S02,0,2,90.13888931274414
W-2_RB4+_S02,0,2,95.26492309570312
W-2_RB4--_S02,1,2,0.0
W-2_RB4++_S02,1,2,0.0
W-2_RB1in_S03,0,2,96.5711898803711
W-2_RB1out_S03,0,2,97.21548080444336
W-2_RB2in_S03,0,2,94.71221160888672
W-2_RB2out_S03,0,3,97.35938262939453
W-2_RB3-_S03,1,2,0.0
W-2_RB3+_S03,0,2,87.10396575927734
W-2_RB4-_S03,0,2,91.0028305053711
W-2_RB4+_S03,0,2,96.78239822387695
W-2_RB4--_S03,1,2,0.0
W-2_RB4++_S03,1,2,0.0
W-2_RB1in_S04,0,2,96.90071487426758
W-2_RB1out_S04,0,2,97.4239273071289
W-2_RB2in_S04,0,2,97.08277130126953
W-2_RB2out_S04,0,3,94.38688405354817
W-2_RB3-_S04,0,2,96.49217987060547
W-2_RB3+_S04,0,2,99.52328491210938
W-2_RB4-_S04,1,2,0.0
W-2_RB4+_S04,0,2,97.9017562866211
W-2_RB4--_S04,0,2,95.55335998535156
W-2_RB4++_S04,0,2,89.51007461547852
W-2_RB1in_S05,0,2,97.31217956542969
W-2_RB1out_S05,0,2,96.91019439697266
W-2_RB2in_S05,0,2,94.78116226196289
W-2_RB2out_S05,0,3,97.9039789835612
W-2_RB3-_S05,0,2,98.2446060180664
W-2_RB3+_S05,0,2,97.74205780029297
W-2_RB4-_S05,1,2,0.18433180451393127
W-2_RB4+_S05,1,2,0.0
