chamber,fid_eff_roll_level
W-2_RB1in_B_S01,65.0
W-2_RB1in_F_S01,100.0
W-2_RB1out_B_S01,72.22222137451172
W-2_RB1out_F_S01,77.77777862548828
W-2_RB2in_B_S01,83.33332824707031
W-2_RB2in_F_S01,69.23077392578125
W-2_RB2out_M_S01,88.8888931274414
W-2_RB2out_B_S01,100.0
W-2_RB2out_F_S01,83.33332824707031
W-2_RB3-_B_S01,100.0
W-2_RB3-_F_S01,100.0
W-2_RB3+_B_S01,66.66667175292969
W-2_RB3+_F_S01,100.0
W-2_RB4-_B_S01,0.0
W-2_RB4-_F_S01,0.0
W-2_RB4+_B_S01,0.0
W-2_RB4+_F_S01,0.0
W-2_RB4--_B_S01,0.0
W-2_RB4--_F_S01,0.0
W-2_RB4++_B_S01,0.0
W-2_RB4++_F_S01,0.0
W-2_RB1in_B_S02,57.142860412597656
W-2_RB1in_F_S02,68.42105102539062
W-2_RB1out_B_S02,81.81818389892578
W-2_RB1out_F_S02,74.0740737915039
W-2_RB2in_B_S02,66.66667175292969
W-2_RB2in_F_S02,62.5
W-2_RB2out_M_S02,100.0
W-2_RB2out_B_S02,88.8888931274414
W-2_RB2out_F_S02,85.71428680419922
W-2_RB3-_B_S02,100.0
W-2_RB3-_F_S02,100.0
W-2_RB3+_B_S02,0.0
W-2_RB3+_F_S02,0.0
W-2_RB4-_B_S02,0.0
W-2_RB4-_F_S02,100.0
W-2_RB4+_B_S02,100.0
W-2_RB4+_F_S02,33.333335876464844
W-2_RB4--_B_S02,0.0
W-2_RB4--_F_S02,0.0
W-2_RB4++_B_S02,0.0
W-2_RB4++_F_S02,0.0
W-2_RB1in_B_S03,76.27118682861328
W-2_RB1in_F_S03,80.59701538085938
W-2_RB1out_B_S03,86.20689392089844
W-2_RB1out_F_S03,89.24730682373047
W-2_RB2in_B_S03,89.6551742553711
W-2_RB2in_F_S03,92.5
W-2_RB2out_M_S03,100.0
W-2_RB2out_B_S03,82.60869598388672
W-2_RB2out_F_S03,81.48148345947266
W-2_RB3-_B_S03,0.0
W-2_RB3-_F_S03,0.0
W-2_RB3+_B_S03,66.66667175292969
W-2_RB3+_F_S03,85.71428680419922
W-2_RB4-_B_S03,85.71428680419922
W-2_RB4-_F_S03,66.66667175292969
W-2_RB4+_B_S03,66.66667175292969
W-2_RB4+_F_S03,72.22222137451172
W-2_RB4--_B_S03,0.0
W-2_RB4--_F_S03,0.0
W-2_RB4++_B_S03,0.0
W-2_RB4++_F_S03,0.0
W-2_RB1in_B_S04,85.48387145996094
W-2_RB1in_F_S04,89.74359130859375
W-2_RB1out_B_S04,97.43589782714844
W-2_RB1out_F_S04,87.05882263183594
W-2_RB2in_B_S04,76.08695983886719
W-2_RB2in_F_S04,90.19607543945312
W-2_RB2out_M_S04,76.47058868408203
W-2_RB2out_B_S04,83.33332824707031
W-2_RB2out_F_S04,94.59458923339844
W-2_RB3-_B_S04,80.26315307617188
W-2_RB3-_F_S04,75.0
W-2_RB3+_B_S04,90.90909576416016
W-2_RB3+_F_S04,85.71428680419922
W-2_RB4-_B_S04,0.0
W-2_RB4-_F_S04,0.0
W-2_RB4+_B_S04,84.61538696289062
W-2_RB4+_F_S04,46.875
W-2_RB4--_B_S04,100.0
W-2_RB4--_F_S04,37.5
W-2_RB4++_B_S04,60.000003814697266
W-2_RB4++_F_S04,90.0
W-2_RB1in_B_S05,84.09090423583984
W-2_RB1in_F_S05,85.10638427734375
W-2_RB1out_B_S05,69.56521606445312
W-2_RB1out_F_S05,85.48387145996094
W-2_RB2in_B_S05,91.30435180664062
W-2_RB2in_F_S05,78.125
W-2_RB2out_M_S05,81.81818389892578
W-2_RB2out_B_S05,91.66667175292969
W-2_RB2out_F_S05,95.83332824707031
W-2_RB3-_B_S05,83.72093200683594
