run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,fid_eff_ch_level
321624,W-2_RB1in_S01,-2,1,1,2.05556,111,0.0925926,1.0,2.05556,1311,Cos,89.50030899000001,84.09091186523438
321624,W-2_RB1out_S01,-2,1,1,2.08333,125,0.0166667,1.0,2.08333,1311,Cos,92.230319977,90.5555534362793
321624,W-2_RB2in_S01,-2,1,2,1.76042,169,0.239583,1.0,1.76042,1311,Cos,93.0160102845,90.22435760498048
321624,W-2_RB2out_S01,-2,1,2,1.82716,148,0.111111,1.0,1.82716,1311,Cos,92.44735717766666,96.82539621988931
321624,W-2_RB3+_S01,-2,1,3,1.30769,17,-0.846154,1.0,1.30769,1311,Cos,92.4258499145,94.4444465637207
321624,W-2_RB3-_S01,-2,1,3,1.55556,56,0.0555556,1.0,1.55556,1311,Cos,91.8978424075,83.33333587646484
321624,W-2_RB4+_S01,-2,1,4,1.33333,8,0.0,1.0,1.33333,1311,Cos,91.0645866395,50.0
321624,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0,0.0
321624,W-2_RB1in_S02,-2,2,1,2.03731,546,-1.27239,1.0,2.03731,1311,Cos,89.79568481449999,85.94771194458008
321624,W-2_RB1out_S02,-2,2,1,2.13265,627,-1.38435,1.0,2.13265,1311,Cos,92.059474945,91.63763046264648
321624,W-2_RB2in_S02,-2,2,2,1.75285,461,-1.52091,1.0,1.75285,1311,Cos,93.429840088,100.0
321624,W-2_RB2out_S02,-2,2,2,2.29845,593,-1.48837,1.0,2.29845,1311,Cos,94.07345835366664,100.0
321624,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0,0.0
321624,W-2_RB3-_S02,-2,2,3,1.70543,220,-1.81395,1.0,1.70543,1311,Cos,91.491230011,95.45454788208008
321624,W-2_RB4+_S02,-2,2,4,1.82407,394,-1.87963,1.0,1.82407,1311,Cos,93.91677475,90.0
321624,W-2_RB4-_S02,-2,2,4,1.5625,50,-1.96875,1.0,1.5625,1311,Cos,89.9890289305,100.0
321624,W-2_RB1in_S03,-2,3,1,2.12596,1654,-1.32648,1.0,2.12596,1311,Cos,91.8923149105,93.8543930053711
321624,W-2_RB1out_S03,-2,3,1,2.20513,1892,-1.32867,1.0,2.20513,1311,Cos,93.4504585265,99.0990982055664
321624,W-2_RB2in_S03,-2,3,2,2.13789,2031,-1.48526,1.0,2.13789,1311,Cos,90.346027374,94.1860466003418
321624,W-2_RB2out_S03,-2,3,2,2.02176,2044,-1.59842,1.0,2.02176,1311,Cos,94.78248341866669,99.01960754394533
321624,W-2_RB3+_S03,-2,3,3,1.62466,1212,-1.77882,1.0,1.62466,1311,Cos,83.862010956,83.17684173583984
321624,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0,0.0
321624,W-2_RB4+_S03,-2,3,4,1.67081,1345,-1.91056,1.0,1.67081,1311,Cos,92.869358063,81.10047912597656
321624,W-2_RB4-_S03,-2,3,4,2.04762,731,-1.92157,1.0,2.04762,1311,Cos,88.212753296,80.76923179626465
321624,W-2_RB1in_S04,-2,4,1,1.97228,2063,-1.21893,1.0,1.97228,1311,Cos,90.4096755985,98.0981330871582
321624,W-2_RB1out_S04,-2,4,1,2.50877,3003,-1.39599,1.0,2.50877,1311,Cos,94.2383079525,94.56975936889648
321624,W-2_RB2in_S04,-2,4,2,1.96667,3009,-1.51176,1.00065,1.96795,1311,Cos,92.946941376,94.3627471923828
321624,W-2_RB2out_S04,-2,4,2,2.04046,3026,-1.61025,1.00067,2.04184,1311,Cos,89.13521830233333,89.1880366007487
321624,W-2_RB3+_S04,-2,4,3,2.38574,2610,-1.79525,1.0,2.38574,1311,Cos,95.7261505125,95.65217590332033
321624,W-2_RB3-_S04,-2,4,3,1.85864,1946,-1.76791,1.0,1.85864,1311,Cos,93.2886962895,96.9594612121582
