run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,fid_eff_ch_level
324997,W-2_RB1in_S01,-2,1,1,1.93633,7451,0.00831601,1.00522,1.94645,115,Col,51.129985809,96.33352279663086
324997,W-2_RB1out_S01,-2,1,1,1.85681,6393,0.0124891,1.00438,1.86494,115,Col,55.155357361,97.4066276550293
324997,W-2_RB2in_S01,-2,1,2,1.9958,7606,0.00997114,1.00395,2.00369,115,Col,76.79666137699999,99.0829849243164
324997,W-2_RB2out_S01,-2,1,2,1.8908,6701,0.0143905,1.00311,1.89669,115,Col,80.361078898,99.19069417317708
324997,W-2_RB3+_S01,-2,1,3,1.89363,3151,0.000600962,1.0,1.89363,115,Col,91.5163116455,98.15044021606444
324997,W-2_RB3-_S01,-2,1,3,1.93516,3313,0.0134346,1.00058,1.93629,115,Col,90.1984558105,98.66268920898438
324997,W-2_RB4+_S01,-2,1,4,1.93235,3142,0.00615006,1.0,1.93235,115,Col,62.0,40.0
324997,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB1in_S02,-2,2,1,1.96259,8184,0.00671463,1.00506,1.97252,115,Col,52.0571899415,95.6765594482422
324997,W-2_RB1out_S02,-2,2,1,2.14729,8295,0.00802485,1.00338,2.15455,115,Col,57.764919281000005,96.77642440795898
324997,W-2_RB2in_S02,-2,2,2,1.79971,7323,0.00540673,1.00345,1.80592,115,Col,78.928791046,98.78668975830078
324997,W-2_RB2out_S02,-2,2,2,2.21843,8135,0.0185438,1.00328,2.22572,115,Col,81.88995869966665,97.6464564005534
324997,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB3-_S02,-2,2,3,1.68376,2955,0.000569801,1.00171,1.68664,115,Col,92.2746810915,96.87822341918944
324997,W-2_RB4+_S02,-2,2,4,1.81479,3214,0.00338792,1.00113,1.81685,115,Col,75.0,97.96529388427734
324997,W-2_RB4-_S02,-2,2,4,1.61465,2380,0.00881954,1.00272,1.61905,115,Col,20.0,75.0
324997,W-2_RB1in_S03,-2,3,1,2.03506,8185,0.00870214,1.00349,2.04217,115,Col,52.028699875,96.75882720947266
324997,W-2_RB1out_S03,-2,3,1,2.09553,7590,0.0057979,1.00416,2.10424,115,Col,55.294801712,97.39728164672852
324997,W-2_RB2in_S03,-2,3,2,2.15369,8604,0.00425532,1.00352,2.16127,115,Col,75.8926239015,93.88307189941406
324997,W-2_RB2out_S03,-2,3,2,2.00986,7543,0.00772715,1.00214,2.01415,115,Col,80.66222127266666,98.70408884684244
324997,W-2_RB3+_S03,-2,3,3,1.62587,2325,0.000699301,1.0,1.62587,115,Col,80.521759033,88.2735481262207
324997,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB4+_S03,-2,3,4,1.708,2755,0.00371978,1.00062,1.70906,115,Col,63.541667938,98.81840896606444
324997,W-2_RB4-_S03,-2,3,4,1.8205,3144,0.0208454,1.00174,1.82367,115,Col,41.666666031,92.11469650268556
324997,W-2_RB1in_S04,-2,4,1,2.03424,7783,0.00575013,1.00367,2.04171,115,Col,50.176849365,97.33406066894533
324997,W-2_RB1out_S04,-2,4,1,2.2981,7979,0.00489631,1.00405,2.3074,115,Col,55.811208725,97.0943832397461
324997,W-2_RB2in_S04,-2,4,2,2.01172,7550,0.017053,1.00401,2.0198,115,Col,76.538028717,97.1526336669922
324997,W-2_RB2out_S04,-2,4,2,1.932,6364,0.00667881,1.00274,1.93729,115,Col,75.21935272233334,94.00635528564452
324997,W-2_RB3+_S04,-2,4,3,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB3-_S04,-2,4,3,1.78093,2951,0.003621,1.0006,1.782,115,Col,88.6807250975,96.83257675170898
324997,W-2_RB4++_S04,-2,4,4,1.74067,1819,0.0,1.0,1.74067,115,Col,80.5429878235,89.0070915222168
324997,W-2_RB4+_S04,-2,4,4,1.58367,1978,0.0040032,1.0016,1.58621,115,Col,94.429824829,97.35894393920898
324997,W-2_RB4--_S04,-2,4,4,1.55217,1577,0.015748,1.0,1.55217,115,Col,73.809524536,96.22496032714844
324997,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB1in_S05,-2,5,1,2.17734,8226,0.0082054,1.00372,2.18544,115,Col,50.054595947,97.615966796875
324997,W-2_RB1out_S05,-2,5,1,1.95661,6629,0.0100354,1.00474,1.9659,115,Col,55.8034763335,96.93651962280272
324997,W-2_RB2in_S05,-2,5,2,1.92331,7122,0.305428,1.00325,1.92956,115,Col,74.94940948499999,95.8516082763672
324997,W-2_RB2out_S05,-2,5,2,1.9613,6943,0.0138418,1.00255,1.9663,115,Col,80.07283020033333,98.63057454427084
324997,W-2_RB3+_S05,-2,5,3,1.96018,3101,0.00948167,1.0019,1.9639,115,Col,89.5436515805,97.19252395629884
324997,W-2_RB3-_S05,-2,5,3,1.81272,3136,0.00693642,1.0,1.81272,115,Col,91.0015144345,98.5993766784668
324997,W-2_RB4+_S05,-2,5,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB1in_S06,-2,6,1,2.04854,7977,0.00924499,1.00361,2.05593,115,Col,51.515169144,97.00595474243164
324997,W-2_RB1out_S06,-2,6,1,2.31083,8282,0.0111607,1.0028,2.31729,115,Col,57.002225876,96.55723571777344
324997,W-2_RB2in_S06,-2,6,2,2.20888,8661,0.0170875,1.00256,2.21452,115,Col,78.9149551395,99.1376724243164
324997,W-2_RB2out_S06,-2,6,2,1.9768,6901,0.00973933,1.00172,1.9802,115,Col,81.21160634333334,97.96874745686848
324997,W-2_RB3+_S06,-2,6,3,1.74016,2873,0.00302847,1.00182,1.74333,115,Col,90.7501449585,98.40752410888672
324997,W-2_RB3-_S06,-2,6,3,1.74703,2942,0.00415677,1.00059,1.74807,115,Col,89.916759491,97.84331130981444
324997,W-2_RB4+_S06,-2,6,4,1.94956,3092,0.00693569,1.00126,1.95202,115,Col,50.0,96.42856979370116
324997,W-2_RB4-_S06,-2,6,4,1.64332,2511,0.0039267,1.00131,1.64548,115,Col,20.0,98.21878814697266
324997,W-2_RB1in_S07,-2,7,1,2.09601,7925,0.0121661,1.00452,2.10547,115,Col,51.3963546755,96.7235984802246
324997,W-2_RB1out_S07,-2,7,1,1.92041,6708,0.00944747,1.00402,1.92814,115,Col,56.302228928,98.23445510864258
324997,W-2_RB2in_S07,-2,7,2,1.96371,6818,0.00806452,1.00492,1.97337,115,Col,72.583946228,90.02855682373047
324997,W-2_RB2out_S07,-2,7,2,1.7977,6265,0.0117647,1.00432,1.80548,115,Col,79.88885752366667,97.76287587483723
324997,W-2_RB3+_S07,-2,7,3,2.35675,3825,0.0141713,1.00123,2.35965,115,Col,90.9577178955,97.68734741210938
324997,W-2_RB3-_S07,-2,7,3,2.0,3454,0.00289519,1.00174,2.00348,115,Col,91.972518921,97.39763259887695
324997,W-2_RB4+_S07,-2,7,4,1.88807,2817,0.0100536,1.00201,1.89187,115,Col,16.666666031,100.0
324997,W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB1in_S08,-2,8,1,1.94043,7199,0.00754717,1.00569,1.95148,115,Col,47.313999176,96.13236618041992
324997,W-2_RB1out_S08,-2,8,1,1.48299,4360,0.00238095,1.00273,1.48704,115,Col,46.9472141265,81.65664291381836
324997,W-2_RB2in_S08,-2,8,2,2.09898,8037,0.0148864,1.0042,2.10779,115,Col,77.19251632699999,98.05177688598631
324997,W-2_RB2out_S08,-2,8,2,1.93828,6689,0.00782382,1.00203,1.94222,115,Col,80.097503662,98.78781127929688
324997,W-2_RB3+_S08,-2,8,3,1.68961,2651,0.00446144,1.00064,1.69069,115,Col,91.267173767,97.83244705200195
324997,W-2_RB3-_S08,-2,8,3,2.18994,3701,0.00236686,1.00118,2.19254,115,Col,91.5767059325,98.39793014526369
324997,W-2_RB4+_S08,-2,8,4,0.0,0,0.0,0.0,0.0,115,Col,0.0,0.0
324997,W-2_RB4-_S08,-2,8,4,1.37196,1918,0.00786838,1.00215,1.37491,115,Col,48.571428299,89.68129348754883
324997,W-2_RB1in_S09,-2,9,1,1.92162,7404,0.00674799,1.00339,1.92813,115,Col,50.588783264,95.85733413696288
324997,W-2_RB1out_S09,-2,9,1,1.90571,6710,0.0124964,1.006,1.91714,115,Col,55.646520614500005,96.97147750854492
