run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,contains_zero_roll,rolls_count,fid_eff_ch_level
323857,W-2_RB1in_S01,-2,1,1,1.9222,17492,0.00681319,1.00497,1.93175,369,Col,53.0881786345,0,2,96.65050506591795
323857,W-2_RB1out_S01,-2,1,1,1.86722,15399,0.0069116,1.00426,1.87518,369,Col,58.205154419,0,2,97.6535758972168
323857,W-2_RB2in_S01,-2,1,2,2.00331,18150,0.0100442,1.00388,2.01108,369,Col,79.6106529235,0,2,98.14105987548828
323857,W-2_RB2out_S01,-2,1,2,1.85832,15727,0.0129978,1.0032,1.86427,369,Col,83.64549764033335,0,3,98.64954884847003
323857,W-2_RB3+_S01,-2,1,3,1.8781,7503,0.0057572,1.0015,1.88092,369,Col,91.813167572,0,2,97.93757247924805
323857,W-2_RB3-_S01,-2,1,3,1.85005,7378,0.00501505,1.00025,1.85051,369,Col,91.3527412415,0,2,98.16710662841795
323857,W-2_RB4+_S01,-2,1,4,1.97531,7680,0.00334362,1.00155,1.97836,369,Col,79.166666031,0,2,93.75
323857,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,369,Col,0.0,1,2,0.0
323857,W-2_RB1in_S02,-2,2,1,1.93814,19081,0.00345353,1.00459,1.94704,369,Col,54.605373382500005,0,2,96.00747680664062
323857,W-2_RB1out_S02,-2,2,1,2.10979,18967,0.00322581,1.00413,2.11851,369,Col,59.786819458,0,2,96.96102523803712
323857,W-2_RB2in_S02,-2,2,2,1.78989,17498,0.00490998,1.0038,1.79669,369,Col,81.79885101299999,0,2,97.87022399902344
323857,W-2_RB2out_S02,-2,2,2,2.27881,20270,0.0122541,1.00304,2.28575,369,Col,84.36981455466666,0,3,98.28394317626952
323857,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,369,Col,0.0,1,2,0.0
323857,W-2_RB3-_S02,-2,2,3,1.68686,7046,0.00167584,1.00144,1.68928,369,Col,91.154460907,0,2,96.72946548461914
323857,W-2_RB4+_S02,-2,2,4,1.82636,7468,0.00513573,1.00221,1.83039,369,Col,19.230770111,0,2,95.9464874267578
323857,W-2_RB4-_S02,-2,2,4,1.65754,6055,0.00629619,1.0011,1.65936,369,Col,16.666666031,0,2,94.0476188659668
323857,W-2_RB1in_S03,-2,3,1,2.01644,19136,0.00864067,1.00338,2.02326,369,Col,54.2563285825,0,2,96.85625839233398
323857,W-2_RB1out_S03,-2,3,1,2.02375,17380,0.010014,1.00362,2.03109,369,Col,58.875925064,0,2,97.69665145874023
323857,W-2_RB2in_S03,-2,3,2,2.10604,19325,0.00642982,1.00405,2.11456,369,Col,77.2164916995,0,2,93.76020431518556
323857,W-2_RB2out_S03,-2,3,2,1.97903,17083,0.00764597,1.00314,1.98524,369,Col,83.11861419666667,0,3,97.2167460123698
323857,W-2_RB3+_S03,-2,3,3,1.61538,5565,0.00638607,1.00029,1.61585,369,Col,81.26606369000001,0,2,88.82655715942383
323857,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,369,Col,0.0,1,2,0.0
323857,W-2_RB4+_S03,-2,3,4,1.69215,6596,0.00461775,1.00128,1.69432,369,Col,63.8888893125,0,2,97.70108413696288
323857,W-2_RB4-_S03,-2,3,4,1.83956,7189,0.00997953,1.00231,1.84381,369,Col,53.8888893125,0,2,91.54388809204102
323857,W-2_RB1in_S04,-2,4,1,1.98791,18251,0.00904041,1.00405,1.99595,369,Col,53.716737747500005,0,2,96.60634994506836
323857,W-2_RB1out_S04,-2,4,1,2.28144,19301,0.00839243,1.00392,2.29038,369,Col,59.3199806215,0,2,96.7450828552246
