chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
W+0_RB3+_S09,0,9,3,2.08383,7283,0.131044,1.0,2.08383,1311,Cos,96.2890701295
W+0_RB3-_S09,0,9,3,2.50116,7566,0.129256,1.0,2.50116,1311,Cos,96.80030441299999
W+0_RB4_S09,0,9,4,1.91091,6692,0.22273,1.0,1.91091,1311,Cos,94.853515625
W+0_RB1in_S10,0,10,1,2.02044,17101,0.159735,1.00012,2.02068,1311,Cos,93.164558411
W+0_RB1out_S10,0,10,1,2.06276,16071,0.118342,1.00013,2.06303,1311,Cos,96.3569107055
W+0_RB2in_S10,0,10,2,1.89471,14252,0.117389,1.0,1.89471,1311,Cos,93.05135599766668
W+0_RB2out_S10,0,10,2,2.12032,14098,0.168898,1.0,2.12032,1311,Cos,93.176551819
W+0_RB3+_S10,0,10,3,2.15051,6587,0.112308,1.00033,2.15121,1311,Cos,94.378917694
W+0_RB3-_S10,0,10,3,1.89849,5536,0.0703018,1.0,1.89849,1311,Cos,88.59664917
W+0_RB4+_S10,0,10,4,1.83731,5771,0.152499,1.00032,1.8379,1311,Cos,89.4444961545
W+0_RB4-_S10,0,10,4,1.71842,6231,0.13679,1.0,1.71842,1311,Cos,94.734611511
W+0_RB1in_S11,0,11,1,2.23665,14035,0.1149,1.0,2.23665,1311,Cos,92.186527252
W+0_RB1out_S11,0,11,1,2.20831,13082,0.0865969,1.00017,2.20868,1311,Cos,95.3557243345
W+0_RB2in_S11,0,11,2,1.98811,12038,0.190751,1.00017,1.98844,1311,Cos,93.922874451
W+0_RB2out_S11,0,11,2,1.99926,10864,0.131579,1.00037,2.0,1311,Cos,94.11413192750001
W+0_RB3+_S11,0,11,3,1.89142,4233,0.186774,1.0,1.89142,1311,Cos,95.446773529
W+0_RB3-_S11,0,11,3,1.80526,3569,0.134041,1.0,1.80526,1311,Cos,77.4089870455
W+0_RB4_S11,0,11,4,1.87731,5187,0.117988,1.0,1.87731,1311,Cos,91.70918655349999
W+0_RB1in_S12,0,12,1,2.20445,6146,0.0803443,1.0,2.20445,1311,Cos,94.306095123
W+0_RB1out_S12,0,12,1,2.02834,5440,0.1566,1.0,2.02834,1311,Cos,96.64401245100001
W+0_RB2in_S12,0,12,2,2.19359,6980,0.119422,1.0,2.19359,1311,Cos,94.75070444733335
W+0_RB2out_S12,0,12,2,1.9903,5748,0.122576,1.0,1.9903,1311,Cos,95.6571655275
W+0_RB3+_S12,0,12,3,1.83259,1642,0.186384,1.0,1.83259,1311,Cos,94.220378876
W+0_RB3-_S12,0,12,3,2.00819,2944,0.119372,1.0,2.00819,1311,Cos,95.559093475
W+0_RB4+_S12,0,12,4,1.94458,2421,0.17992,1.0,1.94458,1311,Cos,94.932106018
W+0_RB4-_S12,0,12,4,1.9716,2013,0.15475,1.0,1.9716,1311,Cos,90.93503570600001
W+1_RB1in_S01,1,1,1,1.91892,142,-0.851351,1.0,1.91892,1311,Cos,89.87506866449999
W+1_RB1out_S01,1,1,1,2.5,130,-0.865385,1.0,2.5,1311,Cos,88.5396614075
W+1_RB2in_S01,1,1,2,1.875,300,-0.14375,1.0,1.875,1311,Cos,79.25822957333332
W+1_RB2out_S01,1,1,2,1.94479,317,-0.122699,1.0,1.94479,1311,Cos,93.52621459950001
W+1_RB3+_S01,1,1,3,2.03226,63,-1.58065,1.0,2.03226,1311,Cos,94.703033447
W+1_RB3-_S01,1,1,3,1.84211,105,0.0701754,1.0,1.84211,1311,Cos,90.208187103
W+1_RB4+_S01,1,1,4,1.6,16,-0.7,1.0,1.6,1311,Cos,92.993465424
W+1_RB4-_S01,1,1,4,1.68243,498,0.0405405,1.0,1.68243,1311,Cos,87.617752075
W+1_RB1in_S02,1,2,1,2.34232,2607,-1.18239,1.0,2.34232,1311,Cos,93.826412201
W+1_RB1out_S02,1,2,1,2.10501,2185,-1.23121,1.0,2.10501,1311,Cos,94.00812912
W+1_RB2in_S02,1,2,2,1.93846,1512,-1.27949,1.0,1.93846,1311,Cos,91.56403605133333
W+1_RB2out_S02,1,2,2,2.36376,1709,-1.4177,1.0,2.36376,1311,Cos,94.463989258
W+1_RB3+_S02,1,2,3,2.17591,1373,-1.69414,1.0,2.17591,1311,Cos,91.59428787249999
W+1_RB3-_S02,1,2,3,1.75949,417,-1.64979,1.0,1.75949,1311,Cos,93.5853614805
W+1_RB4+_S02,1,2,4,1.8063,746,-1.92736,1.0,1.8063,1311,Cos,92.8849983215
W+1_RB4-_S02,1,2,4,1.59322,94,-1.94915,1.0,1.59322,1311,Cos,88.7527198795
W+1_RB1in_S03,1,3,1,2.00036,5557,-1.17855,1.0,2.00036,1311,Cos,93.17180633550001
W+1_RB1out_S03,1,3,1,1.5495,3756,-1.217,1.00041,1.55014,1311,Cos,83.832775116
W+1_RB2in_S03,1,3,2,2.20565,6092,-1.39899,1.0,2.20565,1311,Cos,93.363456726
W+1_RB2out_S03,1,3,2,1.84484,4649,-1.40317,1.0,1.84484,1311,Cos,93.249248505
W+1_RB3+_S03,1,3,3,1.83234,2754,-1.68197,1.00067,1.83356,1311,Cos,95.67343521149999
W+1_RB3-_S03,1,3,3,1.85017,2235,-1.65315,1.0,1.85017,1311,Cos,94.9798812865
W+1_RB4+_S03,1,3,4,1.61172,2366,-1.89373,1.0,1.61172,1311,Cos,93.137069702
W+1_RB4-_S03,1,3,4,1.64275,1099,-1.93274,1.0,1.64275,1311,Cos,90.271942139
W+1_RB1in_S04,1,4,1,2.06882,4750,-1.00087,1.00044,2.06972,1311,Cos,91.4050827025
W+1_RB1out_S04,1,4,1,1.96207,4501,-1.14342,1.00044,1.96293,1311,Cos,94.46703338649999
W+1_RB2in_S04,1,4,2,1.83163,3753,-1.25085,1.00049,1.83252,1311,Cos,77.91088485733333
W+1_RB2out_S04,1,4,2,1.70498,3901,-1.26705,1.00044,1.70573,1311,Cos,93.44431304950001
W+1_RB3+_S04,1,4,3,1.6447,1847,-1.60463,1.0,1.6447,1311,Cos,93.973991394
W+1_RB3-_S04,1,4,3,1.65357,1852,-1.59821,1.0,1.65357,1311,Cos,94.4778785705
W+1_RB4++_S04,1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+1_RB4+_S04,1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+1_RB4--_S04,1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+1_RB4-_S04,1,4,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+1_RB1in_S05,1,5,1,2.33113,4928,-0.995743,1.0,2.33113,1311,Cos,94.769001007
W+1_RB1out_S05,1,5,1,2.25833,4607,-1.09216,1.0,2.25833,1311,Cos,91.3972206115
W+1_RB2in_S05,1,5,2,1.99468,4871,-1.22072,1.0,1.99468,1311,Cos,94.642003377
W+1_RB2out_S05,1,5,2,1.83813,4020,-1.33013,1.0,1.83813,1311,Cos,92.3508911135
W+1_RB3+_S05,1,5,3,2.03125,1755,-1.53704,1.0,2.03125,1311,Cos,95.6032333375
W+1_RB3-_S05,1,5,3,1.86463,2314,-1.57615,1.0,1.86463,1311,Cos,91.815093994
W+1_RB4+_S05,1,5,4,1.76842,1008,-1.85088,1.0,1.76842,1311,Cos,95.3377952575
W+1_RB4-_S05,1,5,4,1.82216,2121,-1.79038,1.0,1.82216,1311,Cos,94.9186820985
W+1_RB1in_S06,1,6,1,2.04545,1125,-1.12364,1.0,2.04545,1311,Cos,92.064208984
W+1_RB1out_S06,1,6,1,2.3209,1244,-1.15299,1.0,2.3209,1311,Cos,90.85295486449999
W+1_RB2in_S06,1,6,2,2.37102,2013,-1.22261,1.0,2.37102,1311,Cos,92.976023356
W+1_RB2out_S06,1,6,2,2.16032,1644,-1.48226,1.0,2.16032,1311,Cos,94.710823059
W+1_RB3+_S06,1,6,3,2.1131,355,-1.58333,1.0,2.1131,1311,Cos,94.4340553285
W+1_RB3-_S06,1,6,3,2.06757,918,-1.56982,1.0,2.06757,1311,Cos,95.3779678345
W+1_RB4+_S06,1,6,4,1.73611,125,-1.69444,1.0,1.73611,1311,Cos,94.379211426
W+1_RB4-_S06,1,6,4,1.68732,572,-1.79941,1.0,1.68732,1311,Cos,91.8574142455
W+1_RB1in_S07,1,7,1,1.94681,183,0.0957447,1.0,1.94681,1311,Cos,92.13190460199999
W+1_RB1out_S07,1,7,1,1.87879,124,0.0606061,1.0,1.87879,1311,Cos,92.576599121
W+1_RB2in_S07,1,7,2,1.96667,59,-0.666667,1.0,1.96667,1311,Cos,91.16296386699999
W+1_RB2out_S07,1,7,2,2.04545,45,-0.636364,1.0,2.04545,1311,Cos,93.39852905250001
W+1_RB3+_S07,1,7,3,2.53571,213,0.166667,1.0,2.53571,1311,Cos,91.61353302
W+1_RB3-_S07,1,7,3,1.2,6,-0.6,1.0,1.2,1311,Cos,93.3234863285
W+1_RB4+_S07,1,7,4,1.83051,432,0.186441,1.0,1.83051,1311,Cos,91.6200408935
W+1_RB4-_S07,1,7,4,1.0,2,-1.5,1.0,1.0,1311,Cos,92.3264274595
W+1_RB1in_S08,1,8,1,2.22017,5637,0.0980701,1.0,2.22017,1311,Cos,89.4233284
W+1_RB1out_S08,1,8,1,2.16229,5436,0.135243,1.0,2.16229,1311,Cos,95.21255874650001
W+1_RB2in_S08,1,8,2,1.90847,4441,0.183928,1.0,1.90847,1311,Cos,94.10128529866665
W+1_RB2out_S08,1,8,2,2.19883,4899,0.140485,1.0,2.19883,1311,Cos,93.8894195555
W+1_RB3+_S08,1,8,3,1.74983,2609,0.14554,1.0,1.74983,1311,Cos,94.72792816149999
W+1_RB3-_S08,1,8,3,2.12864,2118,0.135678,1.0,2.12864,1311,Cos,90.3201446535
W+1_RB4+_S08,1,8,4,2.18216,2324,0.148357,1.0,2.18216,1311,Cos,95.6843414305
W+1_RB4-_S08,1,8,4,1.79365,2373,0.147392,1.0,1.79365,1311,Cos,94.5971450805
W+1_RB1in_S09,1,9,1,2.11094,9780,0.163393,1.0,2.11094,1311,Cos,93.81790542600001
W+1_RB1out_S09,1,9,1,1.79482,8179,0.185648,1.0,1.79482,1311,Cos,94.7287101745
W+1_RB2in_S09,1,9,2,1.47828,6228,0.101828,1.0,1.47828,1311,Cos,84.743347168
W+1_RB2out_S09,1,9,2,1.62536,6178,0.174165,1.0,1.62536,1311,Cos,83.2926635745
W+1_RB3+_S09,1,9,3,1.92721,4448,0.151213,1.0,1.92721,1311,Cos,89.2939491275
W+1_RB3-_S09,1,9,3,2.03499,3722,0.148168,1.0,2.03499,1311,Cos,79.31485366849999
W+1_RB4_S09,1,9,4,2.02991,6041,0.117272,1.0,2.02991,1311,Cos,96.50265502900001
W+1_RB1in_S10,1,10,1,2.02557,10138,0.112288,1.0,2.02557,1311,Cos,93.32563018799999
W+1_RB1out_S10,1,10,1,2.08109,10599,0.0530139,1.0002,2.0815,1311,Cos,96.210193634
W+1_RB2in_S10,1,10,2,1.8378,9665,0.067123,1.0,1.8378,1311,Cos,94.31525421133334
W+1_RB2out_S10,1,10,2,1.97948,9743,0.0904104,1.0,1.97948,1311,Cos,94.860076904
W+1_RB3+_S10,1,10,3,1.98135,4781,0.0509739,1.0,1.98135,1311,Cos,94.93545532249999
W+1_RB3-_S10,1,10,3,1.92857,4779,0.0734463,1.0,1.92857,1311,Cos,93.06326293949999
W+1_RB4+_S10,1,10,4,1.84366,5413,0.0657357,1.0,1.84366,1311,Cos,95.7290878295
W+1_RB4-_S10,1,10,4,1.84391,5174,0.00463293,1.0,1.84391,1311,Cos,89.9527664185
W+1_RB1in_S11,1,11,1,2.16694,7866,0.0785124,1.00028,2.16754,1311,Cos,93.3641815185
W+1_RB1out_S11,1,11,1,2.01198,6718,0.083558,1.0003,2.01258,1311,Cos,88.70993041950001
W+1_RB2in_S11,1,11,2,1.73456,7273,0.0417362,1.00024,1.73497,1311,Cos,93.58364613866667
W+1_RB2out_S11,1,11,2,2.02452,8009,0.154702,1.00025,2.02503,1311,Cos,93.354351044
W+1_RB3+_S11,1,11,3,2.07648,3611,0.00575043,1.0,2.07648,1311,Cos,95.4360580445
W+1_RB3-_S11,1,11,3,2.02248,4138,0.00439883,1.0,2.02248,1311,Cos,92.6994667055
W+1_RB4_S11,1,11,4,1.93826,4646,0.0571548,1.0,1.93826,1311,Cos,95.5317230225
W+1_RB1in_S12,1,12,1,1.86568,2778,0.100739,1.0,1.86568,1311,Cos,88.656246185
W+1_RB1out_S12,1,12,1,1.90267,3069,0.0843149,1.0,1.90267,1311,Cos,94.8952484135
W+1_RB2in_S12,1,12,2,1.95772,4260,0.0546875,1.0,1.95772,1311,Cos,94.03948465966666
W+1_RB2out_S12,1,12,2,1.56409,2770,0.0745342,1.0,1.56409,1311,Cos,82.0387687685
W+1_RB3+_S12,1,12,3,1.85507,1280,0.057971,1.0,1.85507,1311,Cos,92.53306961050001
W+1_RB3-_S12,1,12,3,1.85775,2181,0.0340716,1.0,1.85775,1311,Cos,95.70251083400001
W+1_RB4+_S12,1,12,4,1.91011,2040,-0.00093633,1.0,1.91011,1311,Cos,93.6006889345
W+1_RB4-_S12,1,12,4,1.68048,1541,0.0272628,1.0,1.68048,1311,Cos,95.57790756200001
W+2_RB1in_S01,2,1,1,2.7,162,-0.1,1.0,2.7,1311,Cos,94.0630989075
W+2_RB1out_S01,2,1,1,1.6,88,0.0181818,1.0,1.6,1311,Cos,78.202079773
W+2_RB2in_S01,2,1,2,1.69048,142,0.130952,1.0,1.69048,1311,Cos,69.7970886235
W+2_RB2out_S01,2,1,2,1.81579,138,0.118421,1.0,1.81579,1311,Cos,84.987543742
W+2_RB3+_S01,2,1,3,1.88235,32,-0.529412,1.0,1.88235,1311,Cos,93.053035736
W+2_RB3-_S01,2,1,3,1.2069,35,0.103448,1.0,1.2069,1311,Cos,78.17401885999999
W+2_RB4+_S01,2,1,4,1.625,13,-0.375,1.0,1.625,1311,Cos,83.2880973815
W+2_RB4-_S01,2,1,4,1.52101,181,0.159664,1.0,1.52101,1311,Cos,93.2011146545
W+2_RB1in_S02,2,2,1,2.12308,552,-1.21538,1.0,2.12308,1311,Cos,91.2741775515
W+2_RB1out_S02,2,2,1,1.75417,421,-1.35833,1.0,1.75417,1311,Cos,83.167793274
W+2_RB2in_S02,2,2,2,2.11197,547,-1.49807,1.0,2.11197,1311,Cos,93.27489852900001
W+2_RB2out_S02,2,2,2,1.91958,549,-1.6049,1.0,1.91958,1311,Cos,93.833012899
W+2_RB3+_S02,2,2,3,1.89247,528,-1.73477,1.0,1.89247,1311,Cos,90.965396881
W+2_RB3-_S02,2,2,3,2.02655,229,-1.67257,1.0,2.02655,1311,Cos,88.856971741
W+2_RB4+_S02,2,2,4,1.61111,290,-1.93889,1.0,1.61111,1311,Cos,90.7875213625
W+2_RB4-_S02,2,2,4,1.55556,56,-1.69444,1.0,1.55556,1311,Cos,87.986053467
W+2_RB1in_S03,2,3,1,2.10923,1371,-1.33385,1.0,2.10923,1311,Cos,90.184967041
W+2_RB1out_S03,2,3,1,2.13983,1515,-1.49859,1.0,2.13983,1311,Cos,94.0343780515
W+2_RB2in_S03,2,3,2,2.14165,1769,-1.56053,1.0,2.14165,1311,Cos,93.91751480100001
W+2_RB2out_S03,2,3,2,2.02512,1693,-1.58612,1.0,2.02512,1311,Cos,92.16742452
W+2_RB3+_S03,2,3,3,2.04643,1234,-1.78275,1.0,2.04643,1311,Cos,93.4165344235
W+2_RB3-_S03,2,3,3,1.90707,944,-1.78586,1.0,1.90707,1311,Cos,92.395626068
W+2_RB4+_S03,2,3,4,1.63766,1148,-1.90014,1.0,1.63766,1311,Cos,91.2462883
W+2_RB4-_S03,2,3,4,1.48529,505,-1.92941,1.0,1.48529,1311,Cos,82.61629867549999
W+2_RB1in_S04,2,4,1,1.93209,1451,-1.23835,1.0,1.93209,1311,Cos,91.975395203
W+2_RB1out_S04,2,4,1,2.11659,1761,-1.33053,1.0,2.11659,1311,Cos,94.5926856995
W+2_RB2in_S04,2,4,2,1.91281,2150,-1.43327,1.0,1.91281,1311,Cos,93.5861968995
W+2_RB2out_S04,2,4,2,1.83086,2100,-1.62598,1.0,1.83086,1311,Cos,94.39038848866666
W+2_RB3+_S04,2,4,3,1.66901,1185,-1.80563,1.0,1.66901,1311,Cos,92.2271461485
W+2_RB3-_S04,2,4,3,1.9059,1195,-1.88038,1.0,1.9059,1311,Cos,87.989261627
W+2_RB4++_S04,2,4,4,1.49708,512,-1.95614,1.0,1.49708,1311,Cos,87.159297943
W+2_RB4+_S04,2,4,4,1.61192,1001,-1.94525,1.0,1.61192,1311,Cos,87.8752937315
W+2_RB4--_S04,2,4,4,1.55263,649,-1.94976,1.0,1.55263,1311,Cos,88.2630271915
W+2_RB4-_S04,2,4,4,1.64494,959,-1.93482,1.0,1.64494,1311,Cos,89.305454254
W+2_RB1in_S05,2,5,1,1.98594,989,-1.24498,1.0,1.98594,1311,Cos,91.83969116200001
W+2_RB1out_S05,2,5,1,2.37071,1311,-1.36347,1.0,2.37071,1311,Cos,95.003360748
W+2_RB2in_S05,2,5,2,1.90366,1561,-1.49268,1.0,1.90366,1311,Cos,93.38310623199999
W+2_RB2out_S05,2,5,2,2.01386,1744,-1.71016,1.0,2.01386,1311,Cos,92.891975403
W+2_RB3+_S05,2,5,3,1.98775,811,-1.78922,1.0,1.98775,1311,Cos,92.759899139
W+2_RB3-_S05,2,5,3,1.83826,1057,-1.79304,1.0,1.83826,1311,Cos,92.9898223875
W+2_RB4+_S05,2,5,4,1.83186,621,-1.92625,1.0,1.83186,1311,Cos,92.78244018550001
W+2_RB4-_S05,2,5,4,1.75846,1143,-1.92,1.0,1.75846,1311,Cos,90.858013153
W+2_RB1in_S06,2,6,1,2.02963,274,-1.22222,1.0,2.02963,1311,Cos,89.75394821200001
W+2_RB1out_S06,2,6,1,2.42941,413,-1.34706,1.0,2.42941,1311,Cos,92.5402412415
W+2_RB2in_S06,2,6,2,1.91667,552,-1.41319,1.0,1.91667,1311,Cos,92.716785431
W+2_RB2out_S06,2,6,2,1.95956,533,-1.59191,1.0,1.95956,1311,Cos,90.53017171233334
W+2_RB3+_S06,2,6,3,1.77381,149,-1.79762,1.0,1.77381,1311,Cos,91.926509857
W+2_RB3-_S06,2,6,3,1.61033,343,-1.80751,1.0,1.61033,1311,Cos,92.5441017155
W+2_RB4+_S06,2,6,4,1.74194,54,-1.90323,1.0,1.74194,1311,Cos,92.2445716855
W+2_RB4-_S06,2,6,4,1.84234,409,-1.92342,1.0,1.84234,1311,Cos,93.330463409
W+2_RB1in_S07,2,7,1,1.89583,91,0.208333,1.0,1.89583,1311,Cos,90.6125793455
W+2_RB1out_S07,2,7,1,2.7931,81,0.206897,1.0,2.7931,1311,Cos,92.26285171500001
W+2_RB2in_S07,2,7,2,2.4,24,-0.5,1.0,2.4,1311,Cos,0.0
W+2_RB2out_S07,2,7,2,1.85714,13,-1.0,1.0,1.85714,1311,Cos,0.0
W+2_RB3+_S07,2,7,3,1.68182,37,0.227273,1.0,1.68182,1311,Cos,91.375442505
W+2_RB3-_S07,2,7,3,1.66667,5,-0.333333,1.0,1.66667,1311,Cos,93.41375732450001
W+2_RB4+_S07,2,7,4,1.7451,178,0.245098,1.0,1.7451,1311,Cos,94.1967773435
W+2_RB4-_S07,2,7,4,6.0,12,-0.5,1.0,6.0,1311,Cos,93.699668884
W+2_RB1in_S08,2,8,1,2.03268,1244,0.292484,1.0,2.03268,1311,Cos,89.794605255
W+2_RB1out_S08,2,8,1,2.0199,1218,0.210614,1.0,2.0199,1311,Cos,89.779750824
W+2_RB2in_S08,2,8,2,1.73639,1021,0.20068,1.0,1.73639,1311,Cos,81.21508026149999
W+2_RB2out_S08,2,8,2,1.39794,815,0.259005,1.0,1.39794,1311,Cos,78.145978292
W+2_RB3+_S08,2,8,3,1.81835,971,0.172285,1.0,1.81835,1311,Cos,95.06310653700001
W+2_RB3-_S08,2,8,3,2.25134,842,0.200535,1.0,2.25134,1311,Cos,91.985877991
W+2_RB4+_S08,2,8,4,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+2_RB4-_S08,2,8,4,1.91192,1107,0.134715,1.0,1.91192,1311,Cos,94.061740875
W+2_RB1in_S09,2,9,1,2.29543,2261,0.281218,1.0,2.29543,1311,Cos,88.376235962
W+2_RB1out_S09,2,9,1,2.03237,2260,0.250899,1.0,2.03237,1311,Cos,95.5830612185
W+2_RB2in_S09,2,9,2,2.0443,2492,0.178835,1.0,2.0443,1311,Cos,94.601917267
W+2_RB2out_S09,2,9,2,1.80573,2268,0.257166,1.0,1.80573,1311,Cos,94.033215841
W+2_RB3+_S09,2,9,3,2.03041,1669,0.141119,1.0,2.03041,1311,Cos,94.28159332300001
W+2_RB3-_S09,2,9,3,1.96027,1431,0.138356,1.0,1.96027,1311,Cos,94.425113678
W+2_RB4_S09,2,9,4,1.87794,2154,0.199651,1.0,1.87794,1311,Cos,94.428958893
W+2_RB1in_S10,2,10,1,2.0308,2242,0.128623,1.0,2.0308,1311,Cos,89.8157958985
W+2_RB1out_S10,2,10,1,1.8898,2298,0.120888,1.0,1.8898,1311,Cos,93.4013786315
W+2_RB2in_S10,2,10,2,2.11207,3185,0.0848806,1.0,2.11207,1311,Cos,94.5700340275
W+2_RB2out_S10,2,10,2,1.72204,2695,0.233866,1.0,1.72204,1311,Cos,92.70600891133334
W+2_RB3+_S10,2,10,3,1.83528,1727,0.0913921,1.0,1.83528,1311,Cos,93.769584656
W+2_RB3-_S10,2,10,3,1.86088,1779,0.110879,1.0,1.86088,1311,Cos,93.181175232
W+2_RB4+_S10,2,10,4,1.90882,2596,0.172059,1.0,1.90882,1311,Cos,95.6526145935
W+2_RB4-_S10,2,10,4,2.03424,2614,0.112062,1.0,2.03424,1311,Cos,92.8391342165
W+2_RB1in_S11,2,11,1,2.37935,1913,0.287313,1.0,2.37935,1311,Cos,92.605041504
W+2_RB1out_S11,2,11,1,1.49066,1197,0.342466,1.0,1.49066,1311,Cos,84.4576072695
W+2_RB2in_S11,2,11,2,2.00923,2395,0.125839,1.0,2.00923,1311,Cos,94.35062027000001
W+2_RB2out_S11,2,11,2,1.78349,2117,0.101938,1.0,1.78349,1311,Cos,93.019355774
W+2_RB3+_S11,2,11,3,1.96774,1098,0.116487,1.0,1.96774,1311,Cos,92.038570404
W+2_RB3-_S11,2,11,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+2_RB4_S11,2,11,4,1.87344,1806,0.324689,1.0,1.87344,1311,Cos,87.55949783349999
W+2_RB1in_S12,2,12,1,2.06863,211,0.460784,1.0,2.06863,1311,Cos,45.482682306679656
W+2_RB1out_S12,2,12,1,1.83422,343,0.176471,1.0,1.83422,1311,Cos,43.928070913167
W+2_RB2in_S12,2,12,2,1.83725,937,0.301961,1.0,1.83725,1311,Cos,93.547550201
W+2_RB2out_S12,2,12,2,1.9636,1025,0.183908,1.0,1.9636,1311,Cos,91.65608215333333
W+2_RB3+_S12,2,12,3,1.65217,342,0.135266,1.0,1.65217,1311,Cos,92.0536727905
W+2_RB3-_S12,2,12,3,0.0,0,0.0,0.0,0.0,1311,Cos,0.0
W+2_RB4+_S12,2,12,4,1.89116,834,0.145125,1.0,1.89116,1311,Cos,94.867805481
W+2_RB4-_S12,2,12,4,1.7855,591,0.141994,1.0,1.7855,1311,Cos,88.336177826
