run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,contains_zero_roll,rolls_count,fid_eff_ch_level
323696,W-2_RB1in_S01,-2,1,1,1.90266,16361,0.00802419,1.00303,1.90843,260,Col,50.4242458345,0,2,96.11247253417967
323696,W-2_RB1out_S01,-2,1,1,1.85326,14713,0.00617206,1.00341,1.85958,260,Col,55.7921295165,0,2,97.69547271728516
323696,W-2_RB2in_S01,-2,1,2,2.01269,17446,0.00715275,1.00382,2.02038,260,Col,77.792629242,0,2,97.68799591064452
323696,W-2_RB2out_S01,-2,1,2,1.87591,14921,0.0124466,1.00328,1.88206,260,Col,81.26259358733334,0,3,98.15030415852864
323696,W-2_RB3+_S01,-2,1,3,1.83364,7010,0.00470834,1.0021,1.83748,260,Col,91.086982727,0,2,98.16077423095705
323696,W-2_RB3-_S01,-2,1,3,1.90585,7105,0.00321888,1.00107,1.90789,260,Col,91.0901641845,0,2,97.389404296875
323696,W-2_RB4+_S01,-2,1,4,1.89345,6913,0.00136949,1.00137,1.89605,260,Col,55.952382087500006,0,2,95.45454788208008
323696,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,260,Col,0.0,1,2,0.0
323696,W-2_RB1in_S02,-2,2,1,1.97484,19306,0.00327332,1.00349,1.98173,260,Col,52.5062007905,0,2,96.4189796447754
323696,W-2_RB1out_S02,-2,2,1,2.11575,18553,0.00650017,1.00252,2.12107,260,Col,57.3922901155,0,2,96.74442291259766
323696,W-2_RB2in_S02,-2,2,2,1.80311,16787,0.170569,1.00204,1.8068,260,Col,78.4869003295,0,2,97.94515609741212
323696,W-2_RB2out_S02,-2,2,2,2.24093,18891,0.190629,1.00178,2.24492,260,Col,82.07808939633333,0,3,98.01613362630208
323696,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,260,Col,0.0,1,2,0.0
323696,W-2_RB3-_S02,-2,2,3,1.66675,6372,0.400209,1.00052,1.66763,260,Col,90.2013778685,0,2,97.23039245605467
323696,W-2_RB4+_S02,-2,2,4,1.81653,6990,0.400208,1.00156,1.81936,260,Col,71.428571701,0,2,96.4014015197754
323696,W-2_RB4-_S02,-2,2,4,1.69613,5872,0.447718,1.00087,1.6976,260,Col,50.0,0,2,94.6428565979004
323696,W-2_RB1in_S03,-2,3,1,2.04331,18494,0.0134792,1.00533,2.0542,260,Col,51.2584819795,0,2,97.63228607177734
323696,W-2_RB1out_S03,-2,3,1,2.04064,16872,0.0135462,1.0045,2.04981,260,Col,55.8590869905,0,2,97.93664932250977
323696,W-2_RB2in_S03,-2,3,2,2.12148,18739,0.00984943,1.00261,2.12701,260,Col,75.449119568,0,2,93.48378372192384
323696,W-2_RB2out_S03,-2,3,2,1.99963,16405,0.00975134,1.00269,2.00501,260,Col,81.702957153,0,3,97.74177551269533
323696,W-2_RB3+_S03,-2,3,3,1.58303,5300,0.00328554,1.0006,1.58398,260,Col,79.82102203400001,0,2,87.02804946899414
323696,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,260,Col,0.0,1,2,0.0
323696,W-2_RB4+_S03,-2,3,4,1.67917,5956,0.00253736,1.00028,1.67964,260,Col,61.904760361,0,2,96.28514862060548
323696,W-2_RB4-_S03,-2,3,4,1.91126,6978,0.00602575,1.00027,1.91178,260,Col,59.090909004,0,2,89.65336608886719
323696,W-2_RB1in_S04,-2,4,1,1.99312,17968,0.00743206,1.00412,2.00134,260,Col,51.618141174,0,2,96.78009414672852
323696,W-2_RB1out_S04,-2,4,1,2.27275,18657,0.0120599,1.00453,2.28304,260,Col,56.4710121155,0,2,97.41533279418944
323696,W-2_RB2in_S04,-2,4,2,1.99767,17180,0.0184884,1.00467,2.00701,260,Col,77.1735191345,0,2,97.44355392456056
323696,W-2_RB2out_S04,-2,4,2,1.88947,14205,0.00704975,1.0024,1.894,260,Col,76.89937591533334,0,3,93.60387166341144
323696,W-2_RB3+_S04,-2,4,3,2.40263,9488,0.00633072,1.00152,2.40629,260,Col,92.5745429995,0,2,98.79244232177734
323696,W-2_RB3-_S04,-2,4,3,1.82557,6698,0.00136277,1.00027,1.82606,260,Col,89.245536804,0,2,96.18194198608398
323696,W-2_RB4++_S04,-2,4,4,1.74335,4130,0.00506543,1.00042,1.74409,260,Col,71.704463959,0,2,90.25973892211914
323696,W-2_RB4+_S04,-2,4,4,1.58359,4556,0.00417101,1.0007,1.5847,260,Col,94.0330924985,0,2,97.30599212646484
323696,W-2_RB4--_S04,-2,4,4,1.53576,3414,0.00539811,1.0009,1.53715,260,Col,73.75,0,2,94.81869125366212
323696,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,260,Col,0.0,1,2,0.0
323696,W-2_RB1in_S05,-2,5,1,2.14215,18656,0.00953037,1.00369,2.15005,260,Col,49.9409656525,0,2,96.90187454223631
323696,W-2_RB1out_S05,-2,5,1,1.93836,15408,0.0060385,1.00328,1.94472,260,Col,55.7304649355,0,2,96.57635498046876
323696,W-2_RB2in_S05,-2,5,2,1.90205,16272,0.292577,1.00281,1.9074,260,Col,75.464439392,0,2,94.8251838684082
323696,W-2_RB2out_S05,-2,5,2,2.0361,16242,0.0167983,1.00251,2.04122,260,Col,80.24520874033334,0,3,97.77281951904295
