run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,contains_zero_roll,rolls_count,fid_eff_ch_level
322201,W-2_RB1in_S01,-2,1,1,1.89793,16531,0.0097589,1.00392,1.90537,258,Col,48.5197753905,0,2,96.32888793945312
322201,W-2_RB1out_S01,-2,1,1,1.85813,14865,0.01175,1.00301,1.86372,258,Col,54.1803245545,0,2,97.22651290893556
322201,W-2_RB2in_S01,-2,1,2,1.99395,17475,0.012209,1.00263,1.9992,258,Col,75.7345733645,0,2,98.01983261108398
322201,W-2_RB2out_S01,-2,1,2,1.83346,14862,0.0138169,1.00285,1.83867,258,Col,79.67047373466666,0,3,98.33310190836588
322201,W-2_RB3+_S01,-2,1,3,1.87628,6961,0.00458221,1.00108,1.87831,258,Col,89.8664398195,0,2,97.96289443969728
322201,W-2_RB3-_S01,-2,1,3,1.88412,7414,0.00736976,1.00076,1.88555,258,Col,90.099346161,0,2,97.8437728881836
322201,W-2_RB4+_S01,-2,1,4,1.83654,6775,0.00704798,1.00163,1.83953,258,Col,45.833333969,0,2,85.29411697387695
322201,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,258,Col,0.0,1,2,0.0
322201,W-2_RB1in_S02,-2,2,1,1.94934,18199,0.0159597,1.00495,1.95899,258,Col,51.188194275,0,2,96.29071807861328
322201,W-2_RB1out_S02,-2,2,1,2.16047,18122,0.00941822,1.00335,2.1677,258,Col,56.1570587155,0,2,96.65818786621094
322201,W-2_RB2in_S02,-2,2,2,1.78593,16302,0.00547765,1.00396,1.793,258,Col,77.4986610415,0,2,97.20125961303712
322201,W-2_RB2out_S02,-2,2,2,2.26916,18741,0.010655,1.00182,2.27329,258,Col,80.70418802900001,0,3,97.66103108723958
322201,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,258,Col,0.0,1,2,0.0
322201,W-2_RB3-_S02,-2,2,3,1.6388,6293,0.00546875,1.00026,1.63923,258,Col,89.669837952,0,2,96.48075103759766
322201,W-2_RB4+_S02,-2,2,4,1.81313,7044,0.00797941,1.00026,1.81359,258,Col,13.636363983,0,2,97.42528533935548
322201,W-2_RB4-_S02,-2,2,4,1.77521,5915,0.00960384,1.0012,1.77734,258,Col,58.3333330155,0,2,97.29729461669922
322201,W-2_RB1in_S03,-2,3,1,2.04528,18021,0.00783112,1.00445,2.05438,258,Col,49.827569962,0,2,97.20220184326172
322201,W-2_RB1out_S03,-2,3,1,2.04026,16367,0.0107205,1.0035,2.04741,258,Col,54.2092933655,0,2,97.65560913085938
322201,W-2_RB2in_S03,-2,3,2,2.11628,18073,0.00866511,1.00364,2.12399,258,Col,73.23083114650001,0,2,95.22693252563477
322201,W-2_RB2out_S03,-2,3,2,1.96248,15953,0.0100873,1.00296,1.96829,258,Col,79.62795257533334,0,3,98.0814921061198
322201,W-2_RB3+_S03,-2,3,3,1.64542,5369,0.00735519,1.00061,1.64643,258,Col,79.953544617,0,2,87.90042495727539
322201,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,258,Col,0.0,1,2,0.0
322201,W-2_RB4+_S03,-2,3,4,1.773,6303,0.00253165,1.00141,1.77549,258,Col,61.6379318235,0,2,97.375
322201,W-2_RB4-_S03,-2,3,4,1.8851,6792,0.0172079,1.0025,1.88982,258,Col,72.2222213745,0,2,89.44350814819336
322201,W-2_RB1in_S04,-2,4,1,2.03032,18013,0.00800271,1.00351,2.03744,258,Col,48.7874584195,0,2,97.23542404174805
322201,W-2_RB1out_S04,-2,4,1,2.27584,18234,0.00886171,1.00376,2.28439,258,Col,54.3316345215,0,2,97.08028030395508
322201,W-2_RB2in_S04,-2,4,2,1.99446,16550,0.0168715,1.00375,2.00194,258,Col,74.6012496945,0,2,96.26498413085938
322201,W-2_RB2out_S04,-2,4,2,1.91005,13930,0.0061703,1.00289,1.91557,258,Col,74.82720692933333,0,3,93.24595133463542
322201,W-2_RB3+_S04,-2,4,3,2.34151,8968,0.0101828,1.00105,2.34396,258,Col,91.6575660705,0,2,98.79826354980467
322201,W-2_RB3-_S04,-2,4,3,1.81911,6627,0.00878397,1.00055,1.8201,258,Col,89.0666542055,0,2,95.69794082641602
322201,W-2_RB4++_S04,-2,4,4,1.68586,3982,0.00296359,1.0,1.68586,258,Col,83.2819747925,0,2,90.59701538085938
322201,W-2_RB4+_S04,-2,4,4,1.56257,4283,0.00510762,1.00036,1.56314,258,Col,93.117324829,0,2,96.55731964111328
322201,W-2_RB4--_S04,-2,4,4,1.52147,3402,0.00178891,1.0009,1.52283,258,Col,61.27946281450001,0,2,96.82942962646484
322201,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,258,Col,0.0,1,2,0.0
322201,W-2_RB1in_S05,-2,5,1,2.12333,18233,0.0109468,1.00374,2.13127,258,Col,49.097208023,0,2,96.70961380004884
322201,W-2_RB1out_S05,-2,5,1,1.94429,15181,0.00627561,1.0036,1.95129,258,Col,54.13126564,0,2,96.38517761230467
322201,W-2_RB2in_S05,-2,5,2,1.90325,15776,0.282302,1.00388,1.91062,258,Col,73.95215225199999,0,2,95.1175537109375
322201,W-2_RB2out_S05,-2,5,2,2.04265,15949,0.0153689,1.0027,2.04816,258,Col,78.99882761666667,0,3,97.7687479654948
322201,W-2_RB3+_S05,-2,5,3,1.91707,6704,0.00514727,1.00086,1.91872,258,Col,88.913692474,0,2,96.8663215637207
322201,W-2_RB3-_S05,-2,5,3,1.81649,6830,0.00930851,1.00213,1.82036,258,Col,90.065509796,0,2,96.70642471313477
322201,W-2_RB4+_S05,-2,5,4,1.78223,5696,0.0106383,1.00094,1.7839,258,Col,42.708332062,0,2,94.78487396240234
322201,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,258,Col,0.0,1,2,0.0
322201,W-2_RB1in_S06,-2,6,1,2.04664,17904,0.0126886,1.00356,2.05392,258,Col,49.9841976165,0,2,97.11724853515624
322201,W-2_RB1out_S06,-2,6,1,2.28635,18588,0.0131611,1.00346,2.29425,258,Col,54.939289093,0,2,97.12776184082033
322201,W-2_RB2in_S06,-2,6,2,2.18605,19211,0.0179791,1.00388,2.19454,258,Col,77.6013412475,0,2,98.49409103393556
322201,W-2_RB2out_S06,-2,6,2,1.94712,15649,0.0130646,1.00274,1.95246,258,Col,80.107462565,0,3,98.50733693440756
322201,W-2_RB3+_S06,-2,6,3,1.68635,6312,0.00480898,1.00134,1.6886,258,Col,90.9838371275,0,2,97.36994934082033
322201,W-2_RB3-_S06,-2,6,3,1.65867,6638,0.00649675,1.00025,1.65909,258,Col,90.9386138915,0,2,97.15211868286131
322201,W-2_RB4+_S06,-2,6,4,1.88433,6435,0.0111274,1.00147,1.8871,258,Col,51.666666031,0,2,96.7741928100586
322201,W-2_RB4-_S06,-2,6,4,1.69281,5720,0.00621486,1.00119,1.69481,258,Col,45.09803772,0,2,95.92176055908205
322201,W-2_RB1in_S07,-2,7,1,2.13406,18052,0.0121764,1.00439,2.14343,258,Col,49.1520156865,0,2,96.20878982543944
322201,W-2_RB1out_S07,-2,7,1,1.87631,14639,0.0169187,1.00373,1.88331,258,Col,54.377069473,0,2,97.37539672851562
322201,W-2_RB2in_S07,-2,7,2,2.00326,15349,0.0103106,1.00367,2.01061,258,Col,69.718236923,0,2,89.25664138793945
322201,W-2_RB2out_S07,-2,7,2,1.86514,13968,0.0201629,1.00295,1.87063,258,Col,76.94027709966666,0,3,96.5689442952474
