chamber,contains_zero_roll,rolls_count,fid_eff_ch_level
W-2_RB1in_S01,0,2,96.67817687988281
W-2_RB1out_S01,0,2,98.13143920898438
W-2_RB2in_S01,0,2,98.95074462890625
W-2_RB2out_S01,0,3,99.22793833414714
W-2_RB3-_S01,0,2,98.4755630493164
W-2_RB3+_S01,0,2,97.29534149169922
W-2_RB4-_S01,1,2,0.0
W-2_RB4+_S01,1,2,50.0
W-2_RB4--_S01,1,2,0.0
W-2_RB4++_S01,1,2,0.0
W-2_RB1in_S02,0,2,97.04407501220703
W-2_RB1out_S02,0,2,97.75186157226562
W-2_RB2in_S02,0,2,97.91280364990234
W-2_RB2out_S02,0,3,98.41257222493489
W-2_RB3-_S02,0,2,96.80965423583984
W-2_RB3+_S02,1,2,0.0
W-2_RB4-_S02,0,2,100.0
W-2_RB4+_S02,0,2,95.21249389648438
W-2_RB4--_S02,1,2,0.0
W-2_RB4++_S02,1,2,0.0
W-2_RB1in_S03,0,2,97.47367477416992
W-2_RB1out_S03,0,2,99.05095672607422
W-2_RB2in_S03,0,2,92.79228591918945
W-2_RB2out_S03,0,3,98.26343536376953
W-2_RB3-_S03,1,2,0.0
W-2_RB3+_S03,0,2,88.6678352355957
W-2_RB4-_S03,0,2,91.08280181884766
W-2_RB4+_S03,0,2,98.88059616088867
W-2_RB4--_S03,1,2,0.0
W-2_RB4++_S03,1,2,0.0
W-2_RB1in_S04,0,2,97.6580924987793
W-2_RB1out_S04,0,2,97.98408508300781
W-2_RB2in_S04,0,2,96.94436264038086
W-2_RB2out_S04,0,3,94.74834442138672
W-2_RB3-_S04,0,2,96.71027755737305
W-2_RB3+_S04,0,2,100.0
W-2_RB4-_S04,1,2,0.0
W-2_RB4+_S04,0,2,98.29545593261719
W-2_RB4--_S04,0,2,99.375
W-2_RB4++_S04,0,2,88.94736862182617
W-2_RB1in_S05,0,2,97.72481155395508
W-2_RB1out_S05,0,2,96.03872299194336
W-2_RB2in_S05,0,2,96.13299560546875
W-2_RB2out_S05,0,3,98.22307840983073
W-2_RB3-_S05,0,2,97.59846878051758
W-2_RB3+_S05,0,2,97.58018112182617
W-2_RB4-_S05,1,2,0.0
W-2_RB4+_S05,1,2,0.0
W-2_RB4--_S05,1,2,0.0
W-2_RB4++_S05,1,2,0.0
W-2_RB1in_S06,0,2,97.55655670166016
W-2_RB1out_S06,0,2,97.46940612792969
W-2_RB2in_S06,0,2,98.1664047241211
W-2_RB2out_S06,0,3,97.79081726074219
W-2_RB3-_S06,0,2,98.35852432250977
W-2_RB3+_S06,0,2,98.32966995239258
W-2_RB4-_S06,0,2,94.33811950683594
W-2_RB4+_S06,1,2,50.0
W-2_RB4--_S06,1,2,0.0
W-2_RB4++_S06,1,2,0.0
W-2_RB1in_S07,0,2,96.87697982788086
W-2_RB1out_S07,0,2,97.96729278564453
W-2_RB2in_S07,0,2,91.71960067749023
W-2_RB2out_S07,0,3,98.1429672241211
W-2_RB3-_S07,0,2,97.2426986694336
W-2_RB3+_S07,0,2,97.10555648803711
W-2_RB4-_S07,1,2,0.0
W-2_RB4+_S07,0,2,100.0
W-2_RB4--_S07,1,2,0.0
W-2_RB4++_S07,1,2,0.0
W-2_RB1in_S08,0,2,97.01459503173828
W-2_RB1out_S08,0,2,84.03574752807617
W-2_RB2in_S08,0,2,98.29996490478516
W-2_RB2out_S08,0,3,98.04259490966797
W-2_RB3-_S08,0,2,98.63517379760742
W-2_RB3+_S08,0,2,98.04833984375
W-2_RB4-_S08,0,2,94.87179565429688
W-2_RB4+_S08,1,2,0.0
W-2_RB4--_S08,1,2,0.0
