run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
324714,W-2_RB1in_S01,-2,1,1,1.75,91,0.173077,1.0,1.75,1285,Cos,86.579486847
324714,W-2_RB1out_S01,-2,1,1,1.69091,93,0.2,1.0,1.69091,1285,Cos,88.3527259825
324714,W-2_RB2in_S01,-2,1,2,2.01136,177,0.25,1.0,2.01136,1285,Cos,91.9689674375
324714,W-2_RB2out_S01,-2,1,2,1.68132,153,0.230769,1.0,1.68132,1285,Cos,92.05532073966667
324714,W-2_RB3+_S01,-2,1,3,1.45455,16,-0.272727,1.0,1.45455,1285,Cos,92.868553162
324714,W-2_RB3-_S01,-2,1,3,1.93478,89,0.26087,1.0,1.93478,1285,Cos,92.8628044125
324714,W-2_RB4+_S01,-2,1,4,2.10526,40,-0.157895,1.0,2.10526,1285,Cos,94.004524231
324714,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB1in_S02,-2,2,1,1.94643,545,-1.28214,1.0,1.94643,1285,Cos,89.52025985750001
324714,W-2_RB1out_S02,-2,2,1,2.25993,626,-1.38267,1.0,2.25993,1285,Cos,91.53224182150001
324714,W-2_RB2in_S02,-2,2,2,1.89167,454,-1.46667,1.0,1.89167,1285,Cos,93.442298889
324714,W-2_RB2out_S02,-2,2,2,2.37066,614,-1.49807,1.0,2.37066,1285,Cos,93.91242980966668
324714,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB3-_S02,-2,2,3,1.71429,240,-1.75,1.0,1.71429,1285,Cos,92.065208435
324714,W-2_RB4+_S02,-2,2,4,1.74016,442,-1.92126,1.0,1.74016,1285,Cos,94.61272048949999
324714,W-2_RB4-_S02,-2,2,4,2.0,58,-1.75862,1.0,2.0,1285,Cos,91.44925308250001
324714,W-2_RB1in_S03,-2,3,1,2.05409,1557,-1.33641,1.0,2.05409,1285,Cos,91.17158889800001
324714,W-2_RB1out_S03,-2,3,1,2.16164,1792,-1.36912,1.0,2.16164,1285,Cos,93.1626434325
324714,W-2_RB2in_S03,-2,3,2,2.07816,1941,-1.44111,1.0,2.07816,1285,Cos,90.605949402
324714,W-2_RB2out_S03,-2,3,2,2.00585,2058,-1.59162,1.0,2.00585,1285,Cos,93.77646128333333
324714,W-2_RB3+_S03,-2,3,3,1.65007,1259,-1.78375,1.0,1.65007,1285,Cos,83.1245994565
324714,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB4+_S03,-2,3,4,1.77365,1481,-1.91257,1.0,1.77365,1285,Cos,93.600402832
324714,W-2_RB4-_S03,-2,3,4,1.94752,668,-1.87172,1.0,1.94752,1285,Cos,89.4482536315
324714,W-2_RB1in_S04,-2,4,1,1.98592,1974,-1.21932,1.0,1.98592,1285,Cos,89.65796661350001
324714,W-2_RB1out_S04,-2,4,1,2.30681,2609,-1.40495,1.0,2.30681,1285,Cos,93.861919403
324714,W-2_RB2in_S04,-2,4,2,1.95512,2919,-1.4923,1.0,1.95512,1285,Cos,92.3851776125
324714,W-2_RB2out_S04,-2,4,2,1.90247,2848,-1.60588,1.0,1.90247,1285,Cos,89.06346638999999
324714,W-2_RB3+_S04,-2,4,3,0.0,0,0.0,0.0,0.0,1285,Cos,0.0035869664279499997
324714,W-2_RB3-_S04,-2,4,3,1.8481,1898,-1.73807,1.0,1.8481,1285,Cos,93.0452308655
324714,W-2_RB4++_S04,-2,4,4,1.77076,1066,0.569767,1.0,1.77076,1285,Cos,86.95048904449999
324714,W-2_RB4+_S04,-2,4,4,1.60278,1731,-1.91944,1.0,1.60278,1285,Cos,90.52073669399999
324714,W-2_RB4--_S04,-2,4,4,1.58224,1087,-1.9738,1.0,1.58224,1285,Cos,88.8501930235
324714,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB1in_S05,-2,5,1,2.00168,1195,-1.22278,1.0,2.00168,1285,Cos,90.7756767275
324714,W-2_RB1out_S05,-2,5,1,1.94382,1384,-1.38202,1.0,1.94382,1285,Cos,92.2903213505
324714,W-2_RB2in_S05,-2,5,2,2.11792,2281,-1.29619,1.0,2.11792,1285,Cos,94.30740356449999
324714,W-2_RB2out_S05,-2,5,2,2.00623,2253,-1.58237,1.0,2.00623,1285,Cos,94.75375874833333
324714,W-2_RB3+_S05,-2,5,3,2.07235,802,-1.70543,1.0,2.07235,1285,Cos,64.6431007385
324714,W-2_RB3-_S05,-2,5,3,1.74499,958,-1.68852,1.0,1.74499,1285,Cos,65.47526550250001
324714,W-2_RB4+_S05,-2,5,4,3.82628,1718,-0.420935,1.0,3.82628,1285,Cos,79.759902954
324714,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB1in_S06,-2,6,1,2.09859,298,-1.16197,1.0,2.09859,1285,Cos,89.0336837765
324714,W-2_RB1out_S06,-2,6,1,2.63483,469,-1.24719,1.0,2.63483,1285,Cos,92.3743362425
324714,W-2_RB2in_S06,-2,6,2,2.29605,698,-1.51974,1.0,2.29605,1285,Cos,95.1169433595
324714,W-2_RB2out_S06,-2,6,2,2.15924,678,-1.50955,1.0,2.15924,1285,Cos,94.20344543466666
324714,W-2_RB3+_S06,-2,6,3,1.51163,130,-1.74419,1.0,1.51163,1285,Cos,92.65349197399999
324714,W-2_RB3-_S06,-2,6,3,1.69672,414,-1.72951,1.0,1.69672,1285,Cos,93.965484619
324714,W-2_RB4+_S06,-2,6,4,1.93617,91,-1.87234,1.0,1.93617,1285,Cos,92.688861847
324714,W-2_RB4-_S06,-2,6,4,1.5942,330,-1.91787,1.0,1.5942,1285,Cos,86.782142639
324714,W-2_RB1in_S07,-2,7,1,2.11321,112,0.264151,1.0,2.11321,1285,Cos,89.14683914150001
324714,W-2_RB1out_S07,-2,7,1,1.74194,54,0.16129,1.0,1.74194,1285,Cos,89.40219116200001
324714,W-2_RB2in_S07,-2,7,2,1.8125,29,-1.375,1.0,1.8125,1285,Cos,85.0030212405
324714,W-2_RB2out_S07,-2,7,2,1.9,19,-1.2,1.0,1.9,1285,Cos,90.706659953
324714,W-2_RB3+_S07,-2,7,3,2.1,21,0.5,1.0,2.1,1285,Cos,90.375606537
324714,W-2_RB3-_S07,-2,7,3,2.2,11,-1.4,1.0,2.2,1285,Cos,93.3118133545
324714,W-2_RB4+_S07,-2,7,4,1.94737,148,0.0263158,1.0,1.94737,1285,Cos,92.6588020325
324714,W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB1in_S08,-2,8,1,1.91363,997,0.34357,1.0,1.91363,1285,Cos,90.6003837585
324714,W-2_RB1out_S08,-2,8,1,1.53045,779,0.333988,1.0,1.53045,1285,Cos,76.20244598400001
324714,W-2_RB2in_S08,-2,8,2,2.18613,1292,0.331641,1.0,2.18613,1285,Cos,93.06924819950001
324714,W-2_RB2out_S08,-2,8,2,1.93429,1207,0.274038,1.0,1.93429,1285,Cos,93.008453369
324714,W-2_RB3+_S08,-2,8,3,1.73684,825,0.155789,1.0,1.73684,1285,Cos,94.62367248550001
324714,W-2_RB3-_S08,-2,8,3,1.90598,669,0.173789,1.0,1.90598,1285,Cos,94.6100616455
324714,W-2_RB4+_S08,-2,8,4,0.0,0,0.0,0.0,0.0,1285,Cos,0.0
324714,W-2_RB4-_S08,-2,8,4,1.30818,624,0.138365,1.0,1.30818,1285,Cos,87.195777893
324714,W-2_RB1in_S09,-2,9,1,1.89258,1709,0.234773,1.0,1.89258,1285,Cos,89.56206130999999
324714,W-2_RB1out_S09,-2,9,1,1.88652,1862,0.213779,1.0,1.88652,1285,Cos,91.579792023
324714,W-2_RB2in_S09,-2,9,2,2.02176,2323,0.254134,1.0,2.02176,1285,Cos,93.4805145265
324714,W-2_RB2out_S09,-2,9,2,1.75345,2034,0.286207,1.0,1.75345,1285,Cos,91.69736226366668
324714,W-2_RB3+_S09,-2,9,3,2.02305,1404,0.195965,1.0,2.02305,1285,Cos,90.0420265195
324714,W-2_RB3-_S09,-2,9,3,2.16172,1310,0.30198,1.0,2.16172,1285,Cos,94.60653305049999
324714,W-2_RB4_S09,-2,9,4,1.76118,1615,0.0708833,1.0,1.76118,1285,Cos,93.4949493405
324714,W-2_RB1in_S10,-2,10,1,2.20976,2128,0.122534,1.0,2.20976,1285,Cos,91.1236877445
324714,W-2_RB1out_S10,-2,10,1,1.91865,1934,0.311508,1.0,1.91865,1285,Cos,90.556903839
324714,W-2_RB2in_S10,-2,10,2,2.11937,2681,0.15415,1.0,2.11937,1285,Cos,94.967449188
