run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
321047,W-2_RB1in_S01,-2,1,1,1.84848,61,-0.242424,1.0,1.84848,974,Cos,75.51752853400001
321047,W-2_RB1out_S01,-2,1,1,1.35714,38,0.0,1.0,1.35714,974,Cos,80.05536651599999
321047,W-2_RB2in_S01,-2,1,2,1.6,72,0.155556,1.0,1.6,974,Cos,83.2136764525
321047,W-2_RB2out_S01,-2,1,2,1.52778,55,0.111111,1.0,1.52778,974,Cos,84.42415618866666
321047,W-2_RB3+_S01,-2,1,3,1.54545,17,-0.909091,1.0,1.54545,974,Cos,85.737159729
321047,W-2_RB3-_S01,-2,1,3,1.47059,25,0.176471,1.0,1.47059,974,Cos,81.53927230849999
321047,W-2_RB4+_S01,-2,1,4,1.33333,12,-0.111111,1.0,1.33333,974,Cos,84.37120437600001
321047,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,974,Cos,0.0
321047,W-2_RB1in_S02,-2,2,1,1.51145,198,-1.19084,1.0,1.51145,974,Cos,67.84029197699999
321047,W-2_RB1out_S02,-2,2,1,1.52113,216,-1.28873,1.0,1.52113,974,Cos,75.01646804800001
321047,W-2_RB2in_S02,-2,2,2,1.42222,256,-1.37222,1.0,1.42222,974,Cos,77.1156234745
321047,W-2_RB2out_S02,-2,2,2,1.87685,381,-1.56158,1.0,1.87685,974,Cos,88.08263905833333
321047,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,974,Cos,0.0
321047,W-2_RB3-_S02,-2,2,3,1.48571,104,-1.78571,1.0,1.48571,974,Cos,69.845615387
321047,W-2_RB4+_S02,-2,2,4,1.22222,176,-1.89583,1.0,1.22222,974,Cos,82.36650848400001
321047,W-2_RB4-_S02,-2,2,4,1.27778,23,-1.72222,1.0,1.27778,974,Cos,73.684211731
321047,W-2_RB1in_S03,-2,3,1,1.6378,832,-1.23031,1.0,1.6378,974,Cos,70.76166915900001
321047,W-2_RB1out_S03,-2,3,1,1.74567,1009,-1.28028,1.0,1.74567,974,Cos,79.36859130900001
321047,W-2_RB2in_S03,-2,3,2,1.78955,1165,-1.41782,1.0,1.78955,974,Cos,82.409648895
321047,W-2_RB2out_S03,-2,3,2,1.72394,1174,-1.59178,1.0,1.72394,974,Cos,86.64435831733334
321047,W-2_RB3+_S03,-2,3,3,1.4135,670,-1.80591,1.0,1.4135,974,Cos,73.602684021
321047,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,974,Cos,0.0
321047,W-2_RB4+_S03,-2,3,4,1.37833,725,-1.91635,1.0,1.37833,974,Cos,82.1716156005
321047,W-2_RB4-_S03,-2,3,4,1.55466,384,-1.93117,1.0,1.55466,974,Cos,78.177116394
321047,W-2_RB1in_S04,-2,4,1,1.51746,956,-1.20952,1.0,1.51746,974,Cos,73.357753754
321047,W-2_RB1out_S04,-2,4,1,1.86497,1464,-1.36306,1.0,1.86497,974,Cos,86.91705322249999
321047,W-2_RB2in_S04,-2,4,2,1.55385,1515,-1.44923,1.0,1.55385,974,Cos,80.8832321165
321047,W-2_RB2out_S04,-2,4,2,1.4391,1406,-1.56704,1.0,1.4391,974,Cos,75.42803446466667
321047,W-2_RB3+_S04,-2,4,3,1.57572,1207,-1.77415,1.0,1.57572,974,Cos,92.752487183
321047,W-2_RB3-_S04,-2,4,3,1.46501,1005,-1.7172,1.0,1.46501,974,Cos,78.581611633
321047,W-2_RB4++_S04,-2,4,4,1.30053,489,-1.96277,1.0,1.30053,974,Cos,77.230556488
321047,W-2_RB4+_S04,-2,4,4,1.25137,911,-1.93819,1.0,1.25137,974,Cos,75.440513611
321047,W-2_RB4--_S04,-2,4,4,1.18539,422,-1.97472,1.0,1.18539,974,Cos,66.44308471650001
321047,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,974,Cos,0.0
321047,W-2_RB1in_S05,-2,5,1,1.5225,609,-1.205,1.0,1.5225,974,Cos,75.151023865
321047,W-2_RB1out_S05,-2,5,1,1.42019,605,-1.33333,1.0,1.42019,974,Cos,69.2749862675
321047,W-2_RB2in_S05,-2,5,2,1.70085,1194,-1.29202,1.0,1.70085,974,Cos,78.233192444
321047,W-2_RB2out_S05,-2,5,2,1.74862,1266,-1.60359,1.0,1.74862,974,Cos,85.46319071433334
321047,W-2_RB3+_S05,-2,5,3,1.51988,497,-1.66361,1.0,1.51988,974,Cos,85.61422348049999
321047,W-2_RB3-_S05,-2,5,3,1.58434,789,-1.70683,1.0,1.58434,974,Cos,84.3891372685
321047,W-2_RB4+_S05,-2,5,4,1.93462,503,-1.81154,1.0,1.93462,974,Cos,86.16401290900001
321047,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,974,Cos,0.0
321047,W-2_RB1in_S06,-2,6,1,1.65432,134,-1.09877,1.0,1.65432,974,Cos,76.46322250349999
321047,W-2_RB1out_S06,-2,6,1,1.81651,198,-1.22018,1.0,1.81651,974,Cos,85.172389984
321047,W-2_RB2in_S06,-2,6,2,1.90955,380,-1.51759,1.0,1.90955,974,Cos,88.09961318949999
321047,W-2_RB2out_S06,-2,6,2,1.69271,325,-1.53646,1.0,1.69271,974,Cos,86.52387746200002
321047,W-2_RB3+_S06,-2,6,3,1.52727,84,-1.67273,1.0,1.52727,974,Cos,81.0522384645
321047,W-2_RB3-_S06,-2,6,3,1.43066,196,-1.69343,1.0,1.43066,974,Cos,85.1812934875
321047,W-2_RB4+_S06,-2,6,4,1.72727,38,-1.81818,1.0,1.72727,974,Cos,87.181934357
321047,W-2_RB4-_S06,-2,6,4,1.26316,144,-1.89474,1.0,1.26316,974,Cos,73.58932113649999
321047,W-2_RB1in_S07,-2,7,1,1.57143,44,0.285714,1.0,1.57143,974,Cos,70.62942504899999
321047,W-2_RB1out_S07,-2,7,1,1.68421,32,0.210526,1.0,1.68421,974,Cos,71.99834442150001
321047,W-2_RB2in_S07,-2,7,2,1.2,12,-1.2,1.0,1.2,974,Cos,68.113340378
321047,W-2_RB2out_S07,-2,7,2,1.5,15,-1.0,1.0,1.5,974,Cos,79.43229166666667
321047,W-2_RB3+_S07,-2,7,3,1.3125,21,0.0625,1.0,1.3125,974,Cos,85.157444
321047,W-2_RB3-_S07,-2,7,3,1.2,6,-1.8,1.0,1.2,974,Cos,84.66419982900001
321047,W-2_RB4+_S07,-2,7,4,1.37313,92,0.0895522,1.0,1.37313,974,Cos,86.625495911
321047,W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,974,Cos,0.0
