chamber,fid_eff_roll_level
W-2_RB1in_B_S01,90.0
W-2_RB1in_F_S01,78.57142639160156
W-2_RB1out_B_S01,82.60869598388672
W-2_RB1out_F_S01,72.0
W-2_RB2in_B_S01,79.31034851074219
W-2_RB2in_F_S01,94.28571319580078
W-2_RB2out_M_S01,92.85713958740234
W-2_RB2out_B_S01,100.0
W-2_RB2out_F_S01,92.59259033203125
W-2_RB3-_B_S01,100.0
W-2_RB3-_F_S01,83.33332824707031
W-2_RB3+_B_S01,92.30769348144531
W-2_RB3+_F_S01,83.33332824707031
W-2_RB4-_B_S01,0.0
W-2_RB4-_F_S01,0.0
W-2_RB4+_B_S01,0.0
W-2_RB4+_F_S01,0.0
W-2_RB4--_B_S01,0.0
W-2_RB4--_F_S01,0.0
W-2_RB4++_B_S01,0.0
W-2_RB4++_F_S01,0.0
W-2_RB1in_B_S02,77.5
W-2_RB1in_F_S02,80.39215850830078
W-2_RB1out_B_S02,86.36363983154297
W-2_RB1out_F_S02,98.03921508789062
W-2_RB2in_B_S02,72.22222137451172
W-2_RB2in_F_S02,95.0
W-2_RB2out_M_S02,100.0
W-2_RB2out_B_S02,75.0
W-2_RB2out_F_S02,100.0
W-2_RB3-_B_S02,70.0
W-2_RB3-_F_S02,50.0
W-2_RB3+_B_S02,0.0
W-2_RB3+_F_S02,0.0
W-2_RB4-_B_S02,0.0
W-2_RB4-_F_S02,0.0
W-2_RB4+_B_S02,100.0
W-2_RB4+_F_S02,58.33333206176758
W-2_RB4--_B_S02,0.0
W-2_RB4--_F_S02,0.0
W-2_RB4++_B_S02,0.0
W-2_RB4++_F_S02,0.0
W-2_RB1in_B_S03,83.78378295898438
W-2_RB1in_F_S03,83.67346954345703
W-2_RB1out_B_S03,79.31034851074219
W-2_RB1out_F_S03,91.07142639160156
W-2_RB2in_B_S03,93.18181610107422
W-2_RB2in_F_S03,87.8787841796875
W-2_RB2out_M_S03,94.73684692382812
W-2_RB2out_B_S03,80.0
W-2_RB2out_F_S03,98.03921508789062
W-2_RB3-_B_S03,0.0
W-2_RB3-_F_S03,0.0
W-2_RB3+_B_S03,59.375
W-2_RB3+_F_S03,87.5
W-2_RB4-_B_S03,100.0
W-2_RB4-_F_S03,50.0
W-2_RB4+_B_S03,80.95238494873047
W-2_RB4+_F_S03,61.764705657958984
W-2_RB4--_B_S03,0.0
W-2_RB4--_F_S03,0.0
W-2_RB4++_B_S03,0.0
W-2_RB4++_F_S03,0.0
W-2_RB1in_B_S04,81.75182342529297
W-2_RB1in_F_S04,85.88235473632812
W-2_RB1out_B_S04,89.8734130859375
W-2_RB1out_F_S04,90.49774169921875
W-2_RB2in_B_S04,86.79244995117188
W-2_RB2in_F_S04,86.79244995117188
W-2_RB2out_M_S04,69.56521606445312
W-2_RB2out_B_S04,78.78787994384766
W-2_RB2out_F_S04,87.3563232421875
W-2_RB3-_B_S04,85.3503189086914
W-2_RB3-_F_S04,89.47368621826172
W-2_RB3+_B_S04,90.0943374633789
W-2_RB3+_F_S04,93.10344696044922
W-2_RB4-_B_S04,0.0
W-2_RB4-_F_S04,0.0
W-2_RB4+_B_S04,68.18181610107422
W-2_RB4+_F_S04,56.41025924682617
W-2_RB4--_B_S04,84.61538696289062
W-2_RB4--_F_S04,65.8536605834961
W-2_RB4++_B_S04,75.0
W-2_RB4++_F_S04,38.46154022216797
W-2_RB1in_B_S05,85.0
W-2_RB1in_F_S05,86.31578826904297
W-2_RB1out_B_S05,84.74576568603516
W-2_RB1out_F_S05,78.2258071899414
W-2_RB2in_B_S05,88.1355972290039
W-2_RB2in_F_S05,78.125
W-2_RB2out_M_S05,96.0
W-2_RB2out_B_S05,84.78260803222656
W-2_RB2out_F_S05,94.23077392578125
W-2_RB3-_B_S05,80.55555725097656
W-2_RB3-_F_S05,85.71428680419922
W-2_RB3+_B_S05,86.3013687133789
W-2_RB3+_F_S05,94.11764526367188
W-2_RB4-_B_S05,0.0
W-2_RB4-_F_S05,0.0
W-2_RB4+_B_S05,100.0
W-2_RB4+_F_S05,65.51724243164062
W-2_RB4--_B_S05,0.0
W-2_RB4--_F_S05,0.0
W-2_RB4++_B_S05,0.0
W-2_RB4++_F_S05,0.0
W-2_RB1in_B_S06,87.5
W-2_RB1in_F_S06,93.75
W-2_RB1out_B_S06,94.11764526367188
W-2_RB1out_F_S06,81.48148345947266
W-2_RB2in_B_S06,86.66666412353516
W-2_RB2in_F_S06,93.54838562011719
W-2_RB2out_M_S06,87.5
W-2_RB2out_B_S06,84.61538696289062
W-2_RB2out_F_S06,100.0
W-2_RB3-_B_S06,82.92682647705078
W-2_RB3-_F_S06,66.66667175292969
W-2_RB3+_B_S06,92.85713958740234
W-2_RB3+_F_S06,100.0
W-2_RB4-_B_S06,90.0
W-2_RB4-_F_S06,75.0
W-2_RB4+_B_S06,0.0
W-2_RB4+_F_S06,0.0
W-2_RB4--_B_S06,0.0
W-2_RB4--_F_S06,0.0
W-2_RB4++_B_S06,0.0
W-2_RB4++_F_S06,0.0
W-2_RB1in_B_S07,89.47368621826172
W-2_RB1in_F_S07,100.0
W-2_RB1out_B_S07,100.0
W-2_RB1out_F_S07,88.8888931274414
W-2_RB2in_B_S07,100.0
W-2_RB2in_F_S07,0.0
W-2_RB2out_M_S07,0.0
W-2_RB2out_B_S07,100.0
W-2_RB2out_F_S07,0.0
W-2_RB3-_B_S07,80.0
W-2_RB3-_F_S07,0.0
W-2_RB3+_B_S07,87.5
W-2_RB3+_F_S07,0.0
W-2_RB4-_B_S07,0.0
W-2_RB4-_F_S07,0.0
W-2_RB4+_B_S07,100.0
W-2_RB4+_F_S07,100.0
W-2_RB4--_B_S07,0.0
W-2_RB4--_F_S07,0.0
W-2_RB4++_B_S07,0.0
W-2_RB4++_F_S07,0.0
W-2_RB1in_B_S08,88.93280792236328
W-2_RB1in_F_S08,87.23404693603516
W-2_RB1out_B_S08,57.671958923339844
W-2_RB1out_F_S08,54.36893081665039
W-2_RB2in_B_S08,82.53968048095703
W-2_RB2in_F_S08,89.36170196533203
W-2_RB2out_M_S08,91.83673095703125
W-2_RB2out_B_S08,85.06493377685547
W-2_RB2out_F_S08,91.89189147949219
W-2_RB3-_B_S08,85.50724029541016
W-2_RB3-_F_S08,91.17646789550781
W-2_RB3+_B_S08,85.35713958740234
W-2_RB3+_F_S08,87.71929931640625
W-2_RB4-_B_S08,67.81609344482422
W-2_RB4-_F_S08,66.10169219970703
W-2_RB4+_B_S08,0.0
W-2_RB4+_F_S08,0.0
W-2_RB4--_B_S08,0.0
W-2_RB4--_F_S08,0.0
W-2_RB4++_B_S08,0.0
W-2_RB4++_F_S08,0.0
W-2_RB1in_B_S09,71.85185241699219
W-2_RB1in_F_S09,84.61538696289062
W-2_RB1out_B_S09,76.9437026977539
W-2_RB1out_F_S09,80.42552947998047
W-2_RB2in_B_S09,87.5
W-2_RB2in_F_S09,80.93023681640625
W-2_RB2out_M_S09,77.45664978027344
W-2_RB2out_B_S09,84.96732330322266
W-2_RB2out_F_S09,83.04093170166016
W-2_RB3-_B_S09,70.78651428222656
W-2_RB3-_F_S09,82.41758728027344
W-2_RB3+_B_S09,71.72774505615234
W-2_RB3+_F_S09,85.54216766357422
W-2_RB4-_B_S09,82.08092498779297
W-2_RB4-_F_S09,72.39263916015625
W-2_RB4+_B_S09,0.0
W-2_RB4+_F_S09,0.0
W-2_RB4--_B_S09,0.0
W-2_RB4--_F_S09,0.0
W-2_RB4++_B_S09,0.0
W-2_RB4++_F_S09,0.0
W-2_RB1in_B_S10,85.17823791503906
W-2_RB1in_F_S10,97.1786880493164
W-2_RB1out_B_S10,68.28704071044922
W-2_RB1out_F_S10,82.73092651367188
W-2_RB2in_B_S10,80.18868255615234
W-2_RB2in_F_S10,86.8995590209961
W-2_RB2out_M_S10,86.3309326171875
W-2_RB2out_B_S10,88.03418731689453
W-2_RB2out_F_S10,93.16239166259766
W-2_RB3-_B_S10,69.48774719238281
W-2_RB3-_F_S10,77.04917907714844
W-2_RB3+_B_S10,81.367919921875
W-2_RB3+_F_S10,91.42857360839844
W-2_RB4-_B_S10,84.61538696289062
W-2_RB4-_F_S10,78.93400573730469
W-2_RB4+_B_S10,85.4368896484375
W-2_RB4+_F_S10,74.5282974243164
W-2_RB4--_B_S10,0.0
W-2_RB4--_F_S10,0.0
W-2_RB4++_B_S10,0.0
