chamber,contains_zero_roll,rolls_count,fid_eff_ch_level
W-2_RB1in_S01,0,2,84.28571319580078
W-2_RB1out_S01,0,2,77.30434799194336
W-2_RB2in_S01,0,2,86.79803085327148
W-2_RB2out_S01,0,3,95.14990997314453
W-2_RB3-_S01,0,2,91.66666412353516
W-2_RB3+_S01,0,2,87.82051086425781
W-2_RB4-_S01,1,2,0.0
W-2_RB4+_S01,1,2,0.0
W-2_RB4--_S01,1,2,0.0
W-2_RB4++_S01,1,2,0.0
W-2_RB1in_S02,0,2,78.94607925415039
W-2_RB1out_S02,0,2,92.2014274597168
W-2_RB2in_S02,0,2,83.61111068725586
W-2_RB2out_S02,0,3,91.66666666666667
W-2_RB3-_S02,0,2,60.0
W-2_RB3+_S02,1,2,0.0
W-2_RB4-_S02,1,2,0.0
W-2_RB4+_S02,0,2,79.16666603088379
W-2_RB4--_S02,1,2,0.0
W-2_RB4++_S02,1,2,0.0
W-2_RB1in_S03,0,2,83.7286262512207
W-2_RB1out_S03,0,2,85.19088745117188
W-2_RB2in_S03,0,2,90.53030014038086
W-2_RB2out_S03,0,3,90.92535400390625
W-2_RB3-_S03,1,2,0.0
W-2_RB3+_S03,0,2,73.4375
W-2_RB4-_S03,0,2,75.0
W-2_RB4+_S03,0,2,71.35854530334473
W-2_RB4--_S03,1,2,0.0
W-2_RB4++_S03,1,2,0.0
W-2_RB1in_S04,0,2,83.81708908081055
W-2_RB1out_S04,0,2,90.18557739257812
W-2_RB2in_S04,0,2,86.79244995117188
W-2_RB2out_S04,0,3,78.56980641682942
W-2_RB3-_S04,0,2,87.41200256347656
W-2_RB3+_S04,0,2,91.59889221191406
W-2_RB4-_S04,1,2,0.0
W-2_RB4+_S04,0,2,62.296037673950195
W-2_RB4--_S04,0,2,75.23452377319336
W-2_RB4++_S04,0,2,56.730770111083984
W-2_RB1in_S05,0,2,85.65789413452148
W-2_RB1out_S05,0,2,81.48578643798828
W-2_RB2in_S05,0,2,83.13029861450195
W-2_RB2out_S05,0,3,91.67112731933594
W-2_RB3-_S05,0,2,83.13492202758789
W-2_RB3+_S05,0,2,90.20950698852539
W-2_RB4-_S05,1,2,0.0
W-2_RB4+_S05,0,2,82.75862121582031
W-2_RB4--_S05,1,2,0.0
W-2_RB4++_S05,1,2,0.0
W-2_RB1in_S06,0,2,90.625
W-2_RB1out_S06,0,2,87.79956436157227
W-2_RB2in_S06,0,2,90.10752487182617
W-2_RB2out_S06,0,3,90.7051289876302
W-2_RB3-_S06,0,2,74.79674911499023
W-2_RB3+_S06,0,2,96.42856979370117
W-2_RB4-_S06,0,2,82.5
W-2_RB4+_S06,1,2,0.0
W-2_RB4--_S06,1,2,0.0
W-2_RB4++_S06,1,2,0.0
W-2_RB1in_S07,0,2,94.73684310913086
W-2_RB1out_S07,0,2,94.4444465637207
W-2_RB2in_S07,1,2,50.0
W-2_RB2out_S07,1,3,33.333333333333336
W-2_RB3-_S07,1,2,40.0
W-2_RB3+_S07,1,2,43.75
W-2_RB4-_S07,1,2,0.0
W-2_RB4+_S07,0,2,100.0
W-2_RB4--_S07,1,2,0.0
W-2_RB4++_S07,1,2,0.0
W-2_RB1in_S08,0,2,88.08342742919922
W-2_RB1out_S08,0,2,56.02044486999512
W-2_RB2in_S08,0,2,85.95069122314453
W-2_RB2out_S08,0,3,89.5978520711263
W-2_RB3-_S08,0,2,88.34185409545898
W-2_RB3+_S08,0,2,86.5382194519043
W-2_RB4-_S08,0,2,66.95889282226562
W-2_RB4+_S08,1,2,0.0
W-2_RB4--_S08,1,2,0.0
W-2_RB4++_S08,1,2,0.0
W-2_RB1in_S09,0,2,78.2336196899414
W-2_RB1out_S09,0,2,78.68461608886719
W-2_RB2in_S09,0,2,84.21511840820312
W-2_RB2out_S09,0,3,81.82163492838542
W-2_RB3-_S09,0,2,76.60205078125
W-2_RB3+_S09,0,2,78.63495635986328
W-2_RB4_S09,0,2,77.23678207397461
W-2_RB4+_S09,1,2,0.0
W-2_RB4--_S09,1,2,0.0
W-2_RB4++_S09,1,2,0.0
W-2_RB1in_S10,0,2,91.17846298217773
W-2_RB1out_S10,0,2,75.50898361206055
W-2_RB2in_S10,0,2,83.54412078857422
W-2_RB2out_S10,0,3,89.17583719889323
W-2_RB3-_S10,0,2,73.26846313476562
W-2_RB3+_S10,0,2,86.39824676513672
W-2_RB4-_S10,0,2,81.77469635009766
W-2_RB4+_S10,0,2,79.98259353637695
W-2_RB4--_S10,1,2,0.0
W-2_RB4++_S10,1,2,0.0
W-2_RB1in_S11,0,2,77.7289924621582
W-2_RB1out_S11,0,2,89.64894104003906
W-2_RB2in_S11,0,2,89.23350143432617
W-2_RB2out_S11,0,3,89.48118336995442
W-2_RB3-_S11,0,2,92.06450653076172
W-2_RB3+_S11,0,2,95.39466094970703
W-2_RB4_S11,0,2,81.74009323120117
W-2_RB4+_S11,1,2,0.0
W-2_RB4--_S11,1,2,0.0
W-2_RB4++_S11,1,2,0.0
W-2_RB1in_S12,0,2,73.76012420654297
W-2_RB1out_S12,0,2,86.45907592773438
W-2_RB2in_S12,0,2,85.60218048095703
W-2_RB2out_S12,0,3,84.94959513346355
W-2_RB3-_S12,0,2,93.41593170166016
W-2_RB3+_S12,1,2,0.0
W-2_RB4-_S12,0,2,82.46769714355469
W-2_RB4+_S12,0,2,82.5378532409668
W-2_RB4--_S12,1,2,0.0
W-2_RB4++_S12,1,2,0.0
W-1_RB1in_S01,0,2,92.27053451538086
W-1_RB1out_S01,0,2,88.73626327514648
W-1_RB2in_S01,0,3,93.23407745361328
W-1_RB2out_S01,0,2,91.82795715332031
W-1_RB3-_S01,1,2,0.0
W-1_RB3+_S01,1,2,0.0
W-1_RB4-_S01,1,2,0.0
W-1_RB4+_S01,0,2,75.0
W-1_RB4--_S01,1,2,0.0
W-1_RB4++_S01,1,2,0.0
W-1_RB1in_S02,0,2,83.93507385253906
W-1_RB1out_S02,0,2,85.92334365844727
W-1_RB2in_S02,0,3,88.8581034342448
W-1_RB2out_S02,0,2,76.97968673706055
W-1_RB3-_S02,0,2,87.82051086425781
