chamber,fid_eff_roll_level
W-2_RB1in_B_S01,69.56521606445312
W-2_RB1in_F_S01,87.5
W-2_RB1out_B_S01,87.5
W-2_RB1out_F_S01,78.37837982177734
W-2_RB2in_B_S01,90.625
W-2_RB2in_F_S01,95.45454406738281
W-2_RB2out_M_S01,94.11764526367188
W-2_RB2out_B_S01,100.0
W-2_RB2out_F_S01,100.0
W-2_RB3-_B_S01,85.71428680419922
W-2_RB3-_F_S01,100.0
W-2_RB3+_B_S01,75.0
W-2_RB3+_F_S01,100.0
W-2_RB4-_B_S01,0.0
W-2_RB4-_F_S01,0.0
W-2_RB4+_B_S01,0.0
W-2_RB4+_F_S01,0.0
W-2_RB4--_B_S01,0.0
W-2_RB4--_F_S01,0.0
W-2_RB4++_B_S01,0.0
W-2_RB4++_F_S01,0.0
W-2_RB1in_B_S02,95.45454406738281
W-2_RB1in_F_S02,95.0
W-2_RB1out_B_S02,100.0
W-2_RB1out_F_S02,97.91667175292969
W-2_RB2in_B_S02,100.0
W-2_RB2in_F_S02,78.94737243652344
W-2_RB2out_M_S02,100.0
W-2_RB2out_B_S02,100.0
W-2_RB2out_F_S02,100.0
W-2_RB3-_B_S02,100.0
W-2_RB3-_F_S02,100.0
W-2_RB3+_B_S02,0.0
W-2_RB3+_F_S02,0.0
W-2_RB4-_B_S02,100.0
W-2_RB4-_F_S02,66.66667175292969
W-2_RB4+_B_S02,100.0
W-2_RB4+_F_S02,77.77777862548828
W-2_RB4--_B_S02,0.0
W-2_RB4--_F_S02,0.0
W-2_RB4++_B_S02,0.0
W-2_RB4++_F_S02,0.0
W-2_RB1in_B_S03,98.37398529052734
W-2_RB1in_F_S03,95.96774291992188
W-2_RB1out_B_S03,94.02984619140625
W-2_RB1out_F_S03,99.35064697265625
W-2_RB2in_B_S03,100.0
W-2_RB2in_F_S03,95.08197021484375
W-2_RB2out_M_S03,100.0
W-2_RB2out_B_S03,100.0
W-2_RB2out_F_S03,97.82608795166016
W-2_RB3-_B_S03,0.0
W-2_RB3-_F_S03,0.0
W-2_RB3+_B_S03,76.19047546386719
W-2_RB3+_F_S03,90.47618865966797
W-2_RB4-_B_S03,100.0
W-2_RB4-_F_S03,68.42105102539062
W-2_RB4+_B_S03,90.0
W-2_RB4+_F_S03,74.35897827148438
W-2_RB4--_B_S03,0.0
W-2_RB4--_F_S03,0.0
W-2_RB4++_B_S03,0.0
W-2_RB4++_F_S03,0.0
W-2_RB1in_B_S04,93.16239166259766
W-2_RB1in_F_S04,96.82539367675781
W-2_RB1out_B_S04,98.66667175292969
W-2_RB1out_F_S04,92.89940643310547
W-2_RB2in_B_S04,93.16239166259766
W-2_RB2in_F_S04,98.98989868164062
W-2_RB2out_M_S04,86.0465087890625
W-2_RB2out_B_S04,92.38095092773438
W-2_RB2out_F_S04,97.40259552001953
W-2_RB3-_B_S04,97.57281494140625
W-2_RB3-_F_S04,88.8888931274414
W-2_RB3+_B_S04,95.5752182006836
W-2_RB3+_F_S04,95.23809814453125
W-2_RB4-_B_S04,0.0
W-2_RB4-_F_S04,0.0
W-2_RB4+_B_S04,90.32257843017578
W-2_RB4+_F_S04,67.2727279663086
W-2_RB4--_B_S04,69.23077392578125
W-2_RB4--_F_S04,69.3548355102539
W-2_RB4++_B_S04,100.0
W-2_RB4++_F_S04,73.07691955566406
W-2_RB1in_B_S05,97.0
W-2_RB1in_F_S05,97.02970123291016
W-2_RB1out_B_S05,96.42857360839844
W-2_RB1out_F_S05,97.8873291015625
W-2_RB2in_B_S05,96.15384674072266
W-2_RB2in_F_S05,98.14814758300781
W-2_RB2out_M_S05,100.0
W-2_RB2out_B_S05,95.83332824707031
W-2_RB2out_F_S05,97.6744155883789
W-2_RB3-_B_S05,93.38843536376953
W-2_RB3-_F_S05,100.0
W-2_RB3+_B_S05,89.6551742553711
W-2_RB3+_F_S05,100.0
W-2_RB4-_B_S05,0.0
W-2_RB4-_F_S05,14.893616676330566
W-2_RB4+_B_S05,0.0
W-2_RB4+_F_S05,0.0
W-2_RB4--_B_S05,0.0
W-2_RB4--_F_S05,0.0
W-2_RB4++_B_S05,0.0
W-2_RB4++_F_S05,0.0
W-2_RB1in_B_S06,94.73684692382812
W-2_RB1in_F_S06,100.0
W-2_RB1out_B_S06,90.0
W-2_RB1out_F_S06,96.55171966552734
W-2_RB2in_B_S06,100.0
W-2_RB2in_F_S06,100.0
W-2_RB2out_M_S06,100.0
W-2_RB2out_B_S06,100.0
W-2_RB2out_F_S06,100.0
W-2_RB3-_B_S06,87.03704071044922
W-2_RB3-_F_S06,100.0
W-2_RB3+_B_S06,100.0
W-2_RB3+_F_S06,100.0
W-2_RB4-_B_S06,100.0
