run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,contains_zero_roll,rolls_count,fid_eff_ch_level
324078,W-2_RB1in_S01,-2,1,1,1.97353,671,0.0,1.00295,1.97935,716,Col,47.5171375275,0,2,97.16691207885742
324078,W-2_RB1out_S01,-2,1,1,1.85284,554,-0.00668896,1.00673,1.86532,716,Col,52.589159012,0,2,98.0294189453125
324078,W-2_RB2in_S01,-2,1,2,2.13703,733,-0.00874636,1.0118,2.16224,716,Col,72.7328453065,0,2,98.35833358764648
324078,W-2_RB2out_S01,-2,1,2,1.94357,620,0.00626959,1.00314,1.94969,716,Col,78.32450612366667,0,3,98.61123402913412
324078,W-2_RB3+_S01,-2,1,3,1.95706,319,0.0,1.0,1.95706,716,Col,89.10186004650001,0,2,97.96147537231444
324078,W-2_RB3-_S01,-2,1,3,1.74359,272,0.0,1.0,1.74359,716,Col,90.8173065185,0,2,98.12516021728516
324078,W-2_RB4+_S01,-2,1,4,1.7037,184,0.0,1.0,1.7037,716,Col,0.0,0,2,96.42856979370116
324078,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,716,Col,0.0,1,2,0.0
324078,W-2_RB1in_S02,-2,2,1,1.95495,434,0.0405405,1.00452,1.9638,716,Col,48.877140045,0,2,96.18465042114258
324078,W-2_RB1out_S02,-2,2,1,2.16071,484,0.0133929,1.00448,2.1704,716,Col,55.014362335,0,2,97.00423049926758
324078,W-2_RB2in_S02,-2,2,2,1.77441,527,0.030303,1.0102,1.79252,716,Col,73.941123962,0,2,97.52831268310548
324078,W-2_RB2out_S02,-2,2,2,2.31439,611,0.0340909,1.0038,2.32319,716,Col,80.563026428,0,3,98.1200459798177
324078,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,716,Col,0.0,1,2,0.0
324078,W-2_RB3-_S02,-2,2,3,1.65972,239,-0.00694444,1.0,1.65972,716,Col,82.8093452455,0,2,97.67483520507812
324078,W-2_RB4+_S02,-2,2,4,1.87912,171,-0.010989,1.0,1.87912,716,Col,0.0,0,2,97.25274658203124
324078,W-2_RB4-_S02,-2,2,4,1.78049,292,0.0,1.00613,1.79141,716,Col,0.0,0,2,96.21212005615234
324078,W-2_RB1in_S03,-2,3,1,2.00697,576,0.0139373,1.0035,2.01399,716,Col,49.4788208005,0,2,96.78627395629884
324078,W-2_RB1out_S03,-2,3,1,1.94361,517,-0.0075188,1.00377,1.95094,716,Col,54.542196274,0,2,97.8198127746582
324078,W-2_RB2in_S03,-2,3,2,2.17361,626,0.00347222,1.00348,2.18118,716,Col,71.95162963850001,0,2,94.7574462890625
