run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
323700,W-2_RB1in_S01,-2,1,1,1.92647,393,-0.00490196,1.0,1.92647,446,Col,51.152290344
323700,W-2_RB1out_S01,-2,1,1,1.76331,298,0.0236686,1.0,1.76331,446,Col,52.847826004
323700,W-2_RB2in_S01,-2,1,2,2.11111,456,0.0138889,1.0,2.11111,446,Col,75.138381958
323700,W-2_RB2out_S01,-2,1,2,1.69271,325,0.0104167,1.0,1.69271,446,Col,76.494316101
323700,W-2_RB3+_S01,-2,1,3,1.89474,144,0.0,1.0,1.89474,446,Col,81.95488739000001
323700,W-2_RB3-_S01,-2,1,3,2.05051,203,0.0,1.0,2.05051,446,Col,85.04737854
323700,W-2_RB4+_S01,-2,1,4,1.92941,164,0.0,1.0,1.92941,446,Col,0.0
323700,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,446,Col,0.0
323700,W-2_RB1in_S02,-2,2,1,1.97059,268,0.0367647,1.0,1.97059,446,Col,46.370164871
323700,W-2_RB1out_S02,-2,2,1,2.13333,288,0.0444444,1.00746,2.14925,446,Col,53.615427017
323700,W-2_RB2in_S02,-2,2,2,1.62802,337,0.0,1.00976,1.6439,446,Col,74.921066284
323700,W-2_RB2out_S02,-2,2,2,2.58883,510,0.0101523,1.0051,2.60204,446,Col,79.769432068
323700,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,446,Col,0.0
323700,W-2_RB3-_S02,-2,2,3,1.54167,185,0.00833333,1.0,1.54167,446,Col,88.2275123595
323700,W-2_RB4+_S02,-2,2,4,1.84466,190,0.0194175,1.0,1.84466,446,Col,0.0
323700,W-2_RB4-_S02,-2,2,4,1.59211,121,0.0,1.0,1.59211,446,Col,0.0
323700,W-2_RB1in_S03,-2,3,1,1.96711,299,0.0197368,1.00662,1.98013,446,Col,47.3372192385
323700,W-2_RB1out_S03,-2,3,1,1.9863,290,0.0410959,1.0,1.9863,446,Col,51.422668457
323700,W-2_RB2in_S03,-2,3,2,2.0122,330,0.0365854,1.0,2.0122,446,Col,70.160917282
323700,W-2_RB2out_S03,-2,3,2,2.0,340,0.0117647,1.0,2.0,446,Col,77.37536875400001
323700,W-2_RB3+_S03,-2,3,3,1.56471,133,0.0352941,1.0119,1.58333,446,Col,80.1452789305
323700,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,446,Col,0.0
323700,W-2_RB4+_S03,-2,3,4,1.78261,123,0.0,1.0,1.78261,446,Col,100.0
323700,W-2_RB4-_S03,-2,3,4,1.78947,102,-0.0350877,1.0,1.78947,446,Col,0.0
323700,W-2_RB1in_S04,-2,4,1,1.98,396,0.02,1.0,1.98,446,Col,50.148607254
323700,W-2_RB1out_S04,-2,4,1,2.17073,445,0.00487805,1.0049,2.18137,446,Col,53.559665679999995
323700,W-2_RB2in_S04,-2,4,2,1.77733,439,0.0161943,1.00816,1.79184,446,Col,78.641624451
323700,W-2_RB2out_S04,-2,4,2,1.97854,461,0.0,1.00866,1.99567,446,Col,75.26305643733333
323700,W-2_RB3+_S04,-2,4,3,2.53333,228,0.0444444,1.0,2.53333,446,Col,94.543651581
323700,W-2_RB3-_S04,-2,4,3,1.65517,192,0.0,1.0,1.65517,446,Col,88.1401634215
323700,W-2_RB4++_S04,-2,4,4,1.78846,93,0.0,1.0,1.78846,446,Col,50.0
323700,W-2_RB4+_S04,-2,4,4,1.38333,83,0.0166667,1.0,1.38333,446,Col,90.57017517099999
323700,W-2_RB4--_S04,-2,4,4,1.74242,115,0.0,1.0,1.74242,446,Col,50.0
323700,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,446,Col,0.0
323700,W-2_RB1in_S05,-2,5,1,2.14925,432,0.0149254,1.01005,2.17085,446,Col,50.0764694215
323700,W-2_RB1out_S05,-2,5,1,2.00513,391,0.0,1.0,2.00513,446,Col,52.0050811765
323700,W-2_RB2in_S05,-2,5,2,1.82828,362,0.363636,1.00508,1.83756,446,Col,69.733001709
323700,W-2_RB2out_S05,-2,5,2,1.95431,385,-0.0101523,1.0051,1.96429,446,Col,74.74747467033333
323700,W-2_RB3+_S05,-2,5,3,1.71304,197,-0.00869565,1.0,1.71304,446,Col,91.2115478515
323700,W-2_RB3-_S05,-2,5,3,1.94505,177,0.0,1.0,1.94505,446,Col,86.5028305055
323700,W-2_RB4+_S05,-2,5,4,0.0,0,0.0,0.0,0.0,446,Col,0.0
323700,W-2_RB4-_S05,-2,5,4,1.0,2,0.5,1.0,1.0,446,Col,0.0
323700,W-2_RB1in_S06,-2,6,1,1.86802,368,0.0203046,1.0,1.86802,446,Col,46.610069275
323700,W-2_RB1out_S06,-2,6,1,2.28655,391,0.0292398,1.0,2.28655,446,Col,49.385662078500005
