chamber,fid_eff_roll_level
W-2_RB1in_B_S01,96.24602508544922
W-2_RB1in_F_S01,96.25590515136719
W-2_RB1out_B_S01,97.01338958740234
W-2_RB1out_F_S01,98.56893157958984
W-2_RB2in_B_S01,97.75221252441406
W-2_RB2in_F_S01,98.66952514648438
W-2_RB2out_M_S01,99.23750305175781
W-2_RB2out_B_S01,98.09886169433594
W-2_RB2out_F_S01,98.95641326904297
W-2_RB3-_B_S01,97.51787567138672
W-2_RB3-_F_S01,98.5734634399414
W-2_RB3+_B_S01,97.68875122070312
W-2_RB3+_F_S01,98.81080627441406
W-2_RB4-_B_S01,0.0
W-2_RB4-_F_S01,0.0
W-2_RB4+_B_S01,92.30769348144531
W-2_RB4+_F_S01,100.0
W-2_RB4--_B_S01,0.0
W-2_RB4--_F_S01,0.0
W-2_RB4++_B_S01,0.0
W-2_RB4++_F_S01,0.0
W-2_RB1in_B_S02,94.65740966796875
W-2_RB1in_F_S02,97.08271789550781
W-2_RB1out_B_S02,96.06893157958984
W-2_RB1out_F_S02,98.8481674194336
W-2_RB2in_B_S02,98.91802978515625
W-2_RB2in_F_S02,97.16806030273438
W-2_RB2out_M_S02,96.84365844726562
W-2_RB2out_B_S02,99.14662170410156
W-2_RB2out_F_S02,99.27963256835938
W-2_RB3-_B_S02,97.4020767211914
W-2_RB3-_F_S02,96.85504150390625
W-2_RB3+_B_S02,0.0
W-2_RB3+_F_S02,0.0
W-2_RB4-_B_S02,93.42105102539062
W-2_RB4-_F_S02,100.0
W-2_RB4+_B_S02,95.87786102294922
W-2_RB4+_F_S02,97.16312408447266
W-2_RB4--_B_S02,0.0
W-2_RB4--_F_S02,0.0
W-2_RB4++_B_S02,0.0
W-2_RB4++_F_S02,0.0
W-2_RB1in_B_S03,97.29647827148438
W-2_RB1in_F_S03,96.89327239990234
W-2_RB1out_B_S03,96.79803466796875
W-2_RB1out_F_S03,98.8836898803711
W-2_RB2in_B_S03,98.25450134277344
W-2_RB2in_F_S03,91.61406707763672
W-2_RB2out_M_S03,98.54556274414062
W-2_RB2out_B_S03,98.06185150146484
W-2_RB2out_F_S03,98.37133026123047
W-2_RB3-_B_S03,0.0
W-2_RB3-_F_S03,0.0
W-2_RB3+_B_S03,78.28762817382812
W-2_RB3+_F_S03,98.4487533569336
W-2_RB4-_B_S03,98.41688537597656
W-2_RB4-_F_S03,83.51971435546875
W-2_RB4+_B_S03,97.6807632446289
W-2_RB4+_F_S03,97.09784698486328
W-2_RB4--_B_S03,0.0
W-2_RB4--_F_S03,0.0
W-2_RB4++_B_S03,0.0
W-2_RB4++_F_S03,0.0
W-2_RB1in_B_S04,97.16748809814453
W-2_RB1in_F_S04,97.52159118652344
W-2_RB1out_B_S04,98.50914764404297
W-2_RB1out_F_S04,97.36936950683594
W-2_RB2in_B_S04,95.75043487548828
W-2_RB2in_F_S04,98.35847473144531
W-2_RB2out_M_S04,89.42153930664062
W-2_RB2out_B_S04,92.51274108886719
W-2_RB2out_F_S04,99.41709899902344
W-2_RB3-_B_S04,99.43417358398438
W-2_RB3-_F_S04,94.92957305908203
W-2_RB3+_B_S04,99.46638488769531
W-2_RB3+_F_S04,99.30258178710938
W-2_RB4-_B_S04,0.0
W-2_RB4-_F_S04,0.0
W-2_RB4+_B_S04,96.99498748779297
W-2_RB4+_F_S04,97.6023941040039
W-2_RB4--_B_S04,96.62921142578125
W-2_RB4--_F_S04,96.1145248413086
W-2_RB4++_B_S04,96.92308044433594
W-2_RB4++_F_S04,79.66101837158203
W-2_RB1in_B_S05,94.9083480834961
W-2_RB1in_F_S05,99.01651000976562
W-2_RB1out_B_S05,97.6871109008789
W-2_RB1out_F_S05,96.63618469238281
W-2_RB2in_B_S05,91.87200927734375
W-2_RB2in_F_S05,98.59402465820312
W-2_RB2out_M_S05,98.50789642333984
W-2_RB2out_B_S05,97.88937377929688
W-2_RB2out_F_S05,98.39331817626953
W-2_RB3-_B_S05,97.60171508789062
W-2_RB3-_F_S05,97.49015808105469
W-2_RB3+_B_S05,95.81151580810547
W-2_RB3+_F_S05,98.89669036865234
W-2_RB4-_B_S05,0.0
W-2_RB4-_F_S05,0.0
W-2_RB4+_B_S05,99.0671615600586
W-2_RB4+_F_S05,92.14899444580078
