chamber,fid_eff_roll_level
W-2_RB1in_B_S01,95.770751953125
W-2_RB1in_F_S01,97.12153625488281
W-2_RB1out_B_S01,96.8665771484375
W-2_RB1out_F_S01,98.21176147460938
W-2_RB2in_B_S01,97.8607177734375
W-2_RB2in_F_S01,98.32689666748047
W-2_RB2out_M_S01,98.96391296386719
W-2_RB2out_B_S01,98.15461730957031
W-2_RB2out_F_S01,98.00543975830078
W-2_RB3-_B_S01,96.7514877319336
W-2_RB3-_F_S01,98.50835418701172
W-2_RB3+_B_S01,97.7505111694336
W-2_RB3+_F_S01,99.16317749023438
W-2_RB4-_B_S01,0.0
W-2_RB4-_F_S01,0.0
W-2_RB4+_B_S01,82.60869598388672
W-2_RB4+_F_S01,100.0
W-2_RB4--_B_S01,0.0
W-2_RB4--_F_S01,0.0
W-2_RB4++_B_S01,0.0
W-2_RB4++_F_S01,0.0
W-2_RB1in_B_S02,94.92900085449219
W-2_RB1in_F_S02,97.6228256225586
W-2_RB1out_B_S02,96.21894073486328
W-2_RB1out_F_S02,98.87640380859375
W-2_RB2in_B_S02,98.73899841308594
W-2_RB2in_F_S02,96.93010711669922
W-2_RB2out_M_S02,96.46289825439453
W-2_RB2out_B_S02,98.75775909423828
W-2_RB2out_F_S02,99.07919311523438
W-2_RB3-_B_S02,96.54989624023438
W-2_RB3-_F_S02,97.00064086914062
W-2_RB3+_B_S02,0.0
W-2_RB3+_F_S02,0.0
W-2_RB4-_B_S02,92.0
W-2_RB4-_F_S02,100.0
W-2_RB4+_B_S02,95.480224609375
W-2_RB4+_F_S02,96.48241424560547
W-2_RB4--_B_S02,0.0
W-2_RB4--_F_S02,0.0
W-2_RB4++_B_S02,0.0
W-2_RB4++_F_S02,0.0
W-2_RB1in_B_S03,97.5
W-2_RB1in_F_S03,98.12834167480469
W-2_RB1out_B_S03,96.42725372314453
W-2_RB1out_F_S03,98.9835433959961
W-2_RB2in_B_S03,98.4417495727539
W-2_RB2in_F_S03,90.18445587158203
W-2_RB2out_M_S03,98.65239715576172
W-2_RB2out_B_S03,98.16216278076172
W-2_RB2out_F_S03,97.03977966308594
W-2_RB3-_B_S03,0.0
W-2_RB3-_F_S03,0.0
W-2_RB3+_B_S03,78.7535400390625
W-2_RB3+_F_S03,97.97145080566406
W-2_RB4-_B_S03,97.56944274902344
W-2_RB4-_F_S03,83.5565414428711
W-2_RB4+_B_S03,97.11711883544922
W-2_RB4+_F_S03,97.26890563964844
W-2_RB4--_B_S03,0.0
W-2_RB4--_F_S03,0.0
W-2_RB4++_B_S03,0.0
W-2_RB4++_F_S03,0.0
W-2_RB1in_B_S04,96.97220611572266
W-2_RB1in_F_S04,97.79890441894531
W-2_RB1out_B_S04,98.3345718383789
W-2_RB1out_F_S04,96.48869323730469
W-2_RB2in_B_S04,96.2092514038086
W-2_RB2in_F_S04,98.41793060302734
W-2_RB2out_M_S04,88.75839233398438
W-2_RB2out_B_S04,92.84611511230469
W-2_RB2out_F_S04,98.95037841796875
W-2_RB3-_B_S04,98.84271240234375
W-2_RB3-_F_S04,94.26345825195312
W-2_RB3+_B_S04,99.1259994506836
W-2_RB3+_F_S04,99.64739227294922
W-2_RB4-_B_S04,0.0
W-2_RB4-_F_S04,0.0
W-2_RB4+_B_S04,97.09762573242188
W-2_RB4+_F_S04,97.80928039550781
W-2_RB4--_B_S04,96.2686538696289
W-2_RB4--_F_S04,97.21815490722656
W-2_RB4++_B_S04,95.23809814453125
W-2_RB4++_F_S04,80.63491821289062
W-2_RB1in_B_S05,95.42682647705078
W-2_RB1in_F_S05,98.79051971435547
W-2_RB1out_B_S05,97.88377380371094
W-2_RB1out_F_S05,96.59864044189453
W-2_RB2in_B_S05,91.85733795166016
W-2_RB2in_F_S05,98.0345458984375
W-2_RB2out_M_S05,98.08486938476562
W-2_RB2out_B_S05,97.62366485595703
W-2_RB2out_F_S05,98.57859802246094
W-2_RB3-_B_S05,97.89706420898438
W-2_RB3-_F_S05,97.47081756591797
W-2_RB3+_B_S05,96.07046508789062
W-2_RB3+_F_S05,98.5468978881836
W-2_RB4-_B_S05,0.0
W-2_RB4-_F_S05,0.0
