chamber,fid_eff_ch_level
W-2_RB1in_S01,84.28571319580078
W-2_RB1out_S01,77.30434799194336
W-2_RB2in_S01,86.79803085327148
W-2_RB2out_S01,95.14990997314453
W-2_RB3-_S01,91.66666412353516
W-2_RB3+_S01,87.82051086425781
W-2_RB4-_S01,0.0
W-2_RB4+_S01,0.0
W-2_RB4--_S01,0.0
W-2_RB4++_S01,0.0
W-2_RB1in_S02,78.94607925415039
W-2_RB1out_S02,92.2014274597168
W-2_RB2in_S02,83.61111068725586
W-2_RB2out_S02,91.66666666666667
W-2_RB3-_S02,60.0
W-2_RB3+_S02,0.0
W-2_RB4-_S02,0.0
W-2_RB4+_S02,79.16666603088379
W-2_RB4--_S02,0.0
W-2_RB4++_S02,0.0
W-2_RB1in_S03,83.7286262512207
W-2_RB1out_S03,85.19088745117188
W-2_RB2in_S03,90.53030014038086
W-2_RB2out_S03,90.92535400390625
W-2_RB3-_S03,0.0
W-2_RB3+_S03,73.4375
W-2_RB4-_S03,75.0
W-2_RB4+_S03,71.35854530334473
W-2_RB4--_S03,0.0
W-2_RB4++_S03,0.0
W-2_RB1in_S04,83.81708908081055
W-2_RB1out_S04,90.18557739257812
W-2_RB2in_S04,86.79244995117188
W-2_RB2out_S04,78.56980641682942
W-2_RB3-_S04,87.41200256347656
W-2_RB3+_S04,91.59889221191406
W-2_RB4-_S04,0.0
W-2_RB4+_S04,62.296037673950195
W-2_RB4--_S04,75.23452377319336
W-2_RB4++_S04,56.730770111083984
W-2_RB1in_S05,85.65789413452148
W-2_RB1out_S05,81.48578643798828
W-2_RB2in_S05,83.13029861450195
W-2_RB2out_S05,91.67112731933594
W-2_RB3-_S05,83.13492202758789
W-2_RB3+_S05,90.20950698852539
W-2_RB4-_S05,0.0
W-2_RB4+_S05,82.75862121582031
W-2_RB4--_S05,0.0
W-2_RB4++_S05,0.0
W-2_RB1in_S06,90.625
W-2_RB1out_S06,87.79956436157227
W-2_RB2in_S06,90.10752487182617
W-2_RB2out_S06,90.7051289876302
W-2_RB3-_S06,74.79674911499023
W-2_RB3+_S06,96.42856979370117
W-2_RB4-_S06,82.5
W-2_RB4+_S06,0.0
W-2_RB4--_S06,0.0
W-2_RB4++_S06,0.0
W-2_RB1in_S07,94.73684310913086
W-2_RB1out_S07,94.4444465637207
W-2_RB2in_S07,50.0
W-2_RB2out_S07,33.333333333333336
W-2_RB3-_S07,40.0
W-2_RB3+_S07,43.75
W-2_RB4-_S07,0.0
W-2_RB4+_S07,100.0
W-2_RB4--_S07,0.0
W-2_RB4++_S07,0.0
W-2_RB1in_S08,88.08342742919922
W-2_RB1out_S08,56.02044486999512
W-2_RB2in_S08,85.95069122314453
W-2_RB2out_S08,89.5978520711263
W-2_RB3-_S08,88.34185409545898
W-2_RB3+_S08,86.5382194519043
W-2_RB4-_S08,66.95889282226562
W-2_RB4+_S08,0.0
