run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,fid_eff_ch_level
322670,W-2_RB1in_S01,-2,1,1,1.875,135,-0.194444,1.0,1.875,2093,Cos,89.36703109749999,83.7690658569336
322670,W-2_RB1out_S01,-2,1,1,1.83333,143,-0.0641026,1.0,1.83333,2093,Cos,92.456752777,90.60344696044922
322670,W-2_RB2in_S01,-2,1,2,1.92126,244,0.19685,1.0,1.92126,2093,Cos,92.8783454895,93.0803565979004
322670,W-2_RB2out_S01,-2,1,2,1.67544,191,0.0964912,1.0,1.67544,2093,Cos,92.508392334,96.10256449381512
322670,W-2_RB3+_S01,-2,1,3,1.5,48,-1.0625,1.0,1.5,2093,Cos,92.425868988,83.33333587646484
322670,W-2_RB3-_S01,-2,1,3,1.86667,112,0.0833333,1.0,1.86667,2093,Cos,91.5853271485,100.0
322670,W-2_RB4+_S01,-2,1,4,1.68182,37,-0.363636,1.0,1.68182,2093,Cos,92.265712738,0.0
322670,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,2093,Cos,0.0,0.0
322670,W-2_RB1in_S02,-2,2,1,2.00691,871,-1.30184,1.0,2.00691,2093,Cos,89.68521499650001,97.85499954223631
322670,W-2_RB1out_S02,-2,2,1,2.10829,915,-1.37558,1.0,2.10829,2093,Cos,92.050296783,97.61904907226562
322670,W-2_RB2in_S02,-2,2,2,1.93897,826,-1.48357,1.0,1.93897,2093,Cos,93.3656234745,100.0
322670,W-2_RB2out_S02,-2,2,2,2.53864,1117,-1.58182,1.0,2.53864,2093,Cos,94.60850270566668,100.0
322670,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,2093,Cos,0.0,0.0
322670,W-2_RB3-_S02,-2,2,3,1.82474,354,-1.72165,1.0,1.82474,2093,Cos,91.1114654545,92.8571434020996
322670,W-2_RB4+_S02,-2,2,4,1.75967,637,-1.89779,1.0,1.75967,2093,Cos,93.865776062,79.16666603088379
322670,W-2_RB4-_S02,-2,2,4,1.72222,93,-1.87037,1.0,1.72222,2093,Cos,89.70940017699999,25.0
322670,W-2_RB1in_S03,-2,3,1,2.08892,2584,-1.34438,1.0,2.08892,2093,Cos,91.967628479,95.65940475463869
322670,W-2_RB1out_S03,-2,3,1,2.15774,2900,-1.33185,1.0,2.15774,2093,Cos,93.544708252,96.6129035949707
322670,W-2_RB2in_S03,-2,3,2,2.22127,3383,-1.50098,1.0,2.22127,2093,Cos,90.486732483,93.44173049926758
322670,W-2_RB2out_S03,-2,3,2,2.10258,3423,-1.60381,1.0,2.10258,2093,Cos,94.83492787666668,96.62288920084636
