run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,fid_eff_ch_level
325099,W-2_RB1in_S01,-2,1,1,1.90159,26337,0.0102527,1.00486,1.91083,387,Col,50.5146236415,96.78001403808594
325099,W-2_RB1out_S01,-2,1,1,1.83335,23223,0.0141312,1.00333,1.83945,387,Col,55.3775482175,97.37541198730467
325099,W-2_RB2in_S01,-2,1,2,1.97736,27426,0.00987743,1.00231,1.98193,387,Col,77.736984253,98.43798446655272
325099,W-2_RB2out_S01,-2,1,2,1.85238,23742,0.0151361,1.00188,1.85586,387,Col,80.86676534,98.10596720377605
325099,W-2_RB3+_S01,-2,1,3,1.8444,11249,0.00459092,1.00131,1.84682,387,Col,91.1119384765,98.19266510009766
325099,W-2_RB3-_S01,-2,1,3,1.85832,11083,0.0115694,1.00084,1.85988,387,Col,90.860736847,97.9330825805664
325099,W-2_RB4+_S01,-2,1,4,1.88777,10715,0.00933756,1.0023,1.89211,387,Col,71.80451202399999,85.71428680419922
325099,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,387,Col,0.0,0.0
325099,W-2_RB1in_S02,-2,2,1,1.94596,29742,0.00608479,1.00394,1.95363,387,Col,52.161411285,96.1072998046875
325099,W-2_RB1out_S02,-2,2,1,2.13815,30103,0.00802614,1.00364,2.14592,387,Col,57.913574219,96.76885986328124
325099,W-2_RB2in_S02,-2,2,2,1.78518,26692,0.00722311,1.00342,1.79129,387,Col,78.6827430725,97.26115798950195
325099,W-2_RB2out_S02,-2,2,2,2.24025,30604,0.0171291,1.00227,2.24534,387,Col,81.596087138,97.80959574381512
325099,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,387,Col,0.0,0.0
325099,W-2_RB3-_S02,-2,2,3,1.66272,10535,0.00378788,1.00063,1.66377,387,Col,90.398536682,97.2745132446289
325099,W-2_RB4+_S02,-2,2,4,1.7969,11254,0.00910107,1.00128,1.7992,387,Col,61.7460327145,96.43786239624023
325099,W-2_RB4-_S02,-2,2,4,1.66417,9093,0.00420937,1.00128,1.6663,387,Col,27.2727279665,100.0
325099,W-2_RB1in_S03,-2,3,1,2.02755,28631,0.007719,1.0042,2.03605,387,Col,51.101430893,97.17189407348631
325099,W-2_RB1out_S03,-2,3,1,2.05815,26581,0.0101432,1.00373,2.06583,387,Col,55.609676361,97.51744079589844
325099,W-2_RB2in_S03,-2,3,2,2.13576,29781,0.00810384,1.0036,2.14344,387,Col,74.6739234925,94.46685028076172
325099,W-2_RB2out_S03,-2,3,2,1.99614,26375,0.00999016,1.00281,2.00175,387,Col,80.35889689133334,97.76993306477864
325099,W-2_RB3+_S03,-2,3,3,1.62788,8631,0.00716711,1.00094,1.62941,387,Col,79.443275452,87.45097351074219
325099,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,387,Col,0.0,0.0
325099,W-2_RB4+_S03,-2,3,4,1.71619,10177,0.00826307,1.00084,1.71764,387,Col,59.523809433,95.6817398071289
