run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,contains_zero_roll,rolls_count,fid_eff_ch_level
322179,W-2_RB1in_S01,-2,1,1,1.88807,87935,0.00734315,1.00403,1.89568,1788,Col,52.4770240785,0,2,96.66522216796876
322179,W-2_RB1out_S01,-2,1,1,1.84406,78345,0.0084265,1.00371,1.8509,1788,Col,57.8697605135,0,2,97.63362121582033
322179,W-2_RB2in_S01,-2,1,2,2.00793,93656,0.00724653,1.00405,2.01606,1788,Col,79.9587974545,0,2,98.1620101928711
322179,W-2_RB2out_S01,-2,1,2,1.86217,80453,0.0135404,1.00344,1.86857,1788,Col,83.29802703833333,0,3,98.5515416463216
322179,W-2_RB3+_S01,-2,1,3,1.84129,37288,0.00434546,1.00104,1.8432,1788,Col,91.871520996,0,2,98.42745208740234
322179,W-2_RB3-_S01,-2,1,3,1.89158,38312,0.00429545,1.00099,1.89345,1788,Col,91.5368766785,0,2,98.04930114746094
322179,W-2_RB4+_S01,-2,1,4,1.89383,36462,0.00514206,1.00177,1.89719,1788,Col,52.3474159245,0,2,97.6744155883789
322179,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,1788,Col,0.0,1,2,0.0
322179,W-2_RB1in_S02,-2,2,1,1.97311,98456,0.0142488,1.00415,1.98129,1788,Col,54.551914215500005,0,2,96.4732894897461
322179,W-2_RB1out_S02,-2,2,1,2.16591,98746,0.0054616,1.00361,2.17373,1788,Col,59.5526046755,0,2,97.42555236816406
322179,W-2_RB2in_S02,-2,2,2,1.80582,88108,0.00495993,1.00418,1.81337,1788,Col,80.57599639899999,0,2,97.93846130371094
322179,W-2_RB2out_S02,-2,2,2,2.27627,100609,0.0120365,1.00277,2.28257,1788,Col,83.230239868,0,3,98.27894592285156
322179,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,1788,Col,0.0,1,2,0.0
322179,W-2_RB3-_S02,-2,2,3,1.69077,35097,0.00602177,1.00096,1.6924,1788,Col,91.38886261,0,2,96.98764419555664
322179,W-2_RB4+_S02,-2,2,4,1.80501,37490,0.00659605,1.00159,1.80788,1788,Col,54.038461685,0,2,95.96263885498048
322179,W-2_RB4-_S02,-2,2,4,1.70401,30858,0.00872494,1.00094,1.70562,1788,Col,66.5071754455,0,2,90.83850860595705
322179,W-2_RB1in_S03,-2,3,1,2.04156,96931,0.00779292,1.00391,2.04954,1788,Col,53.568986893,0,2,97.10909271240234
322179,W-2_RB1out_S03,-2,3,1,2.06793,89597,0.00969372,1.00317,2.07448,1788,Col,57.8722476955,0,2,97.71252059936523
322179,W-2_RB2in_S03,-2,3,2,2.14037,98885,0.00761905,1.00354,2.14795,1788,Col,77.0541801455,0,2,94.50030899047852
322179,W-2_RB2out_S03,-2,3,2,2.00641,87078,0.00870968,1.00307,2.01257,1788,Col,82.74983215333333,0,3,98.06446838378906
322179,W-2_RB3+_S03,-2,3,3,1.63844,28771,0.00398633,1.00114,1.64031,1788,Col,81.66337204,0,2,88.50944519042969
322179,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,1788,Col,0.0,1,2,0.0
322179,W-2_RB4+_S03,-2,3,4,1.70482,32054,0.00686097,1.00133,1.70709,1788,Col,66.8537406925,0,2,97.34296798706056
322179,W-2_RB4-_S03,-2,3,4,1.85275,35356,0.00922287,1.0011,1.85479,1788,Col,60.22727394100001,0,2,90.2148208618164
322179,W-2_RB1in_S04,-2,4,1,2.02873,94137,0.00797379,1.00429,2.03742,1788,Col,52.743432999,0,2,97.46329498291016
322179,W-2_RB1out_S04,-2,4,1,2.29871,97647,0.00969891,1.00397,2.30784,1788,Col,57.665370941000006,0,2,97.43984603881836
322179,W-2_RB2in_S04,-2,4,2,2.01288,90956,0.0167083,1.00384,2.02062,1788,Col,79.290065765,0,2,97.04333877563477
322179,W-2_RB2out_S04,-2,4,2,1.9207,75451,0.00616043,1.00263,1.92575,1788,Col,78.25455220533333,0,3,93.77687581380208
322179,W-2_RB3+_S04,-2,4,3,2.32241,47110,0.0059157,1.00094,2.32458,1788,Col,92.901107788,0,2,99.42279815673828
322179,W-2_RB3-_S04,-2,4,3,1.80803,34857,0.00409772,1.00088,1.80963,1788,Col,90.3288879395,0,2,96.8495101928711
322179,W-2_RB4++_S04,-2,4,4,1.71713,21131,0.00325045,1.00049,1.71797,1788,Col,79.322078705,0,2,89.28680801391602
322179,W-2_RB4+_S04,-2,4,4,1.60139,24197,0.00271343,1.00053,1.60224,1788,Col,94.3763771055,0,2,97.71422576904295
322179,W-2_RB4--_S04,-2,4,4,1.56959,18992,0.00396694,1.00074,1.57076,1788,Col,67.346136093,0,2,95.45066452026369
322179,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,1788,Col,0.0,1,2,0.0
322179,W-2_RB1in_S05,-2,5,1,2.14951,98598,0.00763026,1.00407,2.15826,1788,Col,52.4045848845,0,2,97.26322174072266
322179,W-2_RB1out_S05,-2,5,1,1.96372,82543,0.00813627,1.00384,1.97127,1788,Col,57.5813446045,0,2,97.32640838623048
322179,W-2_RB2in_S05,-2,5,2,1.92871,86514,0.284198,1.00432,1.93704,1788,Col,77.474342346,0,2,95.02222061157228
322179,W-2_RB2out_S05,-2,5,2,2.02351,84765,0.012127,1.00311,2.02981,1788,Col,82.47373453766666,0,3,97.91808064778644
322179,W-2_RB3+_S05,-2,5,3,1.91459,37009,0.00879462,1.00114,1.91677,1788,Col,90.181377411,0,2,96.97189331054688
322179,W-2_RB3-_S05,-2,5,3,1.79483,36146,0.00680272,1.00099,1.79661,1788,Col,90.9700126645,0,2,97.72934341430664
322179,W-2_RB4+_S05,-2,5,4,1.8194,31916,0.0132824,1.00097,1.82117,1788,Col,53.5789470675,0,2,94.77534866333008
322179,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,1788,Col,0.0,1,2,0.0
322179,W-2_RB1in_S06,-2,6,1,2.03316,95847,0.0066183,1.0037,2.04069,1788,Col,53.749267578,0,2,97.50194549560548
322179,W-2_RB1out_S06,-2,6,1,2.29813,99417,0.00746648,1.00355,2.30628,1788,Col,58.8005809785,0,2,97.44889831542967
322179,W-2_RB2in_S06,-2,6,2,2.17541,101274,0.0117498,1.00405,2.18423,1788,Col,80.57853317249999,0,2,98.5768699645996
322179,W-2_RB2out_S06,-2,6,2,1.94836,81767,0.00676722,1.00304,1.95428,1788,Col,83.15159606933334,0,3,98.3760986328125
322179,W-2_RB3+_S06,-2,6,3,1.67198,33376,0.00681294,1.0009,1.67349,1788,Col,91.527721405,0,2,98.06625747680664
