chamber,fid_eff_ch_level
W-2_RB1in_S01,96.79711151123047
W-2_RB1out_S01,97.8420639038086
W-2_RB2in_S01,98.17422485351562
W-2_RB2out_S01,98.55033365885417
W-2_RB3-_S01,97.92711639404297
W-2_RB3+_S01,98.64655685424805
W-2_RB4-_S01,0.0
W-2_RB4+_S01,95.37036895751953
W-2_RB4--_S01,0.0
W-2_RB4++_S01,0.0
W-2_RB1in_S02,95.42985916137695
W-2_RB1out_S02,97.11650466918945
W-2_RB2in_S02,97.79089736938477
W-2_RB2out_S02,98.30425516764323
W-2_RB3-_S02,96.99545669555664
W-2_RB3+_S02,0.0
W-2_RB4-_S02,95.30472183227539
W-2_RB4+_S02,96.35111618041992
W-2_RB4--_S02,0.0
W-2_RB4++_S02,0.0
W-2_RB1in_S03,97.11240005493164
W-2_RB1out_S03,97.64198303222656
W-2_RB2in_S03,94.38422012329102
W-2_RB2out_S03,97.36773173014323
W-2_RB3-_S03,0.0
W-2_RB3+_S03,88.08705520629883
W-2_RB4-_S03,90.8344497680664
W-2_RB4+_S03,97.27428436279297
W-2_RB4--_S03,0.0
W-2_RB4++_S03,0.0
W-2_RB1in_S04,97.34056091308594
W-2_RB1out_S04,97.50727081298828
W-2_RB2in_S04,96.80942153930664
W-2_RB2out_S04,93.79276784261067
W-2_RB3-_S04,97.03318786621094
W-2_RB3+_S04,0.0
W-2_RB4-_S04,0.0
W-2_RB4+_S04,97.89469528198242
W-2_RB4--_S04,96.46242141723633
W-2_RB4++_S04,89.07153701782227
W-2_RB1in_S05,97.31531143188477
W-2_RB1out_S05,96.96866607666016
W-2_RB2in_S05,95.03354263305664
W-2_RB2out_S05,97.99515279134114
W-2_RB3-_S05,60.540321350097656
W-2_RB3+_S05,61.17454719543457
W-2_RB4-_S05,0.0
W-2_RB4+_S05,89.00232315063477
W-2_RB4--_S05,0.0
W-2_RB4++_S05,0.0
W-2_RB1in_S06,97.41841888427734
W-2_RB1out_S06,97.51151657104492
W-2_RB2in_S06,98.82929229736328
W-2_RB2out_S06,98.50939432779948
