run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
321504,W-2_RB1in_S01,-2,1,1,1.94231,101,0.0192308,1.0,1.94231,1180,Cos,89.3253097535
321504,W-2_RB1out_S01,-2,1,1,1.90196,97,0.0784314,1.0,1.90196,1180,Cos,92.111091614
321504,W-2_RB2in_S01,-2,1,2,1.8481,146,0.227848,1.0,1.8481,1180,Cos,93.01449584950001
321504,W-2_RB2out_S01,-2,1,2,1.84058,127,0.144928,1.0,1.84058,1180,Cos,92.86374155700001
321504,W-2_RB3+_S01,-2,1,3,2.0,24,-0.666667,1.0,2.0,1180,Cos,92.3068885805
321504,W-2_RB3-_S01,-2,1,3,2.11765,72,0.117647,1.0,2.11765,1180,Cos,92.55697250349999
321504,W-2_RB4+_S01,-2,1,4,2.18182,24,-0.454545,1.0,2.18182,1180,Cos,92.7210502625
321504,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,1180,Cos,0.0
321504,W-2_RB1in_S02,-2,2,1,2.09312,517,-1.26316,1.0,2.09312,1180,Cos,89.9981536865
321504,W-2_RB1out_S02,-2,2,1,2.34646,596,-1.40157,1.0,2.34646,1180,Cos,92.1410064695
321504,W-2_RB2in_S02,-2,2,2,1.70089,381,-1.5,1.0,1.70089,1180,Cos,93.3387680055
321504,W-2_RB2out_S02,-2,2,2,2.41841,578,-1.57322,1.0,2.41841,1180,Cos,94.08432261166666
321504,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,1180,Cos,0.0
321504,W-2_RB3-_S02,-2,2,3,1.66055,181,-1.79817,1.0,1.66055,1180,Cos,91.275150299
321504,W-2_RB4+_S02,-2,2,4,2.01951,414,-1.87317,1.0,2.01951,1180,Cos,93.9705200195
321504,W-2_RB4-_S02,-2,2,4,1.51613,47,-2.0,1.0,1.51613,1180,Cos,90.5021629335
321504,W-2_RB1in_S03,-2,3,1,2.1371,1590,-1.30376,1.0,2.1371,1180,Cos,91.9542007445
321504,W-2_RB1out_S03,-2,3,1,2.03242,1630,-1.32793,1.0,2.03242,1180,Cos,93.3723983765
321504,W-2_RB2in_S03,-2,3,2,2.24634,1997,-1.48144,1.0,2.24634,1180,Cos,90.6603393555
321504,W-2_RB2out_S03,-2,3,2,2.01873,1940,-1.5796,1.0,2.01873,1180,Cos,94.78851318366667
321504,W-2_RB3+_S03,-2,3,3,1.59104,1101,-1.79335,1.0,1.59104,1180,Cos,84.1363868715
321504,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,1180,Cos,0.0
321504,W-2_RB4+_S03,-2,3,4,1.90065,1473,-1.91742,1.0,1.90065,1180,Cos,93.0028915405
321504,W-2_RB4-_S03,-2,3,4,2.1457,648,-1.87748,1.0,2.1457,1180,Cos,87.9486541745
321504,W-2_RB1in_S04,-2,4,1,2.01901,1912,-1.21542,1.0,2.01901,1180,Cos,90.4871101375
321504,W-2_RB1out_S04,-2,4,1,2.38202,2544,-1.41011,1.0,2.38202,1180,Cos,94.28048706050001
321504,W-2_RB2in_S04,-2,4,2,1.92936,2622,-1.50552,1.0,1.92936,1180,Cos,93.0119018555
321504,W-2_RB2out_S04,-2,4,2,1.97003,2695,-1.62208,1.0,1.97003,1180,Cos,89.20636494966668
321504,W-2_RB3+_S04,-2,4,3,2.27282,2241,-1.80223,1.0,2.27282,1180,Cos,95.9376182555
321504,W-2_RB3-_S04,-2,4,3,1.84096,1690,-1.77996,1.0,1.84096,1180,Cos,93.36015701299999
321504,W-2_RB4++_S04,-2,4,4,1.75182,960,-1.9635,1.0,1.75182,1180,Cos,85.837688446
321504,W-2_RB4+_S04,-2,4,4,1.56857,1567,-1.95295,1.0,1.56857,1180,Cos,90.2973594665
321504,W-2_RB4--_S04,-2,4,4,1.66209,969,-1.94683,1.0,1.66209,1180,Cos,88.411048889
321504,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,1180,Cos,0.0
321504,W-2_RB1in_S05,-2,5,1,1.97661,1014,-1.22027,1.0,1.97661,1180,Cos,91.650203705
321504,W-2_RB1out_S05,-2,5,1,1.89765,1131,-1.36074,1.0,1.89765,1180,Cos,91.9780540465
321504,W-2_RB2in_S05,-2,5,2,2.12088,1930,-1.32088,1.0,2.12088,1180,Cos,94.41541290250001
321504,W-2_RB2out_S05,-2,5,2,2.03913,1876,-1.61196,1.0,2.03913,1180,Cos,94.83102925633334
321504,W-2_RB3+_S05,-2,5,3,2.01446,836,-1.73253,1.0,2.01446,1180,Cos,91.5886154175
321504,W-2_RB3-_S05,-2,5,3,1.75041,1066,-1.75205,1.0,1.75041,1180,Cos,93.106830597
321504,W-2_RB4+_S05,-2,5,4,2.22507,781,-1.84615,1.0,2.22507,1180,Cos,91.05954742450001
321504,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,1180,Cos,0.0
321504,W-2_RB1in_S06,-2,6,1,1.92405,304,-1.17722,1.0,1.92405,1180,Cos,89.739074707
321504,W-2_RB1out_S06,-2,6,1,2.49444,449,-1.33333,1.0,2.49444,1180,Cos,93.60496521
321504,W-2_RB2in_S06,-2,6,2,2.06689,618,-1.55518,1.0,2.06689,1180,Cos,95.32302093499999
321504,W-2_RB2out_S06,-2,6,2,2.01608,627,-1.59486,1.0,2.01608,1180,Cos,94.36622111000001
321504,W-2_RB3+_S06,-2,6,3,1.85333,139,-1.85333,1.0,1.85333,1180,Cos,91.9303092955
321504,W-2_RB3-_S06,-2,6,3,1.70683,425,-1.7751,1.0,1.70683,1180,Cos,92.77594757099999
321504,W-2_RB4+_S06,-2,6,4,2.09677,65,-1.93548,1.0,2.09677,1180,Cos,91.039161682
