chamber,contains_zero_roll,rolls_count,fid_eff_ch_level
W-2_RB1in_S01,0,2,96.73507690429688
W-2_RB1out_S01,0,2,97.57136535644531
W-2_RB2in_S01,0,2,97.89480209350586
W-2_RB2out_S01,0,3,98.7931900024414
W-2_RB3-_S01,0,2,97.98355102539062
W-2_RB3+_S01,0,2,98.52091217041016
W-2_RB4-_S01,1,2,0.0
W-2_RB4+_S01,0,2,95.45454788208008
W-2_RB4--_S01,1,2,0.0
W-2_RB4++_S01,1,2,0.0
W-2_RB1in_S02,0,2,95.66901397705078
W-2_RB1out_S02,0,2,96.63605117797852
W-2_RB2in_S02,0,2,97.74274063110352
W-2_RB2out_S02,0,3,98.25757598876953
W-2_RB3-_S02,0,2,96.28881072998047
W-2_RB3+_S02,1,2,0.0
W-2_RB4-_S02,0,2,97.77777862548828
W-2_RB4+_S02,0,2,96.24762725830078
W-2_RB4--_S02,1,2,0.0
W-2_RB4++_S02,1,2,0.0
W-2_RB1in_S03,0,2,96.4175796508789
W-2_RB1out_S03,0,2,97.45189666748047
W-2_RB2in_S03,0,2,94.6721076965332
W-2_RB2out_S03,0,3,98.23429361979167
W-2_RB3-_S03,1,2,0.0
W-2_RB3+_S03,0,2,88.11532592773438
W-2_RB4-_S03,0,2,90.48856735229492
W-2_RB4+_S03,0,2,96.6389389038086
W-2_RB4--_S03,1,2,0.0
W-2_RB4++_S03,1,2,0.0
W-2_RB1in_S04,0,2,97.02788925170898
W-2_RB1out_S04,0,2,97.48845672607422
W-2_RB2in_S04,0,2,96.97771453857422
W-2_RB2out_S04,0,3,94.1389643351237
W-2_RB3-_S04,0,2,96.92924118041992
W-2_RB3+_S04,0,2,99.3849983215332
W-2_RB4-_S04,1,2,0.0
W-2_RB4+_S04,0,2,97.89670181274414
W-2_RB4--_S04,0,2,94.00656509399414
W-2_RB4++_S04,0,2,89.25651931762695
W-2_RB1in_S05,0,2,97.03009033203125
W-2_RB1out_S05,0,2,96.50659942626953
W-2_RB2in_S05,0,2,94.77922439575195
W-2_RB2out_S05,0,3,98.10423278808594
W-2_RB3-_S05,0,2,97.58916473388672
W-2_RB3+_S05,0,2,96.98104476928711
W-2_RB4-_S05,1,2,14.112903594970703
W-2_RB4+_S05,1,2,0.0
W-2_RB4--_S05,1,2,0.0
W-2_RB4++_S05,1,2,0.0
W-2_RB1in_S06,0,2,97.18035888671875
W-2_RB1out_S06,0,2,97.28703689575195
W-2_RB2in_S06,0,2,98.59408187866211
W-2_RB2out_S06,0,3,98.56409200032552
W-2_RB3-_S06,0,2,96.7558364868164
W-2_RB3+_S06,0,2,97.87832260131836
W-2_RB4-_S06,0,2,93.73301696777344
W-2_RB4+_S06,0,2,93.3870964050293
W-2_RB4--_S06,1,2,0.0
W-2_RB4++_S06,1,2,0.0
W-2_RB1in_S07,0,2,96.96611785888672
W-2_RB1out_S07,0,2,97.50818252563477
W-2_RB2in_S07,0,2,90.55419921875
W-2_RB2out_S07,0,3,97.53119405110677
W-2_RB3-_S07,0,2,97.91562271118164
W-2_RB3+_S07,0,2,96.29092025756836
W-2_RB4-_S07,1,2,0.0
W-2_RB4+_S07,0,2,98.07692337036133
W-2_RB4--_S07,1,2,0.0
W-2_RB4++_S07,1,2,0.0
W-2_RB1in_S08,0,2,95.84617614746094
W-2_RB1out_S08,0,2,81.53646087646484
W-2_RB2in_S08,0,2,97.1547622680664
W-2_RB2out_S08,0,3,97.72796376546223
W-2_RB3-_S08,0,2,98.13175964355469
W-2_RB3+_S08,0,2,98.49237442016602
W-2_RB4-_S08,0,2,88.58892059326172
W-2_RB4+_S08,1,2,0.0
W-2_RB4--_S08,1,2,0.0
W-2_RB4++_S08,1,2,0.0
W-2_RB1in_S09,0,2,96.1429672241211
W-2_RB1out_S09,0,2,96.77167510986328
W-2_RB2in_S09,0,2,97.19126510620117
W-2_RB2out_S09,0,3,96.09007517496745
W-2_RB3-_S09,0,2,98.41073226928711
W-2_RB3+_S09,0,2,94.96496963500977
W-2_RB4_S09,0,2,96.32495498657227
W-2_RB4+_S09,1,2,0.0
W-2_RB4--_S09,1,2,0.0
W-2_RB4++_S09,1,2,0.0
W-2_RB1in_S10,0,2,97.23610305786133
W-2_RB1out_S10,0,2,95.46041107177734
W-2_RB2in_S10,0,2,98.7613296508789
W-2_RB2out_S10,0,3,98.17088317871094
W-2_RB3-_S10,0,2,92.82742309570312
W-2_RB3+_S10,0,2,97.9374008178711
W-2_RB4-_S10,0,2,97.7640151977539
W-2_RB4+_S10,0,2,97.36766052246094
W-2_RB4--_S10,1,2,0.0
W-2_RB4++_S10,1,2,0.0
W-2_RB1in_S11,0,2,87.00724029541016
W-2_RB1out_S11,0,2,96.46063995361328
W-2_RB2in_S11,0,2,97.56614303588867
W-2_RB2out_S11,0,3,97.96472676595052
W-2_RB3-_S11,0,2,98.02749252319336
W-2_RB3+_S11,0,2,98.03487014770508
W-2_RB4_S11,0,2,98.09091186523438
W-2_RB4+_S11,1,2,0.0
W-2_RB4--_S11,1,2,0.0
W-2_RB4++_S11,1,2,0.0
W-2_RB1in_S12,0,2,97.357177734375
W-2_RB1out_S12,0,2,96.91999053955078
W-2_RB2in_S12,0,2,96.48554992675781
W-2_RB2out_S12,0,3,98.37132517496745
W-2_RB3-_S12,0,2,99.56113815307617
W-2_RB3+_S12,1,2,0.0
W-2_RB4-_S12,0,2,98.30074691772461
W-2_RB4+_S12,0,2,98.29672622680664
W-2_RB4--_S12,1,2,0.0
W-2_RB4++_S12,1,2,0.0
W-1_RB1in_S01,0,2,97.51838684082031
W-1_RB1out_S01,0,2,97.48049926757812
W-1_RB2in_S01,0,3,97.45978546142578
W-1_RB2out_S01,0,2,96.05379486083984
W-1_RB3-_S01,1,2,0.0
W-1_RB3+_S01,1,2,0.0
W-1_RB4-_S01,1,2,0.0
W-1_RB4+_S01,0,2,98.44398880004883
W-1_RB4--_S01,1,2,0.0
W-1_RB4++_S01,1,2,0.0
W-1_RB1in_S02,0,2,94.97017288208008
W-1_RB1out_S02,0,2,95.53274917602539
W-1_RB2in_S02,0,3,98.61432647705078
W-1_RB2out_S02,0,2,95.74389266967773
W-1_RB3-_S02,0,2,96.85006713867188
W-1_RB3+_S02,0,2,97.74963760375977
W-1_RB4-_S02,1,2,0.0
W-1_RB4+_S02,1,2,0.0
W-1_RB4--_S02,1,2,0.0
W-1_RB4++_S02,1,2,0.0
W-1_RB1in_S03,0,2,96.34684753417969
W-1_RB1out_S03,0,2,97.78363037109375
W-1_RB2in_S03,0,3,97.51566569010417
W-1_RB2out_S03,0,2,95.14569854736328
W-1_RB3-_S03,0,2,98.16546630859375
W-1_RB3+_S03,0,2,97.78510665893555
W-1_RB4-_S03,0,2,97.17445373535156
W-1_RB4+_S03,0,2,97.06706619262695
W-1_RB4--_S03,1,2,0.0
W-1_RB4++_S03,1,2,0.0
W-1_RB1in_S04,0,2,96.82479476928711
W-1_RB1out_S04,1,2,46.994754791259766
W-1_RB2in_S04,0,3,91.9149398803711
W-1_RB2out_S04,1,2,0.0
W-1_RB3-_S04,0,2,97.64368438720703
W-1_RB3+_S04,0,2,96.89202117919922
W-1_RB4-_S04,0,2,97.37728881835938
W-1_RB4+_S04,1,2,0.0
W-1_RB4--_S04,0,2,96.56672668457031
W-1_RB4++_S04,1,2,0.0
W-1_RB1in_S05,0,2,94.71841812133789
W-1_RB1out_S05,0,2,97.40766525268555
W-1_RB2in_S05,0,3,97.42207845052083
W-1_RB2out_S05,0,2,97.68983840942383
W-1_RB3-_S05,0,2,97.49191284179688
W-1_RB3+_S05,0,2,97.94562911987305
W-1_RB4-_S05,1,2,0.0
W-1_RB4+_S05,1,2,0.0
W-1_RB4--_S05,1,2,0.0
W-1_RB4++_S05,1,2,0.0
W-1_RB1in_S06,0,2,96.65338134765625
W-1_RB1out_S06,0,2,96.70819091796875
W-1_RB2in_S06,0,3,95.06952667236328
W-1_RB2out_S06,0,2,96.50800323486328
W-1_RB3-_S06,0,2,94.39239883422852
W-1_RB3+_S06,0,2,91.02142333984375
W-1_RB4-_S06,0,2,69.23261260986328
W-1_RB4+_S06,0,2,97.83105850219727
W-1_RB4--_S06,1,2,0.0
W-1_RB4++_S06,1,2,0.0
W-1_RB1in_S07,0,2,97.4460220336914
W-1_RB1out_S07,0,2,97.31843948364258
W-1_RB2in_S07,0,3,84.29814910888672
W-1_RB2out_S07,1,2,0.0
W-1_RB3-_S07,0,2,98.18441009521484
W-1_RB3+_S07,0,2,98.11189270019531
W-1_RB4-_S07,1,2,0.0
W-1_RB4+_S07,1,2,0.0
W-1_RB4--_S07,1,2,0.0
W-1_RB4++_S07,1,2,0.0
W-1_RB1in_S08,0,2,94.10486221313477
W-1_RB1out_S08,0,2,95.0690803527832
W-1_RB2in_S08,0,3,97.24822235107422
W-1_RB2out_S08,0,2,95.5195541381836
W-1_RB3-_S08,0,2,97.42364120483398
W-1_RB3+_S08,0,2,93.05780410766602
W-1_RB4-_S08,1,2,0.0
W-1_RB4+_S08,1,2,0.0
W-1_RB4--_S08,1,2,0.0
W-1_RB4++_S08,1,2,0.0
W-1_RB1in_S09,0,2,96.42827987670898
W-1_RB1out_S09,0,2,97.74539566040039
W-1_RB2in_S09,0,3,97.2030766805013
W-1_RB2out_S09,0,2,95.91028594970703
W-1_RB3-_S09,0,2,90.55202102661133
W-1_RB3+_S09,0,2,96.3213119506836
W-1_RB4_S09,0,2,95.85533142089844
W-1_RB4+_S09,1,2,0.0
W-1_RB4--_S09,1,2,0.0
W-1_RB4++_S09,1,2,0.0
W-1_RB1in_S10,0,2,96.74470901489258
W-1_RB1out_S10,0,2,97.10393524169922
W-1_RB2in_S10,0,3,97.77403513590495
W-1_RB2out_S10,0,2,97.00640487670898
W-1_RB3-_S10,1,2,47.47787857055664
W-1_RB3+_S10,1,2,48.040496826171875
W-1_RB4-_S10,0,2,94.72119903564453
W-1_RB4+_S10,0,2,95.3951644897461
W-1_RB4--_S10,1,2,0.0
W-1_RB4++_S10,1,2,0.0
W-1_RB1in_S11,0,2,96.2697639465332
W-1_RB1out_S11,0,2,97.5088882446289
W-1_RB2in_S11,0,3,92.17435963948567
W-1_RB2out_S11,0,2,97.37602996826172
W-1_RB3-_S11,1,2,0.0
W-1_RB3+_S11,0,2,80.68951797485352
W-1_RB4_S11,0,2,97.27282333374023
W-1_RB4+_S11,1,2,0.0
W-1_RB4--_S11,1,2,0.0
W-1_RB4++_S11,1,2,0.0
W-1_RB1in_S12,0,2,96.66003036499023
W-1_RB1out_S12,0,2,95.24473571777344
W-1_RB2in_S12,0,3,98.05148061116536
W-1_RB2out_S12,0,2,83.68729782104492
W-1_RB3-_S12,0,2,97.66508483886719
W-1_RB3+_S12,1,2,0.0
W-1_RB4-_S12,0,2,98.03413009643555
W-1_RB4+_S12,0,2,88.22450637817383
W-1_RB4--_S12,1,2,0.0
W-1_RB4++_S12,1,2,0.0
W+0_RB1in_S01,0,2,95.41116714477539
W+0_RB1out_S01,0,2,97.69160079956055
W+0_RB2in_S01,0,3,98.07855987548828
W+0_RB2out_S01,0,2,84.90720748901367
W+0_RB3-_S01,0,2,98.42943572998047
W+0_RB3+_S01,0,2,98.1593246459961
W+0_RB4-_S01,1,2,0.0
W+0_RB4+_S01,1,2,0.0
W+0_RB4--_S01,1,2,0.0
W+0_RB4++_S01,1,2,0.0
W+0_RB1in_S02,0,2,89.34048843383789
W+0_RB1out_S02,0,2,98.3479995727539
W+0_RB2in_S02,0,3,97.71971893310547
W+0_RB2out_S02,0,2,96.81634902954102
W+0_RB3-_S02,0,2,91.2051773071289
W+0_RB3+_S02,0,2,96.37145614624023
W+0_RB4-_S02,0,2,95.3723373413086
W+0_RB4+_S02,0,2,86.45659637451172
W+0_RB4--_S02,1,2,0.0
W+0_RB4++_S02,1,2,0.0
W+0_RB1in_S03,0,2,96.27278518676758
W+0_RB1out_S03,0,2,97.86740112304688
W+0_RB2in_S03,0,3,94.46561940511067
W+0_RB2out_S03,0,2,94.03387832641602
W+0_RB3-_S03,0,2,81.17649841308594
W+0_RB3+_S03,0,2,98.57508087158203
W+0_RB4-_S03,0,2,98.32476043701172
W+0_RB4+_S03,0,2,96.6659927368164
W+0_RB4--_S03,1,2,0.0
W+0_RB4++_S03,1,2,0.0
W+0_RB1in_S04,0,2,96.64105606079102
W+0_RB1out_S04,0,2,96.54631423950195
W+0_RB2in_S04,0,3,98.17407480875652
W+0_RB2out_S04,0,2,97.08483505249023
W+0_RB3-_S04,0,2,95.58285140991211
W+0_RB3+_S04,1,2,0.0
W+0_RB4-_S04,0,2,97.58184432983398
W+0_RB4+_S04,0,2,96.26440048217773
W+0_RB4--_S04,0,2,97.47496032714844
W+0_RB4++_S04,0,2,98.62767791748047
W+0_RB1in_S05,0,2,96.51726913452148
W+0_RB1out_S05,0,2,97.17682647705078
W+0_RB2in_S05,0,3,70.89025624593098
W+0_RB2out_S05,0,2,91.02893447875977
W+0_RB3-_S05,0,2,98.1763687133789
W+0_RB3+_S05,0,2,96.44813537597656
W+0_RB4-_S05,0,2,93.15317153930664
W+0_RB4+_S05,0,2,95.68829345703125
W+0_RB4--_S05,1,2,0.0
W+0_RB4++_S05,1,2,0.0
W+0_RB1in_S06,0,2,95.99394607543945
W+0_RB1out_S06,0,2,97.21447372436523
W+0_RB2in_S06,0,3,98.62094116210938
W+0_RB2out_S06,0,2,97.46847915649414
W+0_RB3-_S06,0,2,97.23323440551758
W+0_RB3+_S06,0,2,97.28863525390625
W+0_RB4-_S06,0,2,97.58401107788086
W+0_RB4+_S06,0,2,95.1865119934082
W+0_RB4--_S06,1,2,0.0
W+0_RB4++_S06,1,2,0.0
W+0_RB1in_S07,0,2,96.53789138793945
W+0_RB1out_S07,0,2,95.53396224975586
W+0_RB2in_S07,0,3,97.9688008626302
W+0_RB2out_S07,0,2,93.56669235229492
W+0_RB3-_S07,0,2,98.14476776123047
W+0_RB3+_S07,0,2,98.80379486083984
W+0_RB4-_S07,1,2,0.0
W+0_RB4+_S07,1,2,0.0
W+0_RB4--_S07,1,2,0.0
W+0_RB4++_S07,1,2,0.0
W+0_RB1in_S08,0,2,93.38270950317383
W+0_RB1out_S08,0,2,96.90497207641602
W+0_RB2in_S08,0,3,97.75631459554036
W+0_RB2out_S08,0,2,96.57027816772461
W+0_RB3-_S08,0,2,97.20001602172852
W+0_RB3+_S08,0,2,91.28246307373047
W+0_RB4-_S08,0,2,96.74316787719727
W+0_RB4+_S08,0,2,97.7148666381836
W+0_RB4--_S08,1,2,0.0
W+0_RB4++_S08,1,2,0.0
W+0_RB1in_S09,0,2,93.85992813110352
W+0_RB1out_S09,0,2,94.18543243408203
W+0_RB2in_S09,0,3,97.69189707438152
W+0_RB2out_S09,0,2,96.95813751220703
W+0_RB3-_S09,0,2,98.36833190917969
W+0_RB3+_S09,0,2,98.65105056762695
W+0_RB4_S09,0,2,94.9683952331543
W+0_RB4+_S09,1,2,0.0
W+0_RB4--_S09,1,2,0.0
W+0_RB4++_S09,1,2,0.0
W+0_RB1in_S10,0,2,96.82469940185547
W+0_RB1out_S10,0,2,97.47676467895508
W+0_RB2in_S10,0,3,95.28787485758464
W+0_RB2out_S10,0,2,95.84817886352539
W+0_RB3-_S10,0,2,90.51573181152344
W+0_RB3+_S10,0,2,97.22972106933594
W+0_RB4-_S10,0,2,97.71474838256836
W+0_RB4+_S10,0,2,93.77252197265625
W+0_RB4--_S10,1,2,0.0
W+0_RB4++_S10,1,2,0.0
W+0_RB1in_S11,0,2,94.91902923583984
W+0_RB1out_S11,0,2,96.24032974243164
W+0_RB2in_S11,0,3,97.03310648600261
W+0_RB2out_S11,0,2,95.90209197998047
W+0_RB3-_S11,0,2,81.10607719421387
W+0_RB3+_S11,0,2,98.1716194152832
W+0_RB4_S11,0,2,94.71370315551758
W+0_RB4+_S11,1,2,0.0
W+0_RB4--_S11,1,2,0.0
W+0_RB4++_S11,1,2,0.0
W+0_RB1in_S12,0,2,96.79826354980469
W+0_RB1out_S12,0,2,97.80279159545898
W+0_RB2in_S12,0,3,97.20157623291016
W+0_RB2out_S12,0,2,97.19900131225586
W+0_RB3-_S12,0,2,97.5094223022461
W+0_RB3+_S12,0,2,97.5034408569336
W+0_RB4-_S12,0,2,95.33650207519531
W+0_RB4+_S12,0,2,97.7302131652832
W+0_RB4--_S12,1,2,0.0
W+0_RB4++_S12,1,2,0.0
W+1_RB1in_S01,0,2,94.87546157836914
W+1_RB1out_S01,0,2,90.84551620483398
W+1_RB2in_S01,0,3,86.43305206298828
W+1_RB2out_S01,0,2,97.34760284423828
W+1_RB3-_S01,0,2,96.57700729370117
W+1_RB3+_S01,0,2,98.04681396484375
W+1_RB4-_S01,0,2,87.84604263305664
W+1_RB4+_S01,0,2,97.40971755981445
W+1_RB4--_S01,1,2,0.0
W+1_RB4++_S01,1,2,0.0
W+1_RB1in_S02,0,2,96.6035385131836
W+1_RB1out_S02,0,2,96.45963287353516
W+1_RB2in_S02,0,3,95.67458597819011
W+1_RB2out_S02,0,2,96.21339416503906
W+1_RB3-_S02,0,2,97.70818328857422
W+1_RB3+_S02,0,2,92.43729400634766
W+1_RB4-_S02,0,2,96.5573959350586
W+1_RB4+_S02,0,2,96.88637924194336
W+1_RB4--_S02,1,2,0.0
W+1_RB4++_S02,1,2,0.0
W+1_RB1in_S03,0,2,97.21441650390625
W+1_RB1out_S03,0,2,84.41802215576172
W+1_RB2in_S03,0,3,97.051025390625
W+1_RB2out_S03,0,2,95.32523727416992
W+1_RB3-_S03,0,2,97.66925811767578
W+1_RB3+_S03,0,2,98.28268051147461
W+1_RB4-_S03,0,2,97.58919143676758
W+1_RB4+_S03,0,2,97.06835556030273
W+1_RB4--_S03,1,2,0.0
W+1_RB4++_S03,1,2,0.0
W+1_RB1in_S04,0,2,96.5575180053711
W+1_RB1out_S04,0,2,97.22698974609375
W+1_RB2in_S04,0,3,82.18735758463542
W+1_RB2out_S04,0,2,96.35345077514648
W+1_RB3-_S04,0,2,97.60142517089844
W+1_RB3+_S04,0,2,98.24018478393555
W+1_RB4-_S04,1,2,0.0
W+1_RB4+_S04,1,2,0.0
W+1_RB4--_S04,1,2,0.0
W+1_RB4++_S04,1,2,0.0
W+1_RB1in_S05,0,2,92.40164184570312
W+1_RB1out_S05,0,2,92.51945877075195
W+1_RB2in_S05,0,3,97.54119873046875
W+1_RB2out_S05,0,2,94.42811965942383
W+1_RB3-_S05,0,2,96.0791130065918
W+1_RB3+_S05,0,2,98.54084777832031
W+1_RB4-_S05,0,2,96.81840896606445
W+1_RB4+_S05,0,2,97.0415267944336
W+1_RB4--_S05,1,2,0.0
W+1_RB4++_S05,1,2,0.0
W+1_RB1in_S06,0,2,95.87358856201172
W+1_RB1out_S06,0,2,93.29458236694336
W+1_RB2in_S06,0,3,97.57434590657552
W+1_RB2out_S06,0,2,96.71377182006836
W+1_RB3-_S06,0,2,95.04832458496094
W+1_RB3+_S06,0,2,95.2523307800293
W+1_RB4-_S06,0,2,95.91665649414062
W+1_RB4+_S06,0,2,97.52423095703125
