run,chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency,fid_eff_ch_level
324344,W-2_RB1in_S01,-2,1,1,1.68519,91,0.166667,1.0,1.68519,1571,Cos,87.330997467,89.0625
324344,W-2_RB1out_S01,-2,1,1,1.69643,95,0.142857,1.0,1.69643,1571,Cos,89.048225403,90.65217590332033
324344,W-2_RB2in_S01,-2,1,2,1.9292,218,0.247788,1.0,1.9292,1571,Cos,92.0655708315,90.14492797851562
324344,W-2_RB2out_S01,-2,1,2,1.65934,151,0.263736,1.0,1.65934,1571,Cos,92.043490092,90.91960906982422
324344,W-2_RB3+_S01,-2,1,3,1.78571,50,-0.607143,1.0,1.78571,1571,Cos,92.9703216555,100.0
324344,W-2_RB3-_S01,-2,1,3,1.65789,63,0.289474,1.0,1.65789,1571,Cos,92.1629829405,100.0
324344,W-2_RB4+_S01,-2,1,4,2.0,44,-0.0909091,1.0,2.0,1571,Cos,93.574737549,100.0
324344,W-2_RB4-_S01,-2,1,4,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB1in_S02,-2,2,1,1.92105,584,-1.25658,1.0,1.92105,1571,Cos,89.97277450600001,93.1025390625
324344,W-2_RB1out_S02,-2,2,1,2.35802,764,-1.36728,1.0,2.35802,1571,Cos,91.9657974245,99.0
324344,W-2_RB2in_S02,-2,2,2,1.96605,637,-1.44444,1.0,1.96605,1571,Cos,93.5855293275,100.0
324344,W-2_RB2out_S02,-2,2,2,2.53292,808,-1.49843,1.0,2.53292,1571,Cos,94.17176310233332,96.29629770914714
324344,W-2_RB3+_S02,-2,2,3,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB3-_S02,-2,2,3,1.56643,224,-1.79021,1.0,1.56643,1571,Cos,92.0825538635,100.0
324344,W-2_RB4+_S02,-2,2,4,1.88732,536,-1.94718,1.0,1.88732,1571,Cos,94.783565521,81.81818199157715
324344,W-2_RB4-_S02,-2,2,4,1.57143,55,-1.77143,1.0,1.57143,1571,Cos,89.91857528700001,100.0
324344,W-2_RB1in_S03,-2,3,1,2.15992,2080,-1.29699,1.0,2.15992,1571,Cos,91.430927277,96.30966186523438
324344,W-2_RB1out_S03,-2,3,1,2.0916,2215,-1.32011,1.0,2.0916,1571,Cos,93.3295059205,98.37179565429688
324344,W-2_RB2in_S03,-2,3,2,2.18777,2540,-1.47287,1.0,2.18777,1571,Cos,90.695968628,94.0987548828125
324344,W-2_RB2out_S03,-2,3,2,2.08927,2551,-1.59705,1.0,2.08927,1571,Cos,94.937731425,95.12605285644533
324344,W-2_RB3+_S03,-2,3,3,1.65688,1468,-1.80135,1.0,1.65688,1571,Cos,83.391029358,82.09677505493164
324344,W-2_RB3-_S03,-2,3,3,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB4+_S03,-2,3,4,1.66305,1688,-1.92611,1.0,1.66305,1571,Cos,93.5443229675,88.54489517211914
324344,W-2_RB4-_S03,-2,3,4,2.16667,1014,1.34615,1.0,2.16667,1571,Cos,89.580101013,81.25
324344,W-2_RB1in_S04,-2,4,1,2.01654,2561,-1.22362,1.0,2.01654,1571,Cos,90.143733978,97.0387840270996
324344,W-2_RB1out_S04,-2,4,1,2.35813,3424,-1.37672,1.0,2.35813,1571,Cos,94.1139793395,96.11866760253906
324344,W-2_RB2in_S04,-2,4,2,1.96493,3586,-1.4811,1.0,1.96493,1571,Cos,92.6178627015,96.2089614868164
324344,W-2_RB2out_S04,-2,4,2,1.88495,3457,-1.60033,1.0,1.88495,1571,Cos,89.24785105400001,92.43404642740886
324344,W-2_RB3+_S04,-2,4,3,2.30781,3044,-1.78696,1.00076,2.30956,1571,Cos,95.853252411,95.93611526489258
324344,W-2_RB3-_S04,-2,4,3,1.87244,2378,-1.73622,1.0,1.87244,1571,Cos,93.37733078,92.63566207885742
324344,W-2_RB4++_S04,-2,4,4,1.79539,1325,-1.95122,1.0,1.79539,1571,Cos,86.7253837585,75.5494499206543
324344,W-2_RB4+_S04,-2,4,4,1.57216,2135,-1.93594,1.0,1.57216,1571,Cos,90.46125412,78.57142639160156
324344,W-2_RB4--_S04,-2,4,4,1.81938,1521,-1.97129,1.0,1.81938,1571,Cos,89.037853241,69.6864128112793
324344,W-2_RB4-_S04,-2,4,4,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB1in_S05,-2,5,1,1.9973,1482,-1.25472,1.0,1.9973,1571,Cos,90.9982757565,92.6767692565918
324344,W-2_RB1out_S05,-2,5,1,2.06391,1744,-1.39172,1.0,2.06391,1571,Cos,92.556678772,96.21107864379884
324344,W-2_RB2in_S05,-2,5,2,2.0502,2614,-1.32471,1.0,2.0502,1571,Cos,94.416660309,93.80630874633788
324344,W-2_RB2out_S05,-2,5,2,2.10385,2735,-1.60692,1.0,2.10385,1571,Cos,94.866686503,98.87005615234376
324344,W-2_RB3+_S05,-2,5,3,1.89203,736,-1.65296,1.0,1.89203,1571,Cos,64.1698818205,77.20057678222656
324344,W-2_RB3-_S05,-2,5,3,1.80882,1107,-1.74673,1.0,1.80882,1571,Cos,65.164871216,57.92683029174805
324344,W-2_RB4+_S05,-2,5,4,4.40698,2274,-0.323643,1.0,4.40698,1571,Cos,79.720565796,95.0
324344,W-2_RB4-_S05,-2,5,4,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB1in_S06,-2,6,1,2.05031,326,-1.16352,1.0,2.05031,1571,Cos,89.1673583985,93.75
324344,W-2_RB1out_S06,-2,6,1,2.48529,507,-1.33824,1.0,2.48529,1571,Cos,92.3410377505,98.33333206176758
324344,W-2_RB2in_S06,-2,6,2,2.30746,773,-1.57612,1.0,2.30746,1571,Cos,95.103221893,96.875
324344,W-2_RB2out_S06,-2,6,2,2.15864,762,-1.49008,1.0,2.15864,1571,Cos,94.134976705,95.83333333333331
324344,W-2_RB3+_S06,-2,6,3,1.46364,161,-1.76364,1.0,1.46364,1571,Cos,92.405162811,100.0
324344,W-2_RB3-_S06,-2,6,3,1.69072,492,-1.74227,1.0,1.69072,1571,Cos,93.388957977,97.43589782714844
324344,W-2_RB4+_S06,-2,6,4,2.86047,123,-1.86047,1.0,2.86047,1571,Cos,92.035072327,100.0
324344,W-2_RB4-_S06,-2,6,4,1.76426,464,-1.94297,1.0,1.76426,1571,Cos,88.59294509899999,83.33333587646484
324344,W-2_RB1in_S07,-2,7,1,2.63043,121,0.23913,1.0,2.63043,1571,Cos,89.7060737605,95.83333587646484
324344,W-2_RB1out_S07,-2,7,1,1.89189,70,0.108108,1.0,1.89189,1571,Cos,89.587051392,100.0
324344,W-2_RB2in_S07,-2,7,2,1.45,29,-0.7,1.0,1.45,1571,Cos,85.1905250545,100.0
324344,W-2_RB2out_S07,-2,7,2,2.15,43,-0.65,1.0,2.15,1571,Cos,90.82402038566666,88.88889058430989
324344,W-2_RB3+_S07,-2,7,3,2.8125,45,0.0625,1.0,2.8125,1571,Cos,91.7040290835,50.0
324344,W-2_RB3-_S07,-2,7,3,1.5,6,-1.25,1.0,1.5,1571,Cos,93.6744766235,41.66666412353516
324344,W-2_RB4+_S07,-2,7,4,1.90816,187,0.0306122,1.0,1.90816,1571,Cos,92.3613739015,100.0
324344,W-2_RB4-_S07,-2,7,4,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB1in_S08,-2,8,1,1.93532,1167,0.330017,1.0,1.93532,1571,Cos,90.8150787355,93.42626571655272
324344,W-2_RB1out_S08,-2,8,1,1.43214,802,0.319643,1.0,1.43214,1571,Cos,76.6118621825,82.45556259155273
324344,W-2_RB2in_S08,-2,8,2,2.08629,1354,0.360555,1.0,2.08629,1571,Cos,93.3250846865,96.4875602722168
324344,W-2_RB2out_S08,-2,8,2,1.93074,1338,0.305916,1.0,1.93074,1571,Cos,93.17146809866668,97.84642537434895
324344,W-2_RB3+_S08,-2,8,3,1.67782,953,0.158451,1.0,1.67782,1571,Cos,94.7777137755,95.93908309936523
324344,W-2_RB3-_S08,-2,8,3,2.01744,694,0.188953,1.0,2.01744,1571,Cos,95.0308952335,91.69719314575195
324344,W-2_RB4+_S08,-2,8,4,0.0,0,0.0,0.0,0.0,1571,Cos,0.0,0.0
324344,W-2_RB4-_S08,-2,8,4,1.44922,742,0.128906,1.0,1.44922,1571,Cos,86.518386841,88.3055534362793
324344,W-2_RB1in_S09,-2,9,1,1.82899,1893,0.242512,1.0,1.82899,1571,Cos,90.2874336245,92.88720321655272
324344,W-2_RB1out_S09,-2,9,1,1.91362,2149,0.219947,1.00089,1.91533,1571,Cos,92.2687721255,96.66211700439452
324344,W-2_RB2in_S09,-2,9,2,2.16192,2884,0.264618,1.0,2.16192,1571,Cos,93.7331581115,95.50898361206056
324344,W-2_RB2out_S09,-2,9,2,1.71507,2185,0.318681,1.0,1.71507,1571,Cos,91.80606333433332,92.98429107666016
324344,W-2_RB3+_S09,-2,9,3,1.95125,1561,0.22,1.0,1.95125,1571,Cos,90.189819336,90.69608688354492
324344,W-2_RB3-_S09,-2,9,3,2.05737,1578,0.322034,1.0,2.05737,1571,Cos,94.649330139,95.35493850708008
324344,W-2_RB4_S09,-2,9,4,1.69746,1874,0.0978261,1.0,1.69746,1571,Cos,93.664474487,85.48373794555664
