chamber,fid_eff_ch_level
W-2_RB1in_S01,89.0625
W-2_RB1out_S01,90.65217590332031
W-2_RB2in_S01,90.14492797851562
W-2_RB2out_S01,90.91960906982422
W-2_RB3-_S01,100.0
W-2_RB3+_S01,100.0
W-2_RB4-_S01,0.0
W-2_RB4+_S01,100.0
W-2_RB4--_S01,0.0
W-2_RB4++_S01,0.0
W-2_RB1in_S02,93.1025390625
W-2_RB1out_S02,99.0
W-2_RB2in_S02,100.0
W-2_RB2out_S02,96.29629770914714
W-2_RB3-_S02,100.0
W-2_RB3+_S02,0.0
W-2_RB4-_S02,100.0
W-2_RB4+_S02,81.81818199157715
W-2_RB4--_S02,0.0
W-2_RB4++_S02,0.0
W-2_RB1in_S03,96.30966186523438
W-2_RB1out_S03,98.37179565429688
W-2_RB2in_S03,94.0987548828125
W-2_RB2out_S03,95.12605285644531
W-2_RB3-_S03,0.0
W-2_RB3+_S03,82.09677505493164
W-2_RB4-_S03,81.25
W-2_RB4+_S03,88.54489517211914
W-2_RB4--_S03,0.0
W-2_RB4++_S03,0.0
W-2_RB1in_S04,97.03878402709961
W-2_RB1out_S04,96.11866760253906
W-2_RB2in_S04,96.2089614868164
W-2_RB2out_S04,92.43404642740886
W-2_RB3-_S04,92.63566207885742
W-2_RB3+_S04,95.93611526489258
W-2_RB4-_S04,0.0
W-2_RB4+_S04,78.57142639160156
W-2_RB4--_S04,69.6864128112793
W-2_RB4++_S04,75.5494499206543
W-2_RB1in_S05,92.6767692565918
W-2_RB1out_S05,96.21107864379883
W-2_RB2in_S05,93.80630874633789
W-2_RB2out_S05,98.87005615234375
W-2_RB3-_S05,57.92683029174805
W-2_RB3+_S05,77.20057678222656
W-2_RB4-_S05,0.0
W-2_RB4+_S05,95.0
W-2_RB4--_S05,0.0
W-2_RB4++_S05,0.0
W-2_RB1in_S06,93.75
W-2_RB1out_S06,98.33333206176758
W-2_RB2in_S06,96.875
W-2_RB2out_S06,95.83333333333333
W-2_RB3-_S06,97.43589782714844
W-2_RB3+_S06,100.0
W-2_RB4-_S06,83.33333587646484
W-2_RB4+_S06,100.0
W-2_RB4--_S06,0.0
W-2_RB4++_S06,0.0
W-2_RB1in_S07,95.83333587646484
W-2_RB1out_S07,100.0
W-2_RB2in_S07,100.0
W-2_RB2out_S07,88.88889058430989
W-2_RB3-_S07,41.666664123535156
W-2_RB3+_S07,50.0
W-2_RB4-_S07,0.0
W-2_RB4+_S07,100.0
W-2_RB4--_S07,0.0
W-2_RB4++_S07,0.0
W-2_RB1in_S08,93.42626571655273
W-2_RB1out_S08,82.45556259155273
W-2_RB2in_S08,96.4875602722168
W-2_RB2out_S08,97.84642537434895
W-2_RB3-_S08,91.69719314575195
W-2_RB3+_S08,95.93908309936523
W-2_RB4-_S08,88.3055534362793
W-2_RB4+_S08,0.0
W-2_RB4--_S08,0.0
W-2_RB4++_S08,0.0
W-2_RB1in_S09,92.88720321655273
W-2_RB1out_S09,96.66211700439453
W-2_RB2in_S09,95.50898361206055
W-2_RB2out_S09,92.98429107666016
W-2_RB3-_S09,95.35493850708008
W-2_RB3+_S09,90.69608688354492
W-2_RB4_S09,85.48373794555664
W-2_RB4+_S09,0.0
W-2_RB4--_S09,0.0
W-2_RB4++_S09,0.0
W-2_RB1in_S10,95.65514755249023
W-2_RB1out_S10,94.3399429321289
W-2_RB2in_S10,95.59779357910156
W-2_RB2out_S10,96.2268295288086
W-2_RB3-_S10,87.47408676147461
W-2_RB3+_S10,96.00076675415039
W-2_RB4-_S10,89.59779357910156
W-2_RB4+_S10,89.32622909545898
W-2_RB4--_S10,0.0
W-2_RB4++_S10,0.0
W-2_RB1in_S11,86.0618896484375
W-2_RB1out_S11,93.90803146362305
W-2_RB2in_S11,93.83199691772461
W-2_RB2out_S11,96.17966715494792
W-2_RB3-_S11,95.48559188842773
W-2_RB3+_S11,94.29379272460938
W-2_RB4_S11,88.6717758178711
W-2_RB4+_S11,0.0
W-2_RB4--_S11,0.0
W-2_RB4++_S11,0.0
W-2_RB1in_S12,92.07936477661133
W-2_RB1out_S12,94.41524887084961
W-2_RB2in_S12,95.0
W-2_RB2out_S12,96.60689544677734
W-2_RB3-_S12,98.26589584350586
W-2_RB3+_S12,0.0
W-2_RB4-_S12,89.55453109741211
W-2_RB4+_S12,86.5228271484375
W-2_RB4--_S12,0.0
W-2_RB4++_S12,0.0
W-1_RB1in_S01,94.4444465637207
W-1_RB1out_S01,100.0
W-1_RB2in_S01,100.0
W-1_RB2out_S01,100.0
W-1_RB3-_S01,0.0
W-1_RB3+_S01,0.0
W-1_RB4-_S01,0.0
W-1_RB4+_S01,50.0
W-1_RB4--_S01,0.0
W-1_RB4++_S01,0.0
W-1_RB1in_S02,92.98076629638672
W-1_RB1out_S02,95.25757598876953
W-1_RB2in_S02,95.9259262084961
W-1_RB2out_S02,97.85087585449219
W-1_RB3-_S02,96.55172348022461
W-1_RB3+_S02,98.19688034057617
W-1_RB4-_S02,0.0
W-1_RB4+_S02,0.0
W-1_RB4--_S02,0.0
W-1_RB4++_S02,0.0
W-1_RB1in_S03,96.4718246459961
W-1_RB1out_S03,97.22222137451172
W-1_RB2in_S03,93.67559814453125
W-1_RB2out_S03,92.29251480102539
W-1_RB3-_S03,91.56985855102539
W-1_RB3+_S03,95.03344345092773
W-1_RB4-_S03,79.10526275634766
W-1_RB4+_S03,86.25098037719727
W-1_RB4--_S03,0.0
W-1_RB4++_S03,0.0
W-1_RB1in_S04,95.84831237792969
W-1_RB1out_S04,48.349056243896484
W-1_RB2in_S04,90.2526346842448
W-1_RB2out_S04,0.0
W-1_RB3-_S04,95.44767379760742
W-1_RB3+_S04,95.80644989013672
W-1_RB4-_S04,90.42208099365234
W-1_RB4+_S04,0.0
W-1_RB4--_S04,84.40933609008789
W-1_RB4++_S04,0.0
W-1_RB1in_S05,92.65909194946289
W-1_RB1out_S05,96.3271713256836
W-1_RB2in_S05,98.62728373209636
W-1_RB2out_S05,96.47174453735352
W-1_RB3-_S05,97.41075897216797
W-1_RB3+_S05,96.04166793823242
W-1_RB4-_S05,0.0
W-1_RB4+_S05,0.0
W-1_RB4--_S05,0.0
W-1_RB4++_S05,0.0
W-1_RB1in_S06,97.2556381225586
W-1_RB1out_S06,98.27585983276367
W-1_RB2in_S06,94.22275034586589
W-1_RB2out_S06,95.11031341552734
W-1_RB3-_S06,94.61382293701172
W-1_RB3+_S06,89.95098495483398
W-1_RB4-_S06,65.6920051574707
W-1_RB4+_S06,80.00000190734863
W-1_RB4--_S06,0.0
W-1_RB4++_S06,0.0
W-1_RB1in_S07,98.83720779418945
W-1_RB1out_S07,98.61111068725586
W-1_RB2in_S07,93.73219553629558
W-1_RB2out_S07,0.0
W-1_RB3-_S07,100.0
W-1_RB3+_S07,100.0
W-1_RB4-_S07,0.0
W-1_RB4+_S07,0.0
W-1_RB4--_S07,0.0
W-1_RB4++_S07,0.0
W-1_RB1in_S08,94.81886672973633
W-1_RB1out_S08,94.89171981811523
W-1_RB2in_S08,96.33212534586589
W-1_RB2out_S08,95.40398406982422
W-1_RB3-_S08,95.16209411621094
W-1_RB3+_S08,94.62976837158203
W-1_RB4-_S08,0.0
W-1_RB4+_S08,0.0
W-1_RB4--_S08,0.0
W-1_RB4++_S08,0.0
W-1_RB1in_S09,95.2686538696289
W-1_RB1out_S09,96.4903335571289
W-1_RB2in_S09,96.9142354329427
W-1_RB2out_S09,94.55831909179688
W-1_RB3-_S09,89.24478530883789
W-1_RB3+_S09,95.9735107421875
W-1_RB4_S09,94.7597885131836
W-1_RB4+_S09,0.0
W-1_RB4--_S09,0.0
W-1_RB4++_S09,0.0
W-1_RB1in_S10,96.30744934082031
W-1_RB1out_S10,96.40314102172852
W-1_RB2in_S10,96.81696065266927
W-1_RB2out_S10,96.56227111816406
W-1_RB3-_S10,47.40882873535156
W-1_RB3+_S10,47.36328125
W-1_RB4-_S10,92.33531951904297
W-1_RB4+_S10,94.56229019165039
W-1_RB4--_S10,0.0
W-1_RB4++_S10,0.0
W-1_RB1in_S11,95.78933334350586
W-1_RB1out_S11,97.53969192504883
W-1_RB2in_S11,90.65142059326172
W-1_RB2out_S11,97.23931121826172
W-1_RB3-_S11,0.0
W-1_RB3+_S11,70.32476806640625
W-1_RB4_S11,95.76501846313477
W-1_RB4+_S11,0.0
W-1_RB4--_S11,0.0
W-1_RB4++_S11,0.0
W-1_RB1in_S12,96.48412322998047
W-1_RB1out_S12,95.70845794677734
W-1_RB2in_S12,97.66099548339844
W-1_RB2out_S12,84.56208419799805
W-1_RB3-_S12,96.47571563720703
W-1_RB3+_S12,0.0
W-1_RB4-_S12,96.55228424072266
W-1_RB4+_S12,87.24761962890625
W-1_RB4--_S12,0.0
W-1_RB4++_S12,0.0
W+0_RB1in_S01,100.0
W+0_RB1out_S01,100.0
W+0_RB2in_S01,100.0
W+0_RB2out_S01,79.4444465637207
W+0_RB3-_S01,100.0
W+0_RB3+_S01,95.0
W+0_RB4-_S01,0.0
W+0_RB4+_S01,0.0
W+0_RB4--_S01,0.0
W+0_RB4++_S01,0.0
W+0_RB1in_S02,93.75
W+0_RB1out_S02,96.2677001953125
W+0_RB2in_S02,96.96342468261719
W+0_RB2out_S02,93.92856979370117
W+0_RB3-_S02,100.0
W+0_RB3+_S02,95.78900527954102
W+0_RB4-_S02,100.0
W+0_RB4+_S02,84.34343719482422
W+0_RB4--_S02,0.0
W+0_RB4++_S02,0.0
W+0_RB1in_S03,96.12904739379883
W+0_RB1out_S03,97.29623794555664
W+0_RB2in_S03,92.42701466878255
W+0_RB2out_S03,93.05694580078125
W+0_RB3-_S03,70.31590461730957
W+0_RB3+_S03,94.99270629882812
W+0_RB4-_S03,83.80434799194336
W+0_RB4+_S03,88.05237579345703
W+0_RB4--_S03,0.0
W+0_RB4++_S03,0.0
W+0_RB1in_S04,96.33272933959961
W+0_RB1out_S04,97.39831924438477
W+0_RB2in_S04,95.09947204589844
W+0_RB2out_S04,96.56100463867188
W+0_RB3-_S04,92.30535888671875
W+0_RB3+_S04,0.0
W+0_RB4-_S04,86.14163589477539
W+0_RB4+_S04,86.49425506591797
W+0_RB4--_S04,93.48637390136719
W+0_RB4++_S04,84.55882263183594
W+0_RB1in_S05,97.09671401977539
W+0_RB1out_S05,96.84139633178711
W+0_RB2in_S05,68.97387440999348
W+0_RB2out_S05,93.52976608276367
W+0_RB3-_S05,98.18195724487305
W+0_RB3+_S05,98.00395584106445
W+0_RB4-_S05,88.17647171020508
W+0_RB4+_S05,78.6363639831543
W+0_RB4--_S05,0.0
W+0_RB4++_S05,0.0
W+0_RB1in_S06,93.10344696044922
W+0_RB1out_S06,98.71794891357422
W+0_RB2in_S06,98.9247309366862
W+0_RB2out_S06,97.00893020629883
W+0_RB3-_S06,100.0
W+0_RB3+_S06,96.42856979370117
W+0_RB4-_S06,76.38888931274414
W+0_RB4+_S06,92.85714340209961
W+0_RB4--_S06,0.0
W+0_RB4++_S06,0.0
W+0_RB1in_S07,99.20634841918945
W+0_RB1out_S07,97.97794342041016
W+0_RB2in_S07,100.0
W+0_RB2out_S07,100.0
W+0_RB3-_S07,100.0
W+0_RB3+_S07,94.4444465637207
W+0_RB4-_S07,0.0
